time_s,radius_cm,r_0.0_cm,r_0.1_cm,r_0.2_cm,r_0.3_cm,r_0.4_cm,r_0.5_cm,r_0.6_cm,r_0.7_cm,r_0.8_cm,r_0.9_cm,r_1.0_cm,r_1.1_cm,r_1.2_cm,r_1.3_cm,r_1.4_cm,r_1.5_cm,r_1.6_cm,r_1.7_cm,r_1.8_cm,r_1.9_cm,r_2.0_cm,surface
90660,1.20300000,0.2705273135,0.2696291298,0.2670044930,0.2625906142,0.2563523258,0.2482446838,0.2381739394,0.2259508648,0.2112640827,0.1935709426,0.1716468686,0.1420428491,0.0743699314,,,,,,,,,0.0651975108
90720,1.20300000,0.2703325943,0.2694354180,0.2668137153,0.2624047373,0.2561733026,0.2480744394,0.2380143943,0.2258039893,0.2111319526,0.1934558590,0.1715517496,0.1419724509,0.0743411641,,,,,,,,,0.0651697810
90780,1.20300000,0.2701382488,0.2692420776,0.2666233025,0.2622192147,0.2559946186,0.2479045153,0.2378551465,0.2256573842,0.2110000624,0.1933409803,0.1714567962,0.1419021713,0.0743124584,,,,,,,,,0.0651421237
90840,1.20300000,0.2699442759,0.2690491077,0.2664332538,0.2620340453,0.2558162729,0.2477349106,0.2376961951,0.2255110489,0.2108684113,0.1932263061,0.1713620079,0.1418320100,0.0742838143,,,,,,,,,0.0651145388
90900,1.20300000,0.2697506747,0.2688565071,0.2662435680,0.2618492282,0.2556382647,0.2475656244,0.2375375395,0.2253649826,0.2107369987,0.1931118359,0.1712673842,0.1417619667,0.0742552318,,,,,,,,,0.0650870262
90960,1.20300000,0.2695574439,0.2686642750,0.2660542442,0.2616647624,0.2554605930,0.2473966559,0.2373791789,0.2252191846,0.2106058239,0.1929975691,0.1711729247,0.1416920411,0.0742267108,,,,,,,,,0.0650595858
91020,1.20300000,0.2693645828,0.2684724101,0.2658652813,0.2614806470,0.2552832569,0.2472280042,0.2372211123,0.2250736543,0.2104748864,0.1928835051,0.1710786291,0.1416222328,0.0741982512,,,,,,,,,0.0650322175
91080,1.20300000,0.2691720902,0.2682809117,0.2656766785,0.2612968809,0.2551062554,0.2470596684,0.2370633391,0.2249283908,0.2103441855,0.1927696435,0.1709844968,0.1415525415,0.0741698531,,,,,,,,,0.0650049212
91140,1.20300000,0.2689799651,0.2680897786,0.2654884347,0.2611134634,0.2549295877,0.2468916477,0.2369058584,0.2247833936,0.2102137207,0.1926559838,0.1708905274,0.1414829670,0.0741415161,,,,,,,,,0.0649776967
91200,1.20300000,0.2687882066,0.2678990098,0.2653005489,0.2609303933,0.2547532528,0.2467239412,0.2367486695,0.2246386617,0.2100834911,0.1925425253,0.1707967206,0.1414135090,0.0741132403,,,,,,,,,0.0649505439
91260,1.20300000,0.2685968135,0.2677086044,0.2651130201,0.2607476697,0.2545772500,0.2465565481,0.2365917715,0.2244941947,0.2099534963,0.1924292676,0.1707030758,0.1413441671,0.0740850254,,,,,,,,,0.0649234625
91320,1.20300000,0.2684057850,0.2675185614,0.2649258474,0.2605652918,0.2544015781,0.2463894675,0.2364351637,0.2243499917,0.2098237357,0.1923162102,0.1706095928,0.1412749411,0.0740568713,,,,,,,,,0.0648964524
91380,1.20300000,0.2682151201,0.2673288797,0.2647390298,0.2603832586,0.2542262364,0.2462226987,0.2362788454,0.2242060521,0.2096942085,0.1922033525,0.1705162709,0.1412058307,0.0740287779,,,,,,,,,0.0648695134
91440,1.20300000,0.2680248176,0.2671395584,0.2645525664,0.2602015691,0.2540512240,0.2460562407,0.2361228157,0.2240623751,0.2095649143,0.1920906940,0.1704231099,0.1411368355,0.0740007450,,,,,,,,,0.0648426454
91500,1.20300000,0.2678348768,0.2669505965,0.2643664561,0.2600202223,0.2538765399,0.2458900927,0.2359670739,0.2239189601,0.2094358524,0.1919782342,0.1703301093,0.1410679554,0.0739727725,,,,,,,,,0.0648158480
91560,1.20300000,0.2676452964,0.2667619931,0.2641806981,0.2598392175,0.2537021833,0.2457242539,0.2358116191,0.2237758064,0.2093070221,0.1918659725,0.1702372688,0.1409991900,0.0739448601,,,,,,,,,0.0647891211
91620,1.20300000,0.2674560757,0.2665737471,0.2639952913,0.2596585536,0.2535281534,0.2455587235,0.2356564507,0.2236329132,0.2091784229,0.1917539085,0.1701445877,0.1409305390,0.0739170077,,,,,,,,,0.0647624645
91680,1.20300000,0.2672672135,0.2663858575,0.2638102348,0.2594782297,0.2533544491,0.2453935006,0.2355015679,0.2234902799,0.2090500541,0.1916420417,0.1700520659,0.1408620021,0.0738892152,,,,,,,,,0.0647358780
91740,1.20300000,0.2670787090,0.2661983235,0.2636255276,0.2592982449,0.2531810697,0.2452285844,0.2353469699,0.2233479058,0.2089219153,0.1915303715,0.1699597028,0.1407935791,0.0738614823,,,,,,,,,0.0647093614
91800,1.20300000,0.2668905611,0.2660111440,0.2634411689,0.2591185983,0.2530080142,0.2450639741,0.2351926559,0.2232057902,0.2087940056,0.1914188973,0.1698674980,0.1407252697,0.0738338089,,,,,,,,,0.0646829144
91860,1.20300000,0.2667027689,0.2658243181,0.2632571575,0.2589392889,0.2528352818,0.2448996688,0.2350386252,0.2230639325,0.2086663247,0.1913076189,0.1697754512,0.1406570736,0.0738061949,,,,,,,,,0.0646565369
91920,1.20300000,0.2665153314,0.2656378448,0.2630734928,0.2587603159,0.2526628717,0.2447356678,0.2348848771,0.2229223319,0.2085388718,0.1911965355,0.1696835620,0.1405889905,0.0737786399,,,,,,,,,0.0646302286
91980,1.20300000,0.2663282477,0.2654517232,0.2628901735,0.2585816784,0.2524907828,0.2445719702,0.2347314107,0.2227809878,0.2084116463,0.1910856467,0.1695918298,0.1405210202,0.0737511439,,,,,,,,,0.0646039893
92040,1.20300000,0.2661415168,0.2652659522,0.2627071989,0.2584033754,0.2523190145,0.2444085752,0.2345782254,0.2226398994,0.2082846477,0.1909749520,0.1695002544,0.1404531623,0.0737237066,,,,,,,,,0.0645778188
92100,1.20300000,0.2659551377,0.2650805311,0.2625245681,0.2582254060,0.2521475658,0.2442454821,0.2344253204,0.2224990662,0.2081578754,0.1908644509,0.1694088354,0.1403854166,0.0736963279,,,,,,,,,0.0645517169
92160,1.20300000,0.2657691095,0.2648954587,0.2623422800,0.2580477693,0.2519764359,0.2440826899,0.2342726949,0.2223584874,0.2080313288,0.1907541428,0.1693175722,0.1403177829,0.0736690077,,,,,,,,,0.0645256833
92220,1.20300000,0.2655834312,0.2647107342,0.2621603337,0.2578704645,0.2518056239,0.2439201979,0.2341203482,0.2222181624,0.2079050073,0.1906440274,0.1692264646,0.1402502608,0.0736417456,,,,,,,,,0.0644997178
92280,1.20300000,0.2653981019,0.2645263566,0.2619787284,0.2576934907,0.2516351289,0.2437580054,0.2339682796,0.2220780906,0.2077789103,0.1905341041,0.1691355121,0.1401828500,0.0736145416,,,,,,,,,0.0644738203
92340,1.20300000,0.2652131206,0.2643423250,0.2617974631,0.2575168469,0.2514649501,0.2435961114,0.2338164883,0.2219382711,0.2076530372,0.1904243724,0.1690447144,0.1401155503,0.0735873954,,,,,,,,,0.0644479905
92400,1.20300000,0.2650284865,0.2641586385,0.2616165369,0.2573405322,0.2512950868,0.2434345152,0.2336649737,0.2217987035,0.2075273875,0.1903148317,0.1689540710,0.1400483615,0.0735603069,,,,,,,,,0.0644222282
92460,1.20300000,0.2648441985,0.2639752961,0.2614359489,0.2571645459,0.2511255379,0.2432732160,0.2335137349,0.2216593870,0.2074019605,0.1902054817,0.1688635816,0.1399812832,0.0735332759,,,,,,,,,0.0643965331
92520,1.20300000,0.2646602558,0.2637922969,0.2612556981,0.2569888870,0.2509563027,0.2431122131,0.2333627712,0.2215203209,0.2072767557,0.1900963218,0.1687732457,0.1399143151,0.0735063022,,,,,,,,,0.0643709051
92580,1.20300000,0.2644766573,0.2636096399,0.2610757837,0.2568135545,0.2507873804,0.2429515056,0.2332120819,0.2213815046,0.2071517725,0.1899873516,0.1686830630,0.1398474571,0.0734793857,,,,,,,,,0.0643453439
92640,1.20300000,0.2642934022,0.2634273243,0.2608962048,0.2566385478,0.2506187700,0.2427910927,0.2330616663,0.2212429375,0.2070270104,0.1898785705,0.1685930331,0.1397807088,0.0734525261,,,,,,,,,0.0643198494
92700,1.20300000,0.2641104896,0.2632453492,0.2607169604,0.2564638658,0.2504504708,0.2426309737,0.2329115237,0.2211046189,0.2069024687,0.1897699781,0.1685031556,0.1397140699,0.0734257232,,,,,,,,,0.0642944212
92760,1.20300000,0.2639279185,0.2630637136,0.2605380497,0.2562895077,0.2502824820,0.2424711478,0.2327616533,0.2209665482,0.2067781469,0.1896615738,0.1684134301,0.1396475403,0.0733989769,,,,,,,,,0.0642690592
92820,1.20300000,0.2637456881,0.2628824165,0.2603594717,0.2561154727,0.2501148027,0.2423116142,0.2326120545,0.2208287246,0.2066540444,0.1895533572,0.1683238562,0.1395811195,0.0733722871,,,,,,,,,0.0642437632
92880,1.20300000,0.2635637973,0.2627014572,0.2601812257,0.2559417599,0.2499474321,0.2421523721,0.2324627264,0.2206911477,0.2065301607,0.1894453279,0.1682344336,0.1395148075,0.0733456534,,,,,,,,,0.0642185329
92940,1.20300000,0.2633822453,0.2625208346,0.2600033106,0.2557683684,0.2497803694,0.2419934208,0.2323136685,0.2205538166,0.2064064951,0.1893374853,0.1681451619,0.1394486038,0.0733190759,,,,,,,,,0.0641933682
93000,1.20300000,0.2632010312,0.2623405480,0.2598257256,0.2555952973,0.2496136137,0.2418347595,0.2321648800,0.2204167308,0.2062830472,0.1892298289,0.1680560407,0.1393825082,0.0732925541,,,,,,,,,0.0641682688
93060,1.20300000,0.2630201541,0.2621605963,0.2596484698,0.2554225458,0.2494471642,0.2416763875,0.2320163601,0.2202798896,0.2061598163,0.1891223584,0.1679670696,0.1393165205,0.0732660881,,,,,,,,,0.0641432345
93120,1.20300000,0.2628396130,0.2619809787,0.2594715424,0.2552501132,0.2492810202,0.2415183038,0.2318681082,0.2201432925,0.2060368020,0.1890150731,0.1678782482,0.1392506404,0.0732396776,,,,,,,,,0.0641182651
93180,1.20300000,0.2626594072,0.2618016944,0.2592949424,0.2550779984,0.2491151808,0.2413605079,0.2317201236,0.2200069387,0.2059140035,0.1889079727,0.1677895761,0.1391848676,0.0732133224,,,,,,,,,0.0640933604
93240,1.20300000,0.2624795355,0.2616227423,0.2591186690,0.2549062006,0.2489496452,0.2412029990,0.2315724056,0.2198708276,0.2057914205,0.1888010567,0.1677010531,0.1391192019,0.0731870223,,,,,,,,,0.0640685202
93300,1.20300000,0.2622999973,0.2614441217,0.2589427214,0.2547347191,0.2487844126,0.2410457762,0.2314249534,0.2197349586,0.2056690523,0.1886943246,0.1676126787,0.1390536430,0.0731607773,,,,,,,,,0.0640437442
93360,1.20300000,0.2621207916,0.2612658315,0.2587670985,0.2545635530,0.2486194822,0.2408888388,0.2312777665,0.2195993312,0.2055468984,0.1885877759,0.1675244525,0.1389881907,0.0731345870,,,,,,,,,0.0640190323
93420,1.20300000,0.2619419175,0.2610878711,0.2585917997,0.2543927014,0.2484548532,0.2407321862,0.2311308440,0.2194639445,0.2054249582,0.1884814101,0.1674363742,0.1389228446,0.0731084514,,,,,,,,,0.0639943842
93480,1.20300000,0.2617633740,0.2609102394,0.2584168240,0.2542221636,0.2482905248,0.2405758175,0.2309841853,0.2193287981,0.2053032312,0.1883752269,0.1673484434,0.1388576046,0.0730823703,,,,,,,,,0.0639697998
93540,1.20300000,0.2615851605,0.2607329356,0.2582421705,0.2540519386,0.2481264962,0.2404197319,0.2308377897,0.2191938913,0.2051817168,0.1882692257,0.1672606597,0.1387924703,0.0730563434,,,,,,,,,0.0639452787
93600,1.20300000,0.2614072759,0.2605559589,0.2580678385,0.2538820256,0.2479627667,0.2402639288,0.2306916566,0.2190592234,0.2050604145,0.1881634060,0.1671730228,0.1387274415,0.0730303706,,,,,,,,,0.0639208209
93660,1.20300000,0.2612297193,0.2603793083,0.2578938270,0.2537124239,0.2477993353,0.2401084075,0.2305457852,0.2189247939,0.2049393237,0.1880577675,0.1670855323,0.1386625180,0.0730044518,,,,,,,,,0.0638964262
93720,1.20300000,0.2610524900,0.2602029830,0.2577201352,0.2535431325,0.2476362015,0.2399531670,0.2304001748,0.2187906022,0.2048184440,0.1879523097,0.1669981878,0.1385976995,0.0729785867,,,,,,,,,0.0638720942
93780,1.20300000,0.2608755871,0.2600269821,0.2575467623,0.2533741508,0.2474733642,0.2397982069,0.2302548248,0.2186566476,0.2046977747,0.1878470320,0.1669109890,0.1385329857,0.0729527752,,,,,,,,,0.0638478248
93840,1.20300000,0.2606990096,0.2598513048,0.2573737073,0.2532054777,0.2473108229,0.2396435262,0.2301097345,0.2185229295,0.2045773153,0.1877419341,0.1668239355,0.1384683764,0.0729270172,,,,,,,,,0.0638236178
93900,1.20300000,0.2605227567,0.2596759502,0.2572009696,0.2530371127,0.2471485766,0.2394891242,0.2299649033,0.2183894473,0.2044570654,0.1876370155,0.1667370270,0.1384038713,0.0729013124,,,,,,,,,0.0637994730
93960,1.20300000,0.2603468276,0.2595009175,0.2570285482,0.2528690547,0.2469866247,0.2393350003,0.2298203304,0.2182562004,0.2043370242,0.1875322758,0.1666502631,0.1383394702,0.0728756606,,,,,,,,,0.0637753902
94020,1.20300000,0.2601712213,0.2593262057,0.2568564422,0.2527013031,0.2468249663,0.2391811537,0.2296760151,0.2181231882,0.2042171914,0.1874277144,0.1665636433,0.1382751728,0.0728500618,,,,,,,,,0.0637513692
94080,1.20300000,0.2599959372,0.2591518141,0.2566846509,0.2525338570,0.2466636008,0.2390275837,0.2295319569,0.2179904101,0.2040975664,0.1873233310,0.1664771675,0.1382109789,0.0728245158,,,,,,,,,0.0637274097
94140,1.20300000,0.2598209741,0.2589777418,0.2565131735,0.2523667156,0.2465025272,0.2388742896,0.2293881550,0.2178578654,0.2039781487,0.1872191250,0.1663908352,0.1381468882,0.0727990223,,,,,,,,,0.0637035117
94200,1.20300000,0.2596463315,0.2588039880,0.2563420090,0.2521998781,0.2463417449,0.2387212706,0.2292446088,0.2177255537,0.2038589376,0.1871150961,0.1663046460,0.1380829004,0.0727735812,,,,,,,,,0.0636796748
94260,1.20300000,0.2594720083,0.2586305518,0.2561711567,0.2520333437,0.2461812530,0.2385685260,0.2291013177,0.2175934743,0.2037399328,0.1870112438,0.1662185997,0.1380190154,0.0727481924,,,,,,,,,0.0636558989
94320,1.20300000,0.2592980038,0.2584574323,0.2560006158,0.2518671116,0.2460210509,0.2384160551,0.2289582808,0.2174616265,0.2036211337,0.1869075677,0.1661326958,0.1379552328,0.0727228556,,,,,,,,,0.0636321838
94380,1.20300000,0.2591243171,0.2582846289,0.2558303854,0.2517011811,0.2458611378,0.2382638573,0.2288154977,0.2173300098,0.2035025397,0.1868040672,0.1660469340,0.1378915525,0.0726975708,,,,,,,,,0.0636085293
94440,1.20300000,0.2589509473,0.2581121405,0.2556604647,0.2515355512,0.2457015128,0.2381119317,0.2286729676,0.2171986237,0.2033841503,0.1867007421,0.1659613140,0.1378279741,0.0726723377,,,,,,,,,0.0635849351
94500,1.20300000,0.2587778937,0.2579399664,0.2554908529,0.2513702213,0.2455421754,0.2379602777,0.2285306900,0.2170674675,0.2032659651,0.1865975918,0.1658758353,0.1377644975,0.0726471562,,,,,,,,,0.0635614012
94560,1.20300000,0.2586051554,0.2577681058,0.2553215492,0.2512051905,0.2453831246,0.2378088946,0.2283886640,0.2169365405,0.2031479835,0.1864946159,0.1657904978,0.1377011223,0.0726220261,,,,,,,,,0.0635379272
94620,1.20300000,0.2584327315,0.2575965578,0.2551525528,0.2510404582,0.2452243598,0.2376577816,0.2282468892,0.2168058424,0.2030302049,0.1863918139,0.1657053009,0.1376378484,0.0725969473,,,,,,,,,0.0635145131
94680,1.20300000,0.2582606213,0.2574253216,0.2549838629,0.2508760234,0.2450658802,0.2375069381,0.2281053648,0.2166753724,0.2029126290,0.1862891855,0.1656202444,0.1375746754,0.0725719196,,,,,,,,,0.0634911585
94740,1.20300000,0.2580888240,0.2572543964,0.2548154786,0.2507118854,0.2449076851,0.2373563634,0.2279640902,0.2165451299,0.2027952551,0.1861867302,0.1655353279,0.1375116032,0.0725469428,,,,,,,,,0.0634678634
94800,1.20300000,0.2579173386,0.2570837813,0.2546473992,0.2505480434,0.2447497737,0.2372060568,0.2278230647,0.2164151145,0.2026780827,0.1860844475,0.1654505511,0.1374486315,0.0725220168,,,,,,,,,0.0634446274
94860,1.20300000,0.2577461644,0.2569134757,0.2544796239,0.2503844967,0.2445921453,0.2370560176,0.2276822878,0.2162853254,0.2025611114,0.1859823370,0.1653659136,0.1373857600,0.0724971414,,,,,,,,,0.0634214505
94920,1.20300000,0.2575753006,0.2567434785,0.2543121518,0.2502212445,0.2444347992,0.2369062450,0.2275417587,0.2161557622,0.2024443406,0.1858803984,0.1652814151,0.1373229886,0.0724723165,,,,,,,,,0.0633983324
94980,1.20300000,0.2574047463,0.2565737892,0.2541449822,0.2500582860,0.2442777346,0.2367567385,0.2274014769,0.2160264243,0.2023277698,0.1857786311,0.1651970553,0.1372603169,0.0724475419,,,,,,,,,0.0633752730
95040,1.20300000,0.2572345007,0.2564044067,0.2539781143,0.2498956204,0.2441209508,0.2366074973,0.2272614417,0.2158973110,0.2022113986,0.1856770348,0.1651128338,0.1371977448,0.0724228174,,,,,,,,,0.0633522720
95100,1.20300000,0.2570645631,0.2562353304,0.2538115473,0.2497332471,0.2439644470,0.2364585207,0.2271216525,0.2157684219,0.2020952264,0.1855756090,0.1650287502,0.1371352719,0.0723981429,,,,,,,,,0.0633293293
95160,1.20300000,0.2568949326,0.2560665595,0.2536452805,0.2495711652,0.2438082226,0.2363098080,0.2269821086,0.2156397563,0.2019792527,0.1854743533,0.1649448043,0.1370728981,0.0723735183,,,,,,,,,0.0633064446
95220,1.20300000,0.2567256085,0.2558980930,0.2534793129,0.2494093739,0.2436522769,0.2361613586,0.2268428094,0.2155113136,0.2018634770,0.1853732673,0.1648609957,0.1370106232,0.0723489433,,,,,,,,,0.0632836179
95280,1.20300000,0.2565565898,0.2557299303,0.2533136439,0.2492478726,0.2434966090,0.2360131718,0.2267037543,0.2153830934,0.2017478989,0.1852723506,0.1647773240,0.1369484468,0.0723244178,,,,,,,,,0.0632608488
95340,1.20300000,0.2563878759,0.2555620706,0.2531482727,0.2490866604,0.2433412183,0.2358652470,0.2265649427,0.2152550951,0.2016325177,0.1851716026,0.1646937890,0.1368863687,0.0722999417,,,,,,,,,0.0632381372
95400,1.20300000,0.2562194660,0.2553945130,0.2529831986,0.2489257367,0.2431861040,0.2357175833,0.2264263740,0.2151273180,0.2015173331,0.1850710231,0.1646103902,0.1368243888,0.0722755148,,,,,,,,,0.0632154830
95460,1.20296667,0.2560513521,0.2552272007,0.2528182211,0.2487646681,0.2430305133,0.2355690229,0.2262863096,0.2149973149,0.2013990348,0.1849660586,0.1645206147,0.1367522478,0.0721700833,,,,,,,,,0.0631930979
95520,1.20293333,0.2558835314,0.2550601799,0.2526535304,0.2486038784,0.2428751906,0.2354207164,0.2261464825,0.2148675294,0.2012809315,0.1848612638,0.1644309804,0.1366802154,0.0720647912,,,,,,,,,0.0631708281
95580,1.20290000,0.2557160031,0.2548934498,0.2524891258,0.2484433670,0.2427201352,0.2352726633,0.2260068921,0.2147379610,0.2011630228,0.1847566382,0.1643414869,0.1366082913,0.0719596148,,,,,,,,,0.0631486370
95640,1.20286667,0.2555487663,0.2547270098,0.2523250065,0.2482831330,0.2425653464,0.2351248630,0.2258675377,0.2146086090,0.2010453081,0.1846521814,0.1642521340,0.1365364754,0.0718545447,,,,,,,,,0.0631265137
95700,1.20283333,0.2553818204,0.2545608590,0.2521611718,0.2481231759,0.2424108235,0.2349773147,0.2257284188,0.2144794730,0.2009277870,0.1845478931,0.1641629212,0.1364647674,0.0717495762,,,,,,,,,0.0631044534
95760,1.20280000,0.2552151647,0.2543949967,0.2519976210,0.2479634949,0.2422565660,0.2348300179,0.2255895347,0.2143505525,0.2008104590,0.1844437728,0.1640738482,0.1363931671,0.0716447068,,,,,,,,,0.0630824532
95820,1.20276667,0.2550487984,0.2542294223,0.2518343534,0.2478040893,0.2421025730,0.2346829719,0.2254508850,0.2142218469,0.2006933237,0.1843398201,0.1639849148,0.1363216743,0.0715399349,,,,,,,,,0.0630605113
95880,1.20273333,0.2548827208,0.2540641350,0.2516713683,0.2476449585,0.2419488441,0.2345361762,0.2253124690,0.2140933557,0.2005763806,0.1842360347,0.1638961206,0.1362502887,0.0714352595,,,,,,,,,0.0630386267
95940,1.20270000,0.2547169312,0.2538991341,0.2515086649,0.2474861018,0.2417953784,0.2343896301,0.2251742862,0.2139650783,0.2004596292,0.1841324161,0.1638074652,0.1361790101,0.0713306797,,,,,,,,,0.0630167983
96000,1.20266667,0.2545514288,0.2537344189,0.2513462426,0.2473275184,0.2416421754,0.2342433330,0.2250363360,0.2138370143,0.2003430690,0.1840289639,0.1637189484,0.1361078384,0.0712261949,,,,,,,,,0.0629950255
96060,1.20263333,0.2543862130,0.2535699886,0.2511841007,0.2471692078,0.2414892345,0.2340972842,0.2248986177,0.2137091632,0.2002266997,0.1839256777,0.1636305698,0.1360367732,0.0711218048,,,,,,,,,0.0629733078
96120,1.20260000,0.2542212830,0.2534058425,0.2510222385,0.2470111691,0.2413365548,0.2339514832,0.2247611309,0.2135815243,0.2001105207,0.1838225572,0.1635423290,0.1359658144,0.0710175089,,,,,,,,,0.0629516446
96180,1.20256667,0.2540566380,0.2532419800,0.2508606552,0.2468534018,0.2411841359,0.2338059294,0.2246238750,0.2134540973,0.1999945316,0.1837196019,0.1634542258,0.1358949618,0.0709133071,,,,,,,,,0.0629300357
96240,1.20253333,0.2538922775,0.2530784003,0.2506993501,0.2466959052,0.2410319771,0.2336606221,0.2244868494,0.2133268815,0.1998787319,0.1836168114,0.1633662599,0.1358242151,0.0708091989,,,,,,,,,0.0629084805
96300,1.20250000,0.2537282007,0.2529151028,0.2505383227,0.2465386785,0.2408800777,0.2335155608,0.2243500536,0.2131998765,0.1997631212,0.1835141854,0.1632784309,0.1357535740,0.0707051843,,,,,,,,,0.0628869789
96360,1.20246667,0.2535644068,0.2527520866,0.2503775721,0.2463817212,0.2407284370,0.2333707447,0.2242134869,0.2130730817,0.1996476990,0.1834117235,0.1631907385,0.1356830384,0.0706012631,,,,,,,,,0.0628655304
96420,1.20243333,0.2534008952,0.2525893512,0.2502170978,0.2462250326,0.2405770545,0.2332261735,0.2240771489,0.2129464967,0.1995324649,0.1833094252,0.1631031824,0.1356126081,0.0704974350,,,,,,,,,0.0628441349
96480,1.20240000,0.2532376651,0.2524268958,0.2500568989,0.2460686119,0.2404259295,0.2330818463,0.2239410389,0.2128201209,0.1994174183,0.1832072902,0.1630157622,0.1355422826,0.0703937000,,,,,,,,,0.0628227921
96540,1.20236667,0.2530747159,0.2522647196,0.2498969749,0.2459124586,0.2402750614,0.2329377626,0.2238051564,0.2126939538,0.1993025589,0.1831053181,0.1629284778,0.1354720619,0.0702900580,,,,,,,,,0.0628015018
96600,1.20233333,0.2529120469,0.2521028222,0.2497373250,0.2457565719,0.2401244495,0.2327939219,0.2236695009,0.2125679950,0.1991878862,0.1830035085,0.1628413286,0.1354019457,0.0701865088,,,,,,,,,0.0627802636
96660,1.20230000,0.2527496574,0.2519412026,0.2495779486,0.2456009513,0.2399740932,0.2326503235,0.2235340718,0.2124422438,0.1990733998,0.1829018610,0.1627543145,0.1353319337,0.0700830523,,,,,,,,,0.0627590775
96720,1.20226667,0.2525875466,0.2517798603,0.2494188449,0.2454455959,0.2398239918,0.2325069668,0.2233988685,0.2123166999,0.1989590991,0.1828003752,0.1626674351,0.1352620257,0.0699796884,,,,,,,,,0.0627379432
96780,1.20223333,0.2524257139,0.2516187945,0.2492600134,0.2452905053,0.2396741448,0.2323638513,0.2232638905,0.2121913627,0.1988449838,0.1826990508,0.1625806901,0.1351922215,0.0698764171,,,,,,,,,0.0627168604
96840,1.20220000,0.2522641585,0.2514580046,0.2491014533,0.2451356787,0.2395245515,0.2322209763,0.2231291373,0.2120662316,0.1987310535,0.1825978874,0.1624940793,0.1351225207,0.0697732382,,,,,,,,,0.0626958291
96900,1.20216667,0.2521028799,0.2512974899,0.2489431639,0.2449811155,0.2393752113,0.2320783413,0.2229946082,0.2119413063,0.1986173076,0.1824968845,0.1624076022,0.1350529232,0.0696701516,,,,,,,,,0.0626748489
96960,1.20213333,0.2519418773,0.2511372497,0.2487851447,0.2448268150,0.2392261236,0.2319359456,0.2228603028,0.2118165862,0.1985037457,0.1823960419,0.1623212586,0.1349834288,0.0695671574,,,,,,,,,0.0626539198
97020,1.20210000,0.2517811501,0.2509772833,0.2486273949,0.2446727766,0.2390772877,0.2317937888,0.2227262206,0.2116920708,0.1983903675,0.1822953591,0.1622350481,0.1349140371,0.0694642554,,,,,,,,,0.0626330414
97080,1.20206667,0.2516206974,0.2508175900,0.2484699138,0.2445189996,0.2389287030,0.2316518701,0.2225923608,0.2115677597,0.1982771724,0.1821948357,0.1621489706,0.1348447479,0.0693614455,,,,,,,,,0.0626122138
97140,1.20203333,0.2514605188,0.2506581692,0.2483127008,0.2443654835,0.2387803690,0.2315101890,0.2224587231,0.2114436522,0.1981641600,0.1820944714,0.1620630255,0.1347755610,0.0692587277,,,,,,,,,0.0625914366
97200,1.20200000,0.2513006134,0.2504990202,0.2481557553,0.2442122274,0.2386322849,0.2313687450,0.2223253069,0.2113197481,0.1980513299,0.1819942659,0.1619772128,0.1347064762,0.0691561019,,,,,,,,,0.0625707096
97260,1.20200000,0.2511409873,0.2503401967,0.2479992702,0.2440596512,0.2384851815,0.2312286633,0.2221938033,0.2111984303,0.1979419091,0.1818986640,0.1618979015,0.1346475494,0.0691339649,,,,,,,,,0.0625498289
97320,1.20200000,0.2509816419,0.2501816523,0.2478430595,0.2439073415,0.2383383336,0.2310888231,0.2220625242,0.2110773174,0.1978326703,0.1818032182,0.1618187167,0.1345887137,0.0691118235,,,,,,,,,0.0625289428
97380,1.20200000,0.2508225766,0.2500233863,0.2476871226,0.2437552976,0.2381917406,0.2309492239,0.2219314692,0.2109564086,0.1977236130,0.1817079281,0.1617396579,0.1345299690,0.0690897053,,,,,,,,,0.0625080859
97440,1.20200000,0.2506637906,0.2498653980,0.2475314585,0.2436035189,0.2380454018,0.2308098649,0.2218006377,0.2108357037,0.1976147367,0.1816127932,0.1616607249,0.1344713148,0.0690676199,,,,,,,,,0.0624872680
97500,1.20200000,0.2505052832,0.2497076866,0.2473760668,0.2434520046,0.2378993166,0.2306707456,0.2216700291,0.2107152020,0.1975060411,0.1815178132,0.1615819174,0.1344127510,0.0690455714,,,,,,,,,0.0624664936
97560,1.20200000,0.2503470536,0.2495502516,0.2472209467,0.2433007541,0.2377534843,0.2305318655,0.2215396429,0.2105949030,0.1973975256,0.1814229878,0.1615032351,0.1343542775,0.0690235622,,,,,,,,,0.0624457648
97620,1.20200000,0.2501891013,0.2493930921,0.2470660975,0.2431497668,0.2376079043,0.2303932239,0.2214094785,0.2104748062,0.1972891899,0.1813283165,0.1614246777,0.1342958938,0.0690015937,,,,,,,,,0.0624250829
97680,1.20200000,0.2500314255,0.2492362075,0.2469115186,0.2429990419,0.2374625760,0.2302548201,0.2212795353,0.2103549112,0.1971810335,0.1812337990,0.1613462449,0.1342375998,0.0689796667,,,,,,,,,0.0624044487
97740,1.20200000,0.2498740254,0.2490795972,0.2467572091,0.2428485788,0.2373174987,0.2301166537,0.2211498129,0.2102352175,0.1970730560,0.1811394349,0.1612679364,0.1341793952,0.0689577817,,,,,,,,,0.0623838628
