xi_center,z_center_m,r_center_m,temperature_K,moisture_kg_kg
0.9617919922,0.0658984375,0.0115415039,323.14591667,0.0809468704
0.9676513672,0.0658984375,0.0116118164,323.14591667,0.0786763896
0.9730224609,0.0658984375,0.0116762695,323.14591667,0.0763512374
0.9779052734,0.0658984375,0.0117348633,323.14591667,0.0739670005
0.9822998047,0.0658984375,0.0117875977,323.14591667,0.0715196239
0.9862060547,0.0658984375,0.0118344727,323.14591667,0.0690064609
0.9896240234,0.0658984375,0.0118754883,323.14591667,0.0664285054
0.9925537109,0.0658984375,0.0119106445,323.14591667,0.0637951168
0.9949951172,0.0658984375,0.0119399414,323.14591667,0.0611339901
0.9969482422,0.0658984375,0.0119633789,323.14591667,0.0585116298
0.9984130859,0.0658984375,0.0119809570,323.14591667,0.0560711282
0.9993896484,0.0658984375,0.0119926758,323.14591667,0.0540805114
0.9998779297,0.0658984375,0.0119985352,323.14591667,0.0529245723
0.0155029297,0.0701171875,0.0001860352,323.14591667,0.1499567391
0.0462646484,0.0701171875,0.0005551758,323.14591667,0.1498640888
0.0765380859,0.0701171875,0.0009184570,323.14591667,0.1496829761
0.1063232422,0.0701171875,0.0012758789,323.14591667,0.1494173527
0.1356201172,0.0701171875,0.0016274414,323.14591667,0.1490709573
0.1644287109,0.0701171875,0.0019731445,323.14591667,0.1486473351
0.1927490234,0.0701171875,0.0023129883,323.14591667,0.1481498535
0.2205810547,0.0701171875,0.0026469727,323.14591667,0.1475817160
0.2479248047,0.0701171875,0.0029750977,323.14591667,0.1469459741
0.2747802734,0.0701171875,0.0032973633,323.14591667,0.1462455373
0.3011474609,0.0701171875,0.0036137695,323.14591667,0.1454831812
0.3270263672,0.0701171875,0.0039243164,323.14591667,0.1446615553
0.3524169922,0.0701171875,0.0042290039,323.14591667,0.1437831894
0.3773193359,0.0701171875,0.0045278320,323.14591667,0.1428504985
0.4017333984,0.0701171875,0.0048208008,323.14591667,0.1418657880
0.4256591797,0.0701171875,0.0051079102,323.14591667,0.1408312578
0.4490966797,0.0701171875,0.0053891602,323.14591667,0.1397490052
0.4720458984,0.0701171875,0.0056645508,323.14591667,0.1386210286
0.4945068359,0.0701171875,0.0059340820,323.14591667,0.1374492295
0.5164794922,0.0701171875,0.0061977539,323.14591667,0.1362354149
0.5379638672,0.0701171875,0.0064555664,323.14591667,0.1349812986
0.5589599609,0.0701171875,0.0067075195,323.14591667,0.1336885032
0.5794677734,0.0701171875,0.0069536133,323.14591667,0.1323585609
0.5994873047,0.0701171875,0.0071938477,323.14591667,0.1309929138
0.6190185547,0.0701171875,0.0074282227,323.14591667,0.1295929150
0.6380615234,0.0701171875,0.0076567383,323.14591667,0.1281598280
0.6566162109,0.0701171875,0.0078793945,323.14591667,0.1266948269
0.6746826172,0.0701171875,0.0080961914,323.14591667,0.1251989957
0.6922607422,0.0701171875,0.0083071289,323.14591667,0.1236733268
0.7093505859,0.0701171875,0.0085122070,323.14591667,0.1221187202
0.7259521484,0.0701171875,0.0087114258,323.14591667,0.1205359814
0.7420654297,0.0701171875,0.0089047852,323.14591667,0.1189258189
0.7576904297,0.0701171875,0.0090922852,323.14591667,0.1172888412
0.7728271484,0.0701171875,0.0092739258,323.14591667,0.1156255537
0.7874755859,0.0701171875,0.0094497070,323.14591667,0.1139363538
0.8016357422,0.0701171875,0.0096196289,323.14591667,0.1122215262
0.8153076172,0.0701171875,0.0097836914,323.14591667,0.1104812369
0.8284912109,0.0701171875,0.0099418945,323.14591667,0.1087155258
0.8411865234,0.0701171875,0.0100942383,323.14591667,0.1069242984
0.8533935547,0.0701171875,0.0102407227,323.14591667,0.1051073163
0.8651123047,0.0701171875,0.0103813477,323.14591667,0.1032641854
0.8763427734,0.0701171875,0.0105161133,323.14591667,0.1013943426
0.8870849609,0.0701171875,0.0106450195,323.14591667,0.0994970401
0.8973388672,0.0701171875,0.0107680664,323.14591667,0.0975713276
0.9071044922,0.0701171875,0.0108852539,323.14591667,0.0956160306
0.9163818359,0.0701171875,0.0109965820,323.14591667,0.0936297271
0.9251708984,0.0701171875,0.0111020508,323.14591667,0.0916107191
0.9334716797,0.0701171875,0.0112016602,323.14591667,0.0895570028
0.9412841797,0.0701171875,0.0112954102,323.14591667,0.0874662350
0.9486083984,0.0701171875,0.0113833008,323.14591667,0.0853356993
0.9554443359,0.0701171875,0.0114653320,323.14591667,0.0831622758
0.9617919922,0.0701171875,0.0115415039,323.14591667,0.0809424230
0.9676513672,0.0701171875,0.0116118164,323.14591667,0.0786721892
0.9730224609,0.0701171875,0.0116762695,323.14591667,0.0763472884
0.9779052734,0.0701171875,0.0117348633,323.14591667,0.0739633091
0.9822998047,0.0701171875,0.0117875977,323.14591667,0.0715161982
0.9862060547,0.0701171875,0.0118344727,323.14591667,0.0690033118
0.9896240234,0.0701171875,0.0118754883,323.14591667,0.0664256476
0.9925537109,0.0701171875,0.0119106445,323.14591667,0.0637925696
0.9949951172,0.0701171875,0.0119399414,323.14591667,0.0611317784
0.9969482422,0.0701171875,0.0119633789,323.14591667,0.0585097820
0.9984130859,0.0701171875,0.0119809570,323.14591667,0.0560696636
0.9993896484,0.0701171875,0.0119926758,323.14591667,0.0540794045
0.9998779297,0.0701171875,0.0119985352,323.14591667,0.0529236970
0.0155029297,0.0741796875,0.0001860352,323.14591667,0.1499304438
0.0462646484,0.0741796875,0.0005551758,323.14591667,0.1498378277
0.0765380859,0.0741796875,0.0009184570,323.14591667,0.1496567817
0.1063232422,0.0741796875,0.0012758789,323.14591667,0.1493912557
0.1356201172,0.0741796875,0.0016274414,323.14591667,0.1490449872
0.1644287109,0.0741796875,0.0019731445,323.14591667,0.1486215194
0.1927490234,0.0741796875,0.0023129883,323.14591667,0.1481242182
0.2205810547,0.0741796875,0.0026469727,323.14591667,0.1475562858
0.2479248047,0.0741796875,0.0029750977,323.14591667,0.1469207720
0.2747802734,0.0741796875,0.0032973633,323.14591667,0.1462205847
0.3011474609,0.0741796875,0.0036137695,323.14591667,0.1454584982
0.3270263672,0.0741796875,0.0039243164,323.14591667,0.1446371606
0.3524169922,0.0741796875,0.0042290039,323.14591667,0.1437591002
0.3773193359,0.0741796875,0.0045278320,323.14591667,0.1428267307
0.4017333984,0.0741796875,0.0048208008,323.14591667,0.1418423564
0.4256591797,0.0741796875,0.0051079102,323.14591667,0.1408081756
0.4490966797,0.0741796875,0.0053891602,323.14591667,0.1397262847
0.4720458984,0.0741796875,0.0056645508,323.14591667,0.1385986808
0.4945068359,0.0741796875,0.0059340820,323.14591667,0.1374272643
0.5164794922,0.0741796875,0.0061977539,323.14591667,0.1362138411
0.5379638672,0.0741796875,0.0064555664,323.14591667,0.1349601242
0.5589599609,0.0741796875,0.0067075195,323.14591667,0.1336677352
0.5794677734,0.0741796875,0.0069536133,323.14591667,0.1323382052
0.5994873047,0.0741796875,0.0071938477,323.14591667,0.1309729757
0.6190185547,0.0741796875,0.0074282227,323.14591667,0.1295733989
0.6380615234,0.0741796875,0.0076567383,323.14591667,0.1281407376
0.6566162109,0.0741796875,0.0078793945,323.14591667,0.1266761653
0.6746826172,0.0741796875,0.0080961914,323.14591667,0.1251807651
0.6922607422,0.0741796875,0.0083071289,323.14591667,0.1236555291
0.7093505859,0.0741796875,0.0085122070,323.14591667,0.1221013566
0.7259521484,0.0741796875,0.0087114258,323.14591667,0.1205190527
0.7420654297,0.0741796875,0.0089047852,323.14591667,0.1189093254
0.7576904297,0.0741796875,0.0090922852,323.14591667,0.1172727829
0.7728271484,0.0741796875,0.0092739258,323.14591667,0.1156099302
0.7874755859,0.0741796875,0.0094497070,323.14591667,0.1139211644
0.8016357422,0.0741796875,0.0096196289,323.14591667,0.1122067701
0.8153076172,0.0741796875,0.0097836914,323.14591667,0.1104669129
0.8284912109,0.0741796875,0.0099418945,323.14591667,0.1087016326
0.8411865234,0.0741796875,0.0100942383,323.14591667,0.1069108347
0.8533935547,0.0741796875,0.0102407227,323.14591667,0.1050942808
0.8651123047,0.0741796875,0.0103813477,323.14591667,0.1032515766
0.8763427734,0.0741796875,0.0105161133,323.14591667,0.1013821593
0.8870849609,0.0741796875,0.0106450195,323.14591667,0.0994852811
0.8973388672,0.0741796875,0.0107680664,323.14591667,0.0975599919
0.9071044922,0.0741796875,0.0108852539,323.14591667,0.0956051175
0.9163818359,0.0741796875,0.0109965820,323.14591667,0.0936192361
0.9251708984,0.0741796875,0.0111020508,323.14591667,0.0916006503
0.9334716797,0.0741796875,0.0112016602,323.14591667,0.0895473568
0.9412841797,0.0741796875,0.0112954102,323.14591667,0.0874570131
0.9486083984,0.0741796875,0.0113833008,323.14591667,0.0853269035
0.9554443359,0.0741796875,0.0114653320,323.14591667,0.0831539092
0.9617919922,0.0741796875,0.0115415039,323.14591667,0.0809344901
0.9676513672,0.0741796875,0.0116118164,323.14591667,0.0786646961
0.9730224609,0.0741796875,0.0116762695,323.14591667,0.0763402433
0.9779052734,0.0741796875,0.0117348633,323.14591667,0.0739567230
0.9822998047,0.0741796875,0.0117875977,323.14591667,0.0715100857
0.9862060547,0.0741796875,0.0118344727,323.14591667,0.0689976927
0.9896240234,0.0741796875,0.0118754883,323.14591667,0.0664205479
0.9925537109,0.0741796875,0.0119106445,323.14591667,0.0637880242
0.9949951172,0.0741796875,0.0119399414,323.14591667,0.0611278317
0.9969482422,0.0741796875,0.0119633789,323.14591667,0.0585064845
0.9984130859,0.0741796875,0.0119809570,323.14591667,0.0560670500
0.9993896484,0.0741796875,0.0119926758,323.14591667,0.0540774296
0.9998779297,0.0741796875,0.0119985352,323.14591667,0.0529221352
0.0155029297,0.0780859375,0.0001860352,323.14591667,0.1498862557
0.0462646484,0.0780859375,0.0005551758,323.14591667,0.1497936960
0.0765380859,0.0780859375,0.0009184570,323.14591667,0.1496127600
0.1063232422,0.0780859375,0.0012758789,323.14591667,0.1493473952
0.1356201172,0.0780859375,0.0016274414,323.14591667,0.1490013361
0.1644287109,0.0780859375,0.0019731445,323.14591667,0.1485781236
0.1927490234,0.0780859375,0.0023129883,323.14591667,0.1480811209
0.2205810547,0.0780859375,0.0026469727,323.14591667,0.1475135275
0.2479248047,0.0780859375,0.0029750977,323.14591667,0.1468783910
0.2747802734,0.0780859375,0.0032973633,323.14591667,0.1461786166
0.3011474609,0.0780859375,0.0036137695,323.14591667,0.1454169764
0.3270263672,0.0780859375,0.0039243164,323.14591667,0.1445961161
0.3524169922,0.0780859375,0.0042290039,323.14591667,0.1437185617
0.3773193359,0.0780859375,0.0045278320,323.14591667,0.1427867248
0.4017333984,0.0780859375,0.0048208008,323.14591667,0.1418029074
0.4256591797,0.0780859375,0.0051079102,323.14591667,0.1407693061
0.4490966797,0.0780859375,0.0053891602,323.14591667,0.1396880152
0.4720458984,0.0780859375,0.0056645508,323.14591667,0.1385610298
0.4945068359,0.0780859375,0.0059340820,323.14591667,0.1373902487
0.5164794922,0.0780859375,0.0061977539,323.14591667,0.1361774759
0.5379638672,0.0780859375,0.0064555664,323.14591667,0.1349244229
0.5589599609,0.0780859375,0.0067075195,323.14591667,0.1336327097
0.5794677734,0.0780859375,0.0069536133,323.14591667,0.1323038659
0.5994873047,0.0780859375,0.0071938477,323.14591667,0.1309393318
0.6190185547,0.0780859375,0.0074282227,323.14591667,0.1295404581
0.6380615234,0.0780859375,0.0076567383,323.14591667,0.1281085065
0.6566162109,0.0780859375,0.0078793945,323.14591667,0.1266446493
0.6746826172,0.0780859375,0.0080961914,323.14591667,0.1251499686
0.6922607422,0.0780859375,0.0083071289,323.14591667,0.1236254556
0.7093505859,0.0780859375,0.0085122070,323.14591667,0.1220720087
0.7259521484,0.0780859375,0.0087114258,323.14591667,0.1204904321
0.7420654297,0.0780859375,0.0089047852,323.14591667,0.1188814332
0.7576904297,0.0780859375,0.0090922852,323.14591667,0.1172456195
0.7728271484,0.0780859375,0.0092739258,323.14591667,0.1155834954
0.7874755859,0.0780859375,0.0094497070,323.14591667,0.1138954576
0.8016357422,0.0780859375,0.0096196289,323.14591667,0.1121817902
0.8153076172,0.0780859375,0.0097836914,323.14591667,0.1104426586
0.8284912109,0.0780859375,0.0099418945,323.14591667,0.1086781023
0.8411865234,0.0780859375,0.0100942383,323.14591667,0.1068880267
0.8533935547,0.0780859375,0.0102407227,323.14591667,0.1050721932
0.8651123047,0.0780859375,0.0103813477,323.14591667,0.1032302076
0.8763427734,0.0780859375,0.0105161133,323.14591667,0.1013615071
0.8870849609,0.0780859375,0.0106450195,323.14591667,0.0994653442
0.8973388672,0.0780859375,0.0107680664,323.14591667,0.0975407691
0.9071044922,0.0780859375,0.0108852539,323.14591667,0.0955866080
0.9163818359,0.0780859375,0.0109965820,323.14591667,0.0936014396
0.9251708984,0.0780859375,0.0111020508,323.14591667,0.0915835674
0.9334716797,0.0780859375,0.0112016602,323.14591667,0.0895309888
0.9412841797,0.0780859375,0.0112954102,323.14591667,0.0874413625
0.9486083984,0.0780859375,0.0113833008,323.14591667,0.0853119743
0.9554443359,0.0780859375,0.0114653320,323.14591667,0.0831397070
0.9617919922,0.0780859375,0.0115415039,323.14591667,0.0809210226
0.9676513672,0.0780859375,0.0116118164,323.14591667,0.0786519741
0.9730224609,0.0780859375,0.0116762695,323.14591667,0.0763282810
0.9779052734,0.0780859375,0.0117348633,323.14591667,0.0739455393
0.9822998047,0.0780859375,0.0117875977,323.14591667,0.0714997058
0.9862060547,0.0780859375,0.0118344727,323.14591667,0.0689881500
0.9896240234,0.0780859375,0.0118754883,323.14591667,0.0664118872
0.9925537109,0.0780859375,0.0119106445,323.14591667,0.0637803047
0.9949951172,0.0780859375,0.0119399414,323.14591667,0.0611211291
0.9969482422,0.0780859375,0.0119633789,323.14591667,0.0585008846
0.9984130859,0.0780859375,0.0119809570,323.14591667,0.0560626119
0.9993896484,0.0780859375,0.0119926758,323.14591667,0.0540740763
0.9998779297,0.0780859375,0.0119985352,323.14591667,0.0529194839
0.0155029297,0.0818359375,0.0001860352,323.14591667,0.1498152414
0.0462646484,0.0818359375,0.0005551758,323.14591667,0.1497227711
0.0765380859,0.0818359375,0.0009184570,323.14591667,0.1495420096
0.1063232422,0.0818359375,0.0012758789,323.14591667,0.1492769002
0.1356201172,0.0818359375,0.0016274414,323.14591667,0.1489311733
0.1644287109,0.0818359375,0.0019731445,323.14591667,0.1485083654
0.1927490234,0.0818359375,0.0023129883,323.14591667,0.1480118360
0.2205810547,0.0818359375,0.0026469727,323.14591667,0.1474447804
0.2479248047,0.0818359375,0.0029750977,323.14591667,0.1468102422
0.2747802734,0.0818359375,0.0032973633,323.14591667,0.1461111230
0.3011474609,0.0818359375,0.0036137695,323.14591667,0.1453501910
0.3270263672,0.0818359375,0.0039243164,323.14591667,0.1445300883
0.3524169922,0.0818359375,0.0042290039,323.14591667,0.1436533374
0.3773193359,0.0818359375,0.0045278320,323.14591667,0.1427223464
0.4017333984,0.0818359375,0.0048208008,323.14591667,0.1417394142
0.4256591797,0.0818359375,0.0051079102,323.14591667,0.1407067340
0.4490966797,0.0818359375,0.0053891602,323.14591667,0.1396263970
0.4720458984,0.0818359375,0.0056645508,323.14591667,0.1385003955
0.4945068359,0.0818359375,0.0059340820,323.14591667,0.1373306254
0.5164794922,0.0818359375,0.0061977539,323.14591667,0.1361188881
0.5379638672,0.0818359375,0.0064555664,323.14591667,0.1348668924
0.5589599609,0.0818359375,0.0067075195,323.14591667,0.1335762559
0.5794677734,0.0818359375,0.0069536133,323.14591667,0.1322485062
0.5994873047,0.0818359375,0.0071938477,323.14591667,0.1308850809
0.6190185547,0.0818359375,0.0074282227,323.14591667,0.1294873291
0.6380615234,0.0818359375,0.0076567383,323.14591667,0.1280565104
0.6566162109,0.0818359375,0.0078793945,323.14591667,0.1265937954
0.6746826172,0.0818359375,0.0080961914,323.14591667,0.1251002646
0.6922607422,0.0818359375,0.0083071289,323.14591667,0.1235769075
0.7093505859,0.0818359375,0.0085122070,323.14591667,0.1220246213
0.7259521484,0.0818359375,0.0087114258,323.14591667,0.1204442089
0.7420654297,0.0818359375,0.0089047852,323.14591667,0.1188363763
0.7576904297,0.0818359375,0.0090922852,323.14591667,0.1172017304
0.7728271484,0.0818359375,0.0092739258,323.14591667,0.1155407744
0.7874755859,0.0818359375,0.0094497070,323.14591667,0.1138539045
0.8016357422,0.0818359375,0.0096196289,323.14591667,0.1121414039
0.8153076172,0.0818359375,0.0097836914,323.14591667,0.1104034376
0.8284912109,0.0818359375,0.0099418945,323.14591667,0.1086400446
0.8411865234,0.0818359375,0.0100942383,323.14591667,0.1068511302
0.8533935547,0.0818359375,0.0102407227,323.14591667,0.1050364555
0.8651123047,0.0818359375,0.0103813477,323.14591667,0.1031956265
0.8763427734,0.0818359375,0.0105161133,323.14591667,0.1013280803
0.8870849609,0.0818359375,0.0106450195,323.14591667,0.0994330700
0.8973388672,0.0818359375,0.0107680664,323.14591667,0.0975096460
0.9071044922,0.0818359375,0.0108852539,323.14591667,0.0955566354
0.9163818359,0.0818359375,0.0109965820,323.14591667,0.0935726178
0.9251708984,0.0818359375,0.0111020508,323.14591667,0.0915558975
0.9334716797,0.0818359375,0.0112016602,323.14591667,0.0895044738
0.9412841797,0.0818359375,0.0112954102,323.14591667,0.0874160068
0.9486083984,0.0818359375,0.0113833008,323.14591667,0.0852877848
0.9554443359,0.0818359375,0.0114653320,323.14591667,0.0831166932
0.9617919922,0.0818359375,0.0115415039,323.14591667,0.0808991978
0.9676513672,0.0818359375,0.0116118164,323.14591667,0.0786313558
0.9730224609,0.0818359375,0.0116762695,323.14591667,0.0763088927
0.9779052734,0.0818359375,0.0117348633,323.14591667,0.0739274119
0.9822998047,0.0818359375,0.0117875977,323.14591667,0.0714828806
0.9862060547,0.0818359375,0.0118344727,323.14591667,0.0689726815
0.9896240234,0.0818359375,0.0118754883,323.14591667,0.0663978483
0.9925537109,0.0818359375,0.0119106445,323.14591667,0.0637677915
0.9949951172,0.0818359375,0.0119399414,323.14591667,0.0611102649
0.9969482422,0.0818359375,0.0119633789,323.14591667,0.0584918085
0.9984130859,0.0818359375,0.0119809570,323.14591667,0.0560554196
0.9993896484,0.0818359375,0.0119926758,323.14591667,0.0540686430
0.9998779297,0.0818359375,0.0119985352,323.14591667,0.0529151887
0.0155029297,0.0854296875,0.0001860352,323.14591667,0.1497056205
0.0462646484,0.0854296875,0.0005551758,323.14591667,0.1496132867
0.0765380859,0.0854296875,0.0009184570,323.14591667,0.1494327918
0.1063232422,0.0854296875,0.0012758789,323.14591667,0.1491680726
0.1356201172,0.0854296875,0.0016274414,323.14591667,0.1488228530
0.1644287109,0.0854296875,0.0019731445,323.14591667,0.1484006636
0.1927490234,0.0854296875,0.0023129883,323.14591667,0.1479048572
0.2205810547,0.0854296875,0.0026469727,323.14591667,0.1473386235
0.2479248047,0.0854296875,0.0029750977,323.14591667,0.1467050000
0.2747802734,0.0854296875,0.0032973633,323.14591667,0.1460068824
0.3011474609,0.0854296875,0.0036137695,323.14591667,0.1452470333
0.3270263672,0.0854296875,0.0039243164,323.14591667,0.1444280893
0.3524169922,0.0854296875,0.0042290039,323.14591667,0.1435525675
0.3773193359,0.0854296875,0.0045278320,323.14591667,0.1426228710
0.4017333984,0.0854296875,0.0048208008,323.14591667,0.1416412933
0.4256591797,0.0854296875,0.0051079102,323.14591667,0.1406100231
0.4490966797,0.0854296875,0.0053891602,323.14591667,0.1395311468
0.4720458984,0.0854296875,0.0056645508,323.14591667,0.1384066523
0.4945068359,0.0854296875,0.0059340820,323.14591667,0.1372384311
0.5164794922,0.0854296875,0.0061977539,323.14591667,0.1360282807
0.5379638672,0.0854296875,0.0064555664,323.14591667,0.1347779060
0.5589599609,0.0854296875,0.0067075195,323.14591667,0.1334889209
0.5794677734,0.0854296875,0.0069536133,323.14591667,0.1321628493
0.5994873047,0.0854296875,0.0071938477,323.14591667,0.1308011259
0.6190185547,0.0854296875,0.0074282227,323.14591667,0.1294050963
0.6380615234,0.0854296875,0.0076567383,323.14591667,0.1279760176
0.6566162109,0.0854296875,0.0078793945,323.14591667,0.1265150574
0.6746826172,0.0854296875,0.0080961914,323.14591667,0.1250232937
0.6922607422,0.0854296875,0.0083071289,323.14591667,0.1235017140
0.7093505859,0.0854296875,0.0085122070,323.14591667,0.1219512130
0.7259521484,0.0854296875,0.0087114258,323.14591667,0.1203725919
0.7420654297,0.0854296875,0.0089047852,323.14591667,0.1187665550
0.7576904297,0.0854296875,0.0090922852,323.14591667,0.1171337074
0.7728271484,0.0854296875,0.0092739258,323.14591667,0.1154745513
0.7874755859,0.0854296875,0.0094497070,323.14591667,0.1137894813
0.8016357422,0.0854296875,0.0096196289,323.14591667,0.1120787799
0.8153076172,0.0854296875,0.0097836914,323.14591667,0.1103426112
0.8284912109,0.0854296875,0.0099418945,323.14591667,0.1085810136
0.8411865234,0.0854296875,0.0100942383,323.14591667,0.1067938920
0.8533935547,0.0854296875,0.0102407227,323.14591667,0.1049810073
0.8651123047,0.0854296875,0.0103813477,323.14591667,0.1031419654
0.8763427734,0.0854296875,0.0105161133,323.14591667,0.1012762039
0.8870849609,0.0854296875,0.0106450195,323.14591667,0.0993829760
0.8973388672,0.0854296875,0.0107680664,323.14591667,0.0974613331
0.9071044922,0.0854296875,0.0108852539,323.14591667,0.0955101032
0.9163818359,0.0854296875,0.0109965820,323.14591667,0.0935278671
0.9251708984,0.0854296875,0.0111020508,323.14591667,0.0915129313
0.9334716797,0.0854296875,0.0112016602,323.14591667,0.0894632969
0.9412841797,0.0854296875,0.0112954102,323.14591667,0.0873766270
0.9486083984,0.0854296875,0.0113833008,323.14591667,0.0852502131
0.9554443359,0.0854296875,0.0114653320,323.14591667,0.0830809453
0.9617919922,0.0854296875,0.0115415039,323.14591667,0.0808652945
0.9676513672,0.0854296875,0.0116118164,323.14591667,0.0785993251
0.9730224609,0.0854296875,0.0116762695,323.14591667,0.0762787714
0.9779052734,0.0854296875,0.0117348633,323.14591667,0.0738992487
0.9822998047,0.0854296875,0.0117875977,323.14591667,0.0714567398
0.9862060547,0.0854296875,0.0118344727,323.14591667,0.0689486485
0.9896240234,0.0854296875,0.0118754883,323.14591667,0.0663760365
0.9925537109,0.0854296875,0.0119106445,323.14591667,0.0637483511
0.9949951172,0.0854296875,0.0119399414,323.14591667,0.0610933874
0.9969482422,0.0854296875,0.0119633789,323.14591667,0.0584777108
0.9984130859,0.0854296875,0.0119809570,323.14591667,0.0560442503
0.9993896484,0.0854296875,0.0119926758,323.14591667,0.0540602078
0.9998779297,0.0854296875,0.0119985352,323.14591667,0.0529085222
0.0155029297,0.0888671875,0.0001860352,323.14591667,0.1495422916
0.0462646484,0.0888671875,0.0005551758,323.14591667,0.1494501599
0.0765380859,0.0888671875,0.0009184570,323.14591667,0.1492700595
0.1063232422,0.0888671875,0.0012758789,323.14591667,0.1490059177
0.1356201172,0.0888671875,0.0016274414,323.14591667,0.1486614490
0.1644287109,0.0888671875,0.0019731445,323.14591667,0.1482401748
0.1927490234,0.0888671875,0.0023129883,323.14591667,0.1477454388
0.2205810547,0.0888671875,0.0026469727,323.14591667,0.1471804216
0.2479248047,0.0888671875,0.0029750977,323.14591667,0.1465481521
0.2747802734,0.0888671875,0.0032973633,323.14591667,0.1458515175
0.3011474609,0.0888671875,0.0036137695,323.14591667,0.1450932718
0.3270263672,0.0888671875,0.0039243164,323.14591667,0.1442760437
0.3524169922,0.0888671875,0.0042290039,323.14591667,0.1434023423
0.3773193359,0.0888671875,0.0045278320,323.14591667,0.1424745630
0.4017333984,0.0888671875,0.0048208008,323.14591667,0.1414949922
0.4256591797,0.0888671875,0.0051079102,323.14591667,0.1404658111
0.4490966797,0.0888671875,0.0053891602,323.14591667,0.1393890995
0.4720458984,0.0888671875,0.0056645508,323.14591667,0.1382668387
0.4945068359,0.0888671875,0.0059340820,323.14591667,0.1371009140
0.5164794922,0.0888671875,0.0061977539,323.14591667,0.1358931166
0.5379638672,0.0888671875,0.0064555664,323.14591667,0.1346451459
0.5589599609,0.0888671875,0.0067075195,323.14591667,0.1333586104
0.5794677734,0.0888671875,0.0069536133,323.14591667,0.1320350288
0.5994873047,0.0888671875,0.0071938477,323.14591667,0.1306758309
0.6190185547,0.0888671875,0.0074282227,323.14591667,0.1292823579
0.6380615234,0.0888671875,0.0076567383,323.14591667,0.1278558624
0.6566162109,0.0888671875,0.0078793945,323.14591667,0.1263975083
0.6746826172,0.0888671875,0.0080961914,323.14591667,0.1249083698
0.6922607422,0.0888671875,0.0083071289,323.14591667,0.1233894309
0.7093505859,0.0888671875,0.0085122070,323.14591667,0.1218415833
0.7259521484,0.0888671875,0.0087114258,323.14591667,0.1202656252
0.7420654297,0.0888671875,0.0089047852,323.14591667,0.1186622586
0.7576904297,0.0888671875,0.0090922852,323.14591667,0.1170320860
0.7728271484,0.0888671875,0.0092739258,323.14591667,0.1153756077
0.7874755859,0.0888671875,0.0094497070,323.14591667,0.1136932166
0.8016357422,0.0888671875,0.0096196289,323.14591667,0.1119851937
0.8153076172,0.0888671875,0.0097836914,323.14591667,0.1102517018
0.8284912109,0.0888671875,0.0099418945,323.14591667,0.1084927787
0.8411865234,0.0888671875,0.0100942383,323.14591667,0.1067083283
0.8533935547,0.0888671875,0.0102407227,323.14591667,0.1048981114
0.8651123047,0.0888671875,0.0103813477,323.14591667,0.1030617338
0.8763427734,0.0888671875,0.0105161133,323.14591667,0.1011986335
0.8870849609,0.0888671875,0.0106450195,323.14591667,0.0993080644
0.8973388672,0.0888671875,0.0107680664,323.14591667,0.0973890789
0.9071044922,0.0888671875,0.0108852539,323.14591667,0.0954405066
0.9163818359,0.0888671875,0.0109965820,323.14591667,0.0934609304
0.9251708984,0.0888671875,0.0111020508,323.14591667,0.0914486591
0.9334716797,0.0888671875,0.0112016602,323.14591667,0.0894016974
0.9412841797,0.0888671875,0.0112954102,323.14591667,0.0873177123
0.9486083984,0.0888671875,0.0113833008,323.14591667,0.0851940005
0.9554443359,0.0888671875,0.0114653320,323.14591667,0.0830274585
0.9617919922,0.0888671875,0.0115415039,323.14591667,0.0808145655
0.9676513672,0.0888671875,0.0116118164,323.14591667,0.0785513963
0.9730224609,0.0888671875,0.0116762695,323.14591667,0.0762336985
0.9779052734,0.0888671875,0.0117348633,323.14591667,0.0738571052
0.9822998047,0.0888671875,0.0117875977,323.14591667,0.0714176226
0.9862060547,0.0888671875,0.0118344727,323.14591667,0.0689126859
0.9896240234,0.0888671875,0.0118754883,323.14591667,0.0663433991
0.9925537109,0.0888671875,0.0119106445,323.14591667,0.0637192641
0.9949951172,0.0888671875,0.0119399414,323.14591667,0.0610681383
0.9969482422,0.0888671875,0.0119633789,323.14591667,0.0584566247
0.9984130859,0.0888671875,0.0119809570,323.14591667,0.0560275497
0.9993896484,0.0888671875,0.0119926758,323.14591667,0.0540476009
0.9998779297,0.0888671875,0.0119985352,323.14591667,0.0528985628
0.0155029297,0.0921484375,0.0001860352,323.14591667,0.1493062424
0.0462646484,0.0921484375,0.0005551758,323.14591667,0.1492144017
0.0765380859,0.0921484375,0.0009184570,323.14591667,0.1490348695
0.1063232422,0.0921484375,0.0012758789,323.14591667,0.1487715594
0.1356201172,0.0921484375,0.0016274414,323.14591667,0.1484281725
0.1644287109,0.0921484375,0.0019731445,323.14591667,0.1480082166
0.1927490234,0.0921484375,0.0023129883,323.14591667,0.1475150225
0.2205810547,0.0921484375,0.0026469727,323.14591667,0.1469517579
0.2479248047,0.0921484375,0.0029750977,323.14591667,0.1463214390
0.2747802734,0.0921484375,0.0032973633,323.14591667,0.1456269408
0.3011474609,0.0921484375,0.0036137695,323.14591667,0.1448710054
0.3270263672,0.0921484375,0.0039243164,323.14591667,0.1440562495
0.3524169922,0.0921484375,0.0042290039,323.14591667,0.1431851712
