scenario_id,parameter,factor,time_s,average_temperature_c,average_moisture_kg_kg,center_temperature_c,surface_temperature_c,center_moisture_kg_kg,surface_moisture_kg_kg
lambda_0.8,lambda,0.8,2160,35.28154035,2.236747452,33.3011669,37.27444268,2.549554767,1.602262226
lambda_0.8,lambda,0.8,2220,35.5591223,2.229245959,33.57486257,37.56503491,2.549422487,1.595206653
lambda_0.8,lambda,0.8,2280,35.83637799,2.221779874,33.84951441,37.83487178,2.549260227,1.588351877
lambda_0.8,lambda,0.8,2340,36.11500318,2.214347319,34.12469552,38.12743147,2.549063368,1.581694323
lambda_0.8,lambda,0.8,2400,36.39363074,2.206947344,34.40033982,38.39856772,2.548826962,1.575231108
lambda_0.8,lambda,0.8,2460,36.67251471,2.199579866,34.67641961,38.68718638,2.548545758,1.568955335
lambda_0.8,lambda,0.8,2520,36.95141793,2.192243752,34.95299936,38.95954246,2.54821423,1.56285311
lambda_0.8,lambda,0.8,2580,37.2224309,2.184938672,35.23004766,39.20023903,2.547826609,1.556826343
lambda_0.8,lambda,0.8,2640,37.49370813,2.177663989,35.50753662,39.47584383,2.547376921,1.550957767
lambda_0.8,lambda,0.8,2700,37.76711559,2.170418092,35.78511937,39.74348897,2.546859024,1.545259645
lambda_0.8,lambda,0.8,2760,38.03255016,2.16320089,36.06216349,39.97448446,2.546266663,1.53962273
lambda_0.8,lambda,0.8,2820,38.2905656,2.156012597,36.33848251,40.20107218,2.545593517,1.534044106
lambda_0.8,lambda,0.8,2880,38.54998607,2.148851988,36.6139048,40.45673676,2.544833237,1.528608296
lambda_0.8,lambda,0.8,2940,38.80415621,2.14171894,36.88774253,40.6709681,2.543979505,1.523260191
lambda_0.8,lambda,0.8,3000,39.05107979,2.134612886,37.15938597,40.88898275,2.543026099,1.517939786
lambda_0.8,lambda,0.8,3060,39.29409711,2.127533663,37.42864636,41.09824996,2.541966931,1.512716474
lambda_0.8,lambda,0.8,3120,39.54158813,2.120480602,37.69511177,41.35823474,2.540796097,1.507643388
lambda_0.8,lambda,0.8,3180,39.79157272,2.113452707,37.95832782,41.59683338,2.539507934,1.502726721
lambda_0.8,lambda,0.8,3240,40.03644617,2.106450362,38.21828052,41.82325579,2.538097053,1.497864235
lambda_0.8,lambda,0.8,3300,40.27870551,2.099472596,38.47568651,42.0483721,2.53655834,1.493076201
lambda_0.8,lambda,0.8,3360,40.51399728,2.092518866,38.73111098,42.24508296,2.534886939,1.488309252
lambda_0.8,lambda,0.8,3420,40.74382957,2.085588982,38.98463474,42.4483211,2.533078295,1.48358033
lambda_0.8,lambda,0.8,3480,40.9663717,2.07868271,39.23601274,42.62252755,2.531128203,1.478866892
lambda_0.8,lambda,0.8,3540,41.18124941,2.071800227,39.4846843,42.79811674,2.529032858,1.474168073
lambda_0.8,lambda,0.8,3600,41.39964151,2.064940655,39.73004846,43.01485557,2.5267889,1.469580093
lambda_0.8,lambda,0.8,3660,41.61734279,2.058103681,39.97141684,43.20735921,2.524393454,1.465081848
lambda_0.8,lambda,0.8,3720,41.82992202,2.051289701,40.20854457,43.39677664,2.521844145,1.460614793
lambda_0.8,lambda,0.8,3780,42.0419487,2.044498354,40.44192999,43.59496957,2.519139027,1.456226945
lambda_0.8,lambda,0.8,3840,42.25015161,2.037728905,40.67197942,43.77495922,2.516276534,1.45186794
lambda_0.8,lambda,0.8,3900,42.45188854,2.03098086,40.89890489,43.94358754,2.51325549,1.447515837
lambda_0.8,lambda,0.8,3960,42.64911045,2.024254766,41.12289081,44.11106515,2.510075102,1.443197434
lambda_0.8,lambda,0.8,4020,42.8395812,2.017550162,41.34383074,44.25887905,2.506734969,1.438873748
lambda_0.8,lambda,0.8,4080,43.02073053,2.010866746,41.56140014,44.38968816,2.50323512,1.434523972
lambda_0.8,lambda,0.8,4140,43.20122116,2.004205222,41.77522211,44.55468607,2.499576022,1.430241002
lambda_0.8,lambda,0.8,4200,43.37984072,1.997565226,41.98473406,44.70035978,2.495758605,1.426002101
lambda_0.8,lambda,0.8,4260,43.55484645,1.990946115,42.18950765,44.85458104,2.491784275,1.421783569
lambda_0.8,lambda,0.8,4320,43.73374222,1.984347784,42.38971613,45.03510424,2.487654827,1.417663638
lambda_0.8,lambda,0.8,4380,43.90514615,1.977770093,42.58566287,45.15830599,2.483372355,1.41353173
lambda_0.8,lambda,0.8,4440,44.06408366,1.971213132,42.77786783,45.2683828,2.478939194,1.409335895
lambda_0.8,lambda,0.8,4500,44.22136837,1.964676999,42.96686748,45.40303381,2.474357842,1.405177894
lambda_0.8,lambda,0.8,4560,44.37808168,1.958161786,43.15228242,45.53681328,2.469631029,1.401071902
lambda_0.8,lambda,0.8,4620,44.53595794,1.951666745,43.33345975,45.69023074,2.464761858,1.397015471
lambda_0.8,lambda,0.8,4680,44.69240108,1.945192004,43.5103579,45.82545914,2.459753744,1.393008017
lambda_0.8,lambda,0.8,4740,44.84642011,1.938737795,43.68342262,45.96755595,2.454610259,1.389022483
lambda_0.8,lambda,0.8,4800,44.99733949,1.932302763,43.8533101,46.0934784,2.449335015,1.385040733
lambda_0.8,lambda,0.8,4860,45.13984955,1.925886879,44.02044005,46.19559256,2.443931635,1.381025047
lambda_0.8,lambda,0.8,4920,45.28157327,1.919490887,44.18500626,46.32845227,2.438403786,1.37704941
lambda_0.8,lambda,0.8,4980,45.41601009,1.913115077,44.34679887,46.41016849,2.432755232,1.373058346
lambda_0.8,lambda,0.8,5040,45.53870144,1.906759327,44.50542704,46.48487064,2.426989913,1.368996378
lambda_0.8,lambda,0.8,5100,45.6588372,1.900423542,44.66068013,46.57565259,2.421111918,1.364950824
lambda_0.8,lambda,0.8,5160,45.78542957,1.894107381,44.8118625,46.71281833,2.415125518,1.360990717
lambda_0.8,lambda,0.8,5220,45.91192554,1.88781038,44.95829903,46.81765574,2.409035259,1.357068864
lambda_0.8,lambda,0.8,5280,46.02801327,1.881532533,45.10023348,46.89207279,2.402845815,1.353085916
lambda_0.8,lambda,0.8,5340,46.14266872,1.875274384,45.23867622,46.99568828,2.39656169,1.349133764
lambda_0.8,lambda,0.8,5400,46.25375939,1.869035493,45.3740349,47.0714292,2.390187166,1.345172804
lambda_0.8,lambda,0.8,5460,46.36524966,1.862816002,45.50610269,47.18506056,2.38372652,1.341255861
lambda_0.8,lambda,0.8,5520,46.47641134,1.856616325,45.63485469,47.27355518,2.377184047,1.337371258
lambda_0.8,lambda,0.8,5580,46.5806808,1.850435186,45.7603826,47.35057859,2.370564013,1.333439982
lambda_0.8,lambda,0.8,5640,46.68064893,1.844273066,45.88312085,47.42323105,2.36387056,1.329512751
lambda_0.8,lambda,0.8,5700,46.78157174,1.83813007,46.00320165,47.52015894,2.357107682,1.32561031
lambda_0.8,lambda,0.8,5760,46.87976996,1.832006227,46.1203904,47.59130208,2.350279349,1.321726271
lambda_0.8,lambda,0.8,5820,46.96870998,1.82590148,46.23460369,47.640178,2.343389535,1.317778854
lambda_0.8,lambda,0.8,5880,47.05326463,1.819816339,46.34606065,47.69854918,2.336442117,1.313838117
lambda_0.8,lambda,0.8,5940,47.14740991,1.813750303,46.45457715,47.82100899,2.329440885,1.309979328
lambda_0.8,lambda,0.8,6000,47.24681906,1.807702898,46.55965369,47.92197943,2.322389691,1.306204262
lambda_0.8,lambda,0.8,6060,47.33885884,1.801674743,46.66154159,47.99048172,2.31529238,1.302390512
lambda_0.8,lambda,0.8,6120,47.42001524,1.795664938,46.76153483,48.02597141,2.308152441,1.298504402
lambda_0.8,lambda,0.8,6180,47.50380118,1.789674046,46.86040993,48.1209432,2.300972893,1.294663061
lambda_0.8,lambda,0.8,6240,47.59044065,1.783701927,46.95773353,48.1950658,2.293756618,1.290866112
lambda_0.8,lambda,0.8,6300,47.6710001,1.777748594,47.0528252,48.25479907,2.286506644,1.287043999
lambda_0.8,lambda,0.8,6360,47.74503565,1.771813298,47.14591032,48.29526099,2.279225985,1.283173944
lambda_0.8,lambda,0.8,6420,47.81202339,1.765896521,47.23718661,48.32772806,2.271917466,1.279277051
lambda_0.8,lambda,0.8,6480,47.87354372,1.759998573,47.32631655,48.3552167,2.26458385,1.275347437
lambda_0.8,lambda,0.8,6540,47.9427522,1.754119643,47.41260331,48.44846564,2.257228006,1.271505932
lambda_0.8,lambda,0.8,6600,48.01277264,1.748259289,47.49538336,48.49714759,2.249852961,1.267680634
lambda_0.8,lambda,0.8,6660,48.07183261,1.742417656,47.57472672,48.52044691,2.242461783,1.263797595
lambda_0.8,lambda,0.8,6720,48.12831237,1.736595354,47.65159516,48.56038732,2.235057251,1.259911012
lambda_0.8,lambda,0.8,6780,48.18842464,1.730791694,47.72621776,48.62309062,2.227641822,1.25606354
lambda_0.8,lambda,0.8,6840,48.24431045,1.725006631,47.79817398,48.64948212,2.220217944,1.252202191
lambda_0.8,lambda,0.8,6900,48.30313215,1.719240643,47.86749694,48.72695441,2.212788066,1.248382679
lambda_0.8,lambda,0.8,6960,48.36627267,1.713493305,47.93455498,48.78862909,2.205354468,1.244610306
lambda_0.8,lambda,0.8,7020,48.42498307,1.707763992,47.99962313,48.83561673,2.197919253,1.240811776
lambda_0.8,lambda,0.8,7080,48.47738525,1.702052932,48.0634583,48.85961501,2.190484271,1.236983978
lambda_0.8,lambda,0.8,7140,48.52778576,1.696360945,48.12652233,48.90220077,2.183051065,1.233162414
lambda_0.8,lambda,0.8,7200,48.57848483,1.690686848,48.18856487,48.94190944,2.175621078,1.229337388
lambda_0.8,lambda,0.8,7260,48.62792426,1.685030342,48.24903988,48.98359804,2.168195846,1.225517802
lambda_0.8,lambda,0.8,7320,48.66894545,1.679392325,48.30777732,48.9816628,2.160776969,1.22165386
lambda_0.8,lambda,0.8,7380,48.70732588,1.673773696,48.36482266,49.01358086,2.15336599,1.217796346
lambda_0.8,lambda,0.8,7440,48.74387923,1.668174044,48.4199503,49.0216209,2.145964405,1.21393159
lambda_0.8,lambda,0.8,7500,48.7815157,1.662593255,48.47257268,49.06659835,2.138573807,1.210092302
lambda_0.8,lambda,0.8,7560,48.82113027,1.657031202,48.52251049,49.09669032,2.131195863,1.206276279
lambda_0.8,lambda,0.8,7620,48.85485628,1.65148715,48.56987307,49.10838837,2.123832193,1.202421306
lambda_0.8,lambda,0.8,7680,48.88520556,1.645962023,48.61522401,49.12199992,2.116484231,1.198567354
lambda_0.8,lambda,0.8,7740,48.92117694,1.640455916,48.6588274,49.17572977,2.109153197,1.194760701
lambda_0.8,lambda,0.8,7800,48.95563717,1.634967407,48.7004965,49.18994796,2.101840263,1.190942573
lambda_0.8,lambda,0.8,7860,48.9942374,1.629496868,48.74038041,49.25850549,2.094546575,1.187168152
lambda_0.8,lambda,0.8,7920,49.0351079,1.624044426,48.77907166,49.29092608,2.087273085,1.183422817
lambda_0.8,lambda,0.8,7980,49.06670763,1.618609966,48.81702389,49.29767756,2.080020534,1.17962135
lambda_0.8,lambda,0.8,8040,49.0982213,1.613193671,48.85493573,49.32949032,2.072789422,1.175830098
lambda_0.8,lambda,0.8,8100,49.12387793,1.607796573,48.89271815,49.31827415,2.065580089,1.172028004
lambda_0.8,lambda,0.8,8160,49.15536749,1.602418139,48.92975892,49.38423978,2.058392994,1.168261224
lambda_0.8,lambda,0.8,8220,49.18995778,1.597057047,48.96559447,49.40533331,2.051228736,1.164523821
lambda_0.8,lambda,0.8,8280,49.22131797,1.591714406,49.00003352,49.44143197,2.044088009,1.160783976
lambda_0.8,lambda,0.8,8340,49.24542705,1.586390017,49.03378606,49.42360817,2.036971366,1.157000818
lambda_0.8,lambda,0.8,8400,49.26654989,1.581084238,49.06715714,49.44478179,2.029879143,1.153213821
lambda_0.8,lambda,0.8,8460,49.29232193,1.575796829,49.09984786,49.47036921,2.022811645,1.149463346
lambda_0.8,lambda,0.8,8520,49.32322404,1.570526884,49.13109106,49.52395757,2.015769352,1.14574939
lambda_0.8,lambda,0.8,8580,49.35262041,1.565274304,49.16086077,49.53877747,2.008752859,1.142035454
lambda_0.8,lambda,0.8,8640,49.37495098,1.56004032,49.18981557,49.54339806,2.001762614,1.13829995
lambda_0.8,lambda,0.8,8700,49.39290497,1.554824775,49.21864115,49.53879629,1.994798802,1.134537417
lambda_0.8,lambda,0.8,8760,49.40928265,1.549627349,49.24711995,49.54601728,1.987861509,1.13077683
lambda_0.8,lambda,0.8,8820,49.42896066,1.544447267,49.27453559,49.57107176,1.980950973,1.127028952
lambda_0.8,lambda,0.8,8880,49.44900744,1.539285059,49.30031482,49.5859702,1.97406763,1.123311989
lambda_0.8,lambda,0.8,8940,49.46146115,1.534141413,49.32450218,49.56707505,1.967211981,1.119552076
lambda_0.8,lambda,0.8,9000,49.48177931,1.529015655,49.34753011,49.62606781,1.96038441,1.115851629
lambda_0.8,lambda,0.8,9060,49.51269102,1.523908031,49.36939065,49.67901969,1.953585203,1.112241259
lambda_0.8,lambda,0.8,9120,49.53127632,1.518818512,49.39013209,49.65559317,1.946814663,1.108561024
lambda_0.8,lambda,0.8,9180,49.5461686,1.513746135,49.4109722,49.67306107,1.940072869,1.104846924
lambda_0.8,lambda,0.8,9240,49.55961677,1.508691267,49.43239886,49.66092096,1.93335957,1.101144407
lambda_0.8,lambda,0.8,9300,49.57539275,1.503655116,49.45353638,49.69548313,1.92667461,1.097475109
lambda_0.8,lambda,0.8,9360,49.59178177,1.498636289,49.47377538,49.69623533,1.920018071,1.093804895
lambda_0.8,lambda,0.8,9420,49.60798765,1.493634702,49.49290528,49.72402252,1.913390151,1.09014586
lambda_0.8,lambda,0.8,9480,49.62892625,1.488650713,49.51127797,49.75394997,1.906791,1.086528041
lambda_0.8,lambda,0.8,9540,49.64980902,1.483683878,49.52909763,49.77821011,1.900220668,1.082916318
lambda_0.8,lambda,0.8,9600,49.66062767,1.478735028,49.5468295,49.74733237,1.893679107,1.079265507
lambda_0.8,lambda,0.8,9660,49.67509356,1.473804292,49.5648863,49.78987366,1.887166115,1.075640982
lambda_0.8,lambda,0.8,9720,49.68901504,1.468889897,49.58290601,49.77524422,1.880681464,1.072005859
lambda_0.8,lambda,0.8,9780,49.69131789,1.463993406,49.60020711,49.74698837,1.874225125,1.068329545
lambda_0.8,lambda,0.8,9840,49.69964169,1.459115378,49.6168573,49.77372305,1.867797129,1.064696851
lambda_0.8,lambda,0.8,9900,49.71133241,1.454253824,49.63222617,49.7819946,1.861397565,1.061078141
lambda_0.8,lambda,0.8,9960,49.72656057,1.449409563,49.64587172,49.8206801,1.855026715,1.057505885
lambda_0.8,lambda,0.8,10020,49.74593329,1.444582102,49.65840866,49.84897815,1.848684806,1.053953955
lambda_0.8,lambda,0.8,10080,49.75647989,1.439771966,49.67061986,49.82986544,1.842371844,1.050379
lambda_0.8,lambda,0.8,10140,49.76999531,1.434979648,49.68335588,49.86742578,1.83608759,1.046823469
lambda_0.8,lambda,0.8,10200,49.78106881,1.430203928,49.69664257,49.8489973,1.829831661,1.043260683
lambda_0.8,lambda,0.8,10260,49.78689376,1.425444771,49.70996344,49.85100735,1.823603787,1.039663229
lambda_0.8,lambda,0.8,10320,49.79206308,1.420703114,49.72320266,49.83920642,1.817403774,1.036092377
lambda_0.8,lambda,0.8,10380,49.80392775,1.415978434,49.73577095,49.88352804,1.811231524,1.032551599
lambda_0.8,lambda,0.8,10440,49.81211953,1.411269911,49.74727061,49.85836748,1.805087088,1.029004749
lambda_0.8,lambda,0.8,10500,49.80883957,1.406578738,49.75790183,49.82785475,1.798970549,1.025399321
lambda_0.8,lambda,0.8,10560,49.81104065,1.401905435,49.76815437,49.84376736,1.792881853,1.021851096
lambda_0.8,lambda,0.8,10620,49.826135,1.397249024,49.77731343,49.90002994,1.786820969,1.018375248
lambda_0.8,lambda,0.8,10680,49.84485553,1.392609347,49.78489631,49.92940362,1.780788082,1.01494743
lambda_0.8,lambda,0.8,10740,49.85841754,1.387986705,49.79196873,49.93558253,1.774783282,1.011492636
lambda_0.8,lambda,0.8,10800,49.87148249,1.383379628,49.80008926,49.95334336,1.768806257,1.008027904
lambda_0.9,lambda,0.9,0,28,2.55,28,28,2.55,2.55
lambda_0.9,lambda,0.9,60,28.01101009,2.538583861,28.00000004,28.06111434,2.55,2.3273504
lambda_0.9,lambda,0.9,120,28.04492726,2.527731029,28.00003962,28.18481298,2.55,2.242257107
lambda_0.9,lambda,0.9,180,28.0989321,2.51722591,28.00079063,28.32908868,2.55,2.179976263
lambda_0.9,lambda,0.9,240,28.16566687,2.50699101,28.00452657,28.47150724,2.55,2.129426967
lambda_0.9,lambda,0.9,300,28.25165199,2.496981275,28.01448265,28.66946318,2.55,2.086518776
lambda_0.9,lambda,0.9,360,28.35695043,2.487165386,28.03330309,28.8729158,2.55,2.049066739
lambda_0.9,lambda,0.9,420,28.47564181,2.477521043,28.06285135,29.08545514,2.55,2.015687163
lambda_0.9,lambda,0.9,480,28.60379106,2.468031046,28.10490058,29.28418051,2.55,1.985480953
lambda_0.9,lambda,0.9,540,28.74376648,2.458681842,28.16057514,29.51177928,2.55,1.95793152
lambda_0.9,lambda,0.9,600,28.89804103,2.449461596,28.230083,29.74918673,2.55,1.932657031
lambda_0.9,lambda,0.9,660,29.06782363,2.440359913,28.31302661,30.01698585,2.55,1.909352511
lambda_0.9,lambda,0.9,720,29.24994722,2.431367721,28.40920078,30.27566421,2.55,1.887714207
lambda_0.9,lambda,0.9,780,29.44179987,2.422477958,28.51868009,30.54556833,2.55,1.867512881
lambda_0.9,lambda,0.9,840,29.64161572,2.413684521,28.64162516,30.80470082,2.549999999,1.848571362
lambda_0.9,lambda,0.9,900,29.84642302,2.404981929,28.7777688,31.06190511,2.549999997,1.830707949
lambda_0.9,lambda,0.9,960,30.06145359,2.396364318,28.9264815,31.34471646,2.549999991,1.813894485
lambda_0.9,lambda,0.9,1020,30.2828906,2.387826814,29.08674273,31.60968571,2.549999975,1.797989185
lambda_0.9,lambda,0.9,1080,30.5149433,2.379366081,29.25762023,31.91636497,2.549999934,1.782997877
lambda_0.9,lambda,0.9,1140,30.75765731,2.370977394,29.4385085,32.21382328,2.549999841,1.76882922
lambda_0.9,lambda,0.9,1200,31.0059206,2.362657392,29.6289384,32.51425348,2.549999649,1.755364151
lambda_0.9,lambda,0.9,1260,31.2572059,2.354402744,29.82891437,32.79640296,2.549999274,1.742495463
lambda_0.9,lambda,0.9,1320,31.5163187,2.346210095,30.03822959,33.11313955,2.549998582,1.730262495
lambda_0.9,lambda,0.9,1380,31.78403835,2.338077152,30.2562465,33.4243613,2.54999737,1.71865411
lambda_0.9,lambda,0.9,1440,32.05382887,2.330000912,30.4822329,33.72470039,2.549995339,1.707507962
lambda_0.9,lambda,0.9,1500,32.32100271,2.321978861,30.71594827,33.99690311,2.549992069,1.696743758
lambda_0.9,lambda,0.9,1560,32.58997884,2.314009586,30.95698406,34.29163986,2.549986988,1.686401662
lambda_0.9,lambda,0.9,1620,32.86055969,2.306090845,31.20430129,34.56932659,2.549979336,1.676455414
lambda_0.9,lambda,0.9,1680,33.13172609,2.298220985,31.45659193,34.8568465,2.549968137,1.666868554
lambda_0.9,lambda,0.9,1740,33.41155935,2.290398058,31.71296404,35.17588215,2.549952165,1.657734804
lambda_0.9,lambda,0.9,1800,33.69777558,2.282620045,31.97269958,35.49046143,2.54992991,1.649001102
lambda_0.9,lambda,0.9,1860,33.98735743,2.274885133,32.23568785,35.80748725,2.549899553,1.64060262
lambda_0.9,lambda,0.9,1920,34.27274162,2.267192195,32.50243872,36.08230691,2.54985894,1.632434246
lambda_0.9,lambda,0.9,1980,34.55376592,2.259540468,32.7732817,36.36203001,2.549805557,1.624473316
lambda_0.9,lambda,0.9,2040,34.83701606,2.251928024,33.04783962,36.65240135,2.549736515,1.616785937
lambda_0.9,lambda,0.9,2100,35.11836764,2.2443535,33.32492575,36.92523247,2.549648543,1.60931383
lambda_0.9,lambda,0.9,2160,35.39662985,2.236816358,33.60360386,37.19561208,2.549537984,1.602037064
lambda_0.9,lambda,0.9,2220,35.67789507,2.22931584,33.88332704,37.48796188,2.549400801,1.595024347
lambda_0.9,lambda,0.9,2280,35.95873891,2.221850525,34.1634816,37.76071218,2.549232587,1.588213467
lambda_0.9,lambda,0.9,2340,36.24084121,2.214418526,34.44375532,38.05490816,2.549028585,1.581599394
lambda_0.9,lambda,0.9,2400,36.52285546,2.207018901,34.72421476,38.32887427,2.548783707,1.575180246
lambda_0.9,lambda,0.9,2460,36.80501462,2.199651559,35.00488837,38.61928052,2.548492562,1.568948392
lambda_0.9,lambda,0.9,2520,37.08710013,2.192315372,35.28589543,38.89430846,2.548149482,1.562890249
lambda_0.9,lambda,0.9,2580,37.36115844,2.185009999,35.56719247,39.13906494,2.547748559,1.556910843
lambda_0.9,lambda,0.9,2640,37.63533424,2.177734796,35.84875171,39.41665917,2.547283682,1.551088293
lambda_0.9,lambda,0.9,2700,37.91154116,2.170488164,36.13003722,39.68678302,2.546748582,1.545434648
lambda_0.9,lambda,0.9,2760,38.17963829,2.163270009,36.41035442,39.92191718,2.54613689,1.539844951
lambda_0.9,lambda,0.9,2820,38.44013926,2.156080531,36.68968079,40.15245865,2.545442182,1.534315083
lambda_0.9,lambda,0.9,2880,38.70189386,2.148918506,36.96775875,40.41037652,2.544658017,1.528925467
lambda_0.9,lambda,0.9,2940,38.95826236,2.141783823,37.2437004,40.62890562,2.543778009,1.523624421
lambda_0.9,lambda,0.9,3000,39.20720059,2.134675903,37.51697606,40.85055282,2.542795888,1.518351873
lambda_0.9,lambda,0.9,3060,39.45206627,2.127594587,37.7874902,41.06365912,2.541705537,1.513175757
lambda_0.9,lambda,0.9,3120,39.7012666,2.120539214,38.05473116,41.32466319,2.540501044,1.508145493
lambda_0.9,lambda,0.9,3180,39.95288215,2.113508811,38.31826802,41.56552817,2.539176762,1.503269175
lambda_0.9,lambda,0.9,3240,40.1992685,2.106503762,38.57834907,41.79456939,2.537727339,1.498447352
lambda_0.9,lambda,0.9,3300,40.44292115,2.0995231,38.83599637,42.0221441,2.536147687,1.493698988
lambda_0.9,lambda,0.9,3360,40.67947396,2.092566283,39.09171799,42.22250338,2.534432982,1.488972398
lambda_0.9,lambda,0.9,3420,40.91041242,2.085633118,39.34545625,42.42863495,2.532578723,1.484283341
lambda_0.9,lambda,0.9,3480,41.13391053,2.078723374,39.59679703,42.60694002,2.530580779,1.479610069
lambda_0.9,lambda,0.9,3540,41.34956562,2.071837226,39.84503214,42.786059,2.528435454,1.474951316
lambda_0.9,lambda,0.9,3600,41.56860425,2.064973805,40.08948275,43.00400587,2.526139526,1.470398967
lambda_0.9,lambda,0.9,3660,41.78686433,2.058132818,40.32940234,43.19897175,2.523690288,1.46593442
lambda_0.9,lambda,0.9,3720,41.99988216,2.051314664,40.56480127,43.39067289,2.521085539,1.461500505
lambda_0.9,lambda,0.9,3780,42.21224597,2.04451899,40.79645449,43.59050519,2.518323488,1.457143463
lambda_0.9,lambda,0.9,3840,42.42069043,2.037745069,41.02475478,43.77288924,2.515402712,1.45281438
lambda_0.9,lambda,0.9,3900,42.62254997,2.030992407,41.24991707,43.94414336,2.512322183,1.448492025
lambda_0.9,lambda,0.9,3960,42.81977472,2.024261558,41.47210283,44.11398258,2.50908126,1.444202278
lambda_0.9,lambda,0.9,4020,43.01012517,2.017552062,41.69107118,44.2648542,2.505679708,1.439906995
lambda_0.9,lambda,0.9,4080,43.19100511,2.010863616,41.90641013,44.39913699,2.50211774,1.435585998
lambda_0.9,lambda,0.9,4140,43.37109544,2.004196929,42.11767117,44.56549116,2.498396027,1.431328754
lambda_0.9,lambda,0.9,4200,43.54922791,1.997551654,42.32417872,44.71343712,2.494515723,1.427113641
lambda_0.9,lambda,0.9,4260,43.72364203,1.990927152,42.52561388,44.86915625,2.490478467,1.42291739
lambda_0.9,lambda,0.9,4320,43.90188781,1.984323332,42.72237373,45.04974662,2.486286256,1.418815782
lambda_0.9,lambda,0.9,4380,44.0725815,1.977740066,42.91484673,45.17585964,2.481941351,1.414702832
lambda_0.9,lambda,0.9,4440,44.23066969,1.971177433,43.103737,45.28889275,2.477446227,1.410527437
lambda_0.9,lambda,0.9,4500,44.38699345,1.964635536,43.28951637,45.42489282,2.472803484,1.406387322
lambda_0.9,lambda,0.9,4560,44.54267528,1.958114479,43.47143028,45.55994235,2.468016007,1.402296773
lambda_0.9,lambda,0.9,4620,44.69946628,1.951613527,43.64878377,45.71346083,2.463087099,1.398252892
lambda_0.9,lambda,0.9,4680,44.85479307,1.94513282,43.82175437,45.84968482,2.458020345,1.394256429
lambda_0.9,lambda,0.9,4740,45.00764789,1.938672594,43.99100557,45.99218159,2.452819426,1.390280505
lambda_0.9,lambda,0.9,4800,45.15736637,1.932231502,44.15729494,46.11920787,2.447488016,1.38630741
lambda_0.9,lambda,0.9,4860,45.29860511,1.925809516,44.32098921,46.22331141,2.442029786,1.38230102
lambda_0.9,lambda,0.9,4920,45.43899207,1.91940738,44.48219469,46.35627269,2.436448454,1.37833244
lambda_0.9,lambda,0.9,4980,45.57204339,1.913025395,44.64049735,46.44061448,2.430747866,1.374348907
lambda_0.9,lambda,0.9,5040,45.69322823,1.906663428,44.79546774,46.51769823,2.424932076,1.370295701
lambda_0.9,lambda,0.9,5100,45.81176572,1.900321389,44.94685729,46.60973268,2.419005275,1.366257009
lambda_0.9,lambda,0.9,5160,45.93672992,1.89399895,45.09373033,46.74572227,2.412971878,1.362299282
lambda_0.9,lambda,0.9,5220,46.06160873,1.887695667,45.23548102,46.85118399,2.406836601,1.358378345
lambda_0.9,lambda,0.9,5280,46.17602007,1.881411528,45.3727827,46.92740653,2.400604209,1.354397809
lambda_0.9,lambda,0.9,5340,46.28894111,1.875147079,45.50691083,47.03100384,2.394279172,1.350446215
lambda_0.9,lambda,0.9,5400,46.39827079,1.86890189,45.6380311,47.10809316,2.387865742,1.346485153
lambda_0.9,lambda,0.9,5460,46.50796326,1.862676103,45.76580337,47.22084342,2.38136822,1.342565848
lambda_0.9,lambda,0.9,5520,46.61733928,1.856470148,45.89023675,47.30983563,2.374790927,1.338677523
lambda_0.9,lambda,0.9,5580,46.71978615,1.850282747,46.01150477,47.38762674,2.368138134,1.33474299
lambda_0.9,lambda,0.9,5640,46.81789415,1.844114381,46.13015774,47.46103451,2.361413947,1.330812
lambda_0.9,lambda,0.9,5700,46.9169392,1.837965161,46.2461784,47.55731563,2.354622324,1.326903686
lambda_0.9,lambda,0.9,5760,47.01326265,1.831835126,46.35921712,47.62912253,2.347767244,1.323013242
lambda_0.9,lambda,0.9,5820,47.10027861,1.825724215,46.46927909,47.67944685,2.340852687,1.319060627
lambda_0.9,lambda,0.9,5880,47.1828542,1.819632935,46.57664127,47.73845604,2.3338825,1.315114076
lambda_0.9,lambda,0.9,5940,47.27503788,1.813560798,46.68091543,47.85829092,2.326860466,1.311244845
lambda_0.9,lambda,0.9,6000,47.37257278,1.807507349,46.78153535,47.95811008,2.31979048,1.307457104
lambda_0.9,lambda,0.9,6060,47.46275609,1.801473209,46.8791627,48.02694675,2.312676375,1.303632108
lambda_0.9,lambda,0.9,6120,47.54201964,1.795457468,46.97546314,48.06410744,2.305521471,1.29973678
lambda_0.9,lambda,0.9,6180,47.62389031,1.789460686,47.07096794,48.15741953,2.298328612,1.295883731
lambda_0.9,lambda,0.9,6240,47.70866974,1.783482742,47.16478423,48.23120604,2.291100631,1.292073461
lambda_0.9,lambda,0.9,6300,47.7873685,1.777523643,47.25622604,48.29111713,2.283840592,1.288238879
lambda_0.9,lambda,0.9,6360,47.85952378,1.771582641,47.34579043,48.3325284,2.276551471,1.284357187
lambda_0.9,lambda,0.9,6420,47.92458592,1.765660212,47.43358956,48.36603618,2.269236027,1.280449364
lambda_0.9,lambda,0.9,6480,47.98413293,1.759756662,47.51907357,48.39455708,2.261897013,1.276508988
