time_s,0.0_cm,0.1_cm,0.2_cm,0.3_cm,0.4_cm,0.5_cm,0.6_cm,0.7_cm,0.8_cm,0.9_cm,1.0_cm,1.1_cm,1.2_cm,1.3_cm,1.4_cm,1.5_cm,1.6_cm,1.7_cm,1.8_cm,1.9_cm,2.0_cm
1026,29.804112,29.810040,29.827845,29.857586,29.899360,29.953304,30.019593,30.098441,30.190098,30.294849,30.413010,30.544924,30.690949,30.851448,31.026774,31.217248,31.423139,31.644653,31.881954,32.135322,32.405531
1027,29.808117,29.814050,29.831868,29.861631,29.903435,29.957419,30.023756,30.102660,30.194382,30.299205,30.417444,30.549440,30.695550,30.856133,31.031538,31.222082,31.428032,31.649598,31.886971,32.140497,32.411042
1028,29.812125,29.818062,29.835894,29.865678,29.907514,29.961537,30.027922,30.106883,30.198669,30.303563,30.421880,30.553958,30.700151,30.860817,31.036301,31.226914,31.432924,31.654547,31.892004,32.145704,32.416591
1029,29.816136,29.822078,29.839923,29.869729,29.911595,29.965658,30.032091,30.111108,30.202958,30.307923,30.426318,30.558477,30.704754,30.865502,31.041063,31.231746,31.437817,31.659502,31.897053,32.150942,32.422175
1030,29.820150,29.826096,29.843954,29.873783,29.915680,29.969781,30.036263,30.115336,30.207250,30.312287,30.430758,30.562998,30.709358,30.870188,31.045825,31.236578,31.442711,31.664463,31.902120,32.156208,32.427793
1031,29.824167,29.830118,29.847989,29.877840,29.919767,29.973908,30.040437,30.119567,30.211545,30.316652,30.435200,30.567521,30.713962,30.874873,31.050587,31.241408,31.447606,31.669431,31.907203,32.161503,32.433440
1032,29.828187,29.834142,29.852027,29.881899,29.923858,29.978038,30.044615,30.123800,30.215842,30.321020,30.439643,30.572045,30.718568,30.879559,31.055348,31.246239,31.452504,31.674408,31.912305,32.166823,32.439118
1033,29.832210,29.838169,29.856067,29.885962,29.927951,29.982171,30.048795,30.128037,30.220142,30.325390,30.444089,30.576570,30.723174,30.884245,31.060109,31.251071,31.457405,31.679393,31.917424,32.172170,32.444822
1034,29.836236,29.842200,29.860111,29.890027,29.932047,29.986306,30.052978,30.132276,30.224444,30.329762,30.448537,30.581097,30.727782,30.888931,31.064870,31.255903,31.462309,31.684388,31.922560,32.177540,32.450553
1035,29.840265,29.846233,29.864157,29.894096,29.936146,29.990444,30.057164,30.136517,30.228749,30.334137,30.452987,30.585626,30.732390,30.893617,31.069632,31.260736,31.467217,31.689393,31.927714,32.182935,32.456310
1036,29.844297,29.850269,29.868207,29.898167,29.940248,29.994586,30.061353,30.140762,30.233056,30.338514,30.457439,30.590155,30.736999,30.898304,31.074394,31.265570,31.472130,31.694408,31.932885,32.188353,32.462090
1037,29.848332,29.854309,29.872259,29.902241,29.944353,29.998730,30.065545,30.145009,30.237366,30.342893,30.461892,30.594687,30.741609,30.902992,31.079156,31.270407,31.477048,31.699433,31.938074,32.193793,32.467894
1038,29.852370,29.858351,29.876315,29.906319,29.948461,30.002877,30.069739,30.149258,30.241678,30.347274,30.466347,30.599219,30.746220,30.907680,31.083919,31.275245,31.481971,31.704469,31.943279,32.199254,32.473720
1039,29.856410,29.862396,29.880373,29.910399,29.952572,30.007027,30.073937,30.153511,30.245993,30.351658,30.470805,30.603753,30.750832,30.912369,31.088683,31.280086,31.486900,31.709516,31.948501,32.204736,32.479568
1040,29.860454,29.866444,29.884434,29.914482,29.956686,30.011179,30.078136,30.157766,30.250310,30.356043,30.475264,30.608288,30.755444,30.917058,31.093449,31.284930,31.491835,31.714574,31.953739,32.210239,32.485436
1041,29.864501,29.870495,29.888498,29.918568,29.960802,30.015335,30.082339,30.162024,30.254630,30.360431,30.479724,30.612825,30.760058,30.921748,31.098216,31.289777,31.496777,31.719643,31.958993,32.215762,32.491325
1042,29.868551,29.874549,29.892566,29.922657,29.964922,30.019493,30.086545,30.166284,30.258952,30.364821,30.484187,30.617363,30.764673,30.926440,31.102984,31.294628,31.501725,31.724724,31.964264,32.221304,32.497234
1043,29.872603,29.878606,29.896636,29.926749,29.969044,30.023655,30.090753,30.170547,30.263277,30.369213,30.488651,30.621902,30.769289,30.931132,31.107754,31.299482,31.506681,31.729816,31.969551,32.226865,32.503161
1044,29.876659,29.882666,29.900709,29.930844,29.973169,30.027819,30.094964,30.174812,30.267603,30.373607,30.493117,30.626443,30.773905,30.935826,31.112527,31.304341,31.511644,31.734919,31.974853,32.232444,32.509108
1045,29.880717,29.886729,29.904785,29.934942,29.977297,30.031985,30.099177,30.179080,30.271933,30.378004,30.497585,30.630985,30.778524,30.940521,31.117301,31.309203,31.516614,31.740034,31.980170,32.238041,32.515072
1046,29.884779,29.890795,29.908864,29.939043,29.981428,30.036155,30.103394,30.183351,30.276264,30.382402,30.502054,30.635529,30.783143,30.945217,31.122078,31.314070,31.521592,31.745161,31.985503,32.243656,32.521054
1047,29.888843,29.894864,29.912946,29.943146,29.985562,30.040328,30.107613,30.187624,30.280598,30.386802,30.506525,30.640074,30.787764,30.949915,31.126858,31.318942,31.526577,31.750299,31.990851,32.249288,32.527053
1048,29.892911,29.898936,29.917031,29.947253,29.989699,30.044503,30.111835,30.191899,30.284934,30.391205,30.510998,30.644620,30.792386,30.954615,31.131640,31.323818,31.531571,31.755448,31.996213,32.254937,32.533069
1049,29.896981,29.903011,29.921118,29.951362,29.993839,30.048681,30.116059,30.196177,30.289273,30.395609,30.515473,30.649168,30.797009,30.959317,31.136426,31.328700,31.536572,31.760609,32.001591,32.260602,32.539102
1050,29.901054,29.907088,29.925209,29.955475,29.997981,30.052862,30.120286,30.200458,30.293613,30.400015,30.519949,30.653718,30.801634,30.964021,31.141215,31.333587,31.541582,31.765781,32.006982,32.266283,32.545150
1051,29.905131,29.911169,29.929303,29.959590,30.002126,30.057045,30.124516,30.204741,30.297956,30.404424,30.524427,30.658269,30.806261,30.968727,31.146007,31.338479,31.546600,31.770965,32.012388,32.271981,32.551215
1052,29.909210,29.915252,29.933399,29.963708,30.006274,30.061231,30.128748,30.209027,30.302302,30.408834,30.528907,30.662822,30.810889,30.973435,31.150802,31.343377,31.551626,31.776161,32.017808,32.277694,32.557294
1053,29.913292,29.919339,29.937499,29.967829,30.010425,30.065421,30.132983,30.213315,30.306649,30.413246,30.533389,30.667376,30.815520,30.978145,31.155602,31.348281,31.556661,31.781367,32.023242,32.283422,32.563389
1054,29.917377,29.923428,29.941601,29.971953,30.014579,30.069612,30.137220,30.217605,30.310999,30.417661,30.537872,30.671932,30.820152,30.982859,31.160405,31.353190,31.561704,31.786585,32.028690,32.289166,32.569499
1055,29.921465,29.927520,29.945706,29.976080,30.018736,30.073807,30.141460,30.221898,30.315351,30.422077,30.542358,30.676490,30.824786,30.987574,31.165212,31.358106,31.566756,31.791814,32.034151,32.294924,32.575623
1056,29.925556,29.931616,29.949814,29.980209,30.022895,30.078004,30.145703,30.226193,30.319705,30.426495,30.546845,30.681049,30.829422,30.992293,31.170023,31.363027,31.571816,31.797055,32.039626,32.300697,32.581762
1057,29.929650,29.935714,29.953925,29.984341,30.027057,30.082204,30.149948,30.230491,30.324061,30.430916,30.551333,30.685611,30.834060,30.997014,31.174838,31.367955,31.576885,31.802307,32.045114,32.306484,32.587915
1058,29.933746,29.939815,29.958039,29.988477,30.031222,30.086406,30.154196,30.234791,30.328420,30.435338,30.555824,30.690174,30.838700,31.001739,31.179658,31.372889,31.581963,31.807569,32.050615,32.312286,32.594081
1059,29.937846,29.943919,29.962156,29.992615,30.035390,30.090612,30.158447,30.239093,30.332780,30.439763,30.560317,30.694739,30.843343,31.006466,31.184482,31.377830,31.587050,31.812843,32.056129,32.318101,32.600262
1060,29.941948,29.948025,29.966276,29.996756,30.039560,30.094820,30.162699,30.243398,30.337143,30.444189,30.564811,30.699306,30.847988,31.011197,31.189311,31.382777,31.592145,31.818128,32.061656,32.323930,32.606455
1061,29.946054,29.952135,29.970398,30.000899,30.043733,30.099030,30.166955,30.247705,30.341508,30.448617,30.569308,30.703875,30.852636,31.015931,31.194145,31.387730,31.597249,31.823424,32.067196,32.329772,32.612662
1062,29.950162,29.956248,29.974523,30.005046,30.047909,30.103243,30.171213,30.252015,30.345876,30.453048,30.573806,30.708447,30.857286,31.020668,31.198983,31.392690,31.602362,31.828731,32.072748,32.335628,32.618882
1063,29.954273,29.960363,29.978652,30.009195,30.052088,30.107459,30.175473,30.256327,30.350245,30.457480,30.578307,30.713020,30.861939,31.025409,31.203826,31.397657,31.607483,31.834048,32.078312,32.341497,32.625114
1064,29.958387,29.964481,29.982783,30.013348,30.056269,30.111678,30.179736,30.260641,30.354617,30.461915,30.582809,30.717596,30.866594,31.030154,31.208675,31.402631,31.612614,31.839377,32.083889,32.347379,32.631359
1065,29.962504,29.968603,29.986917,30.017502,30.060454,30.115899,30.184002,30.264958,30.358991,30.466352,30.587314,30.722174,30.871252,31.034902,31.213528,31.407612,31.617753,31.844716,32.089478,32.353273,32.637617
1066,29.966624,29.972727,29.991053,30.021660,30.064640,30.120123,30.188270,30.269277,30.363367,30.470790,30.591821,30.726754,30.875913,31.039654,31.218387,31.412599,31.622901,31.850066,32.095079,32.359180,32.643887
1067,29.970747,29.976854,29.995193,30.025821,30.068830,30.124349,30.192540,30.273598,30.367745,30.475231,30.596330,30.731337,30.880577,31.044410,31.223250,31.417594,31.628058,31.855426,32.100692,32.365100,32.650169
1068,29.974872,29.980983,29.999335,30.029984,30.073022,30.128578,30.196813,30.277922,30.372126,30.479674,30.600841,30.735922,30.885245,31.049170,31.228119,31.422596,31.633224,31.860797,32.106316,32.371032,32.656463
1069,29.979001,29.985116,30.003480,30.034150,30.077217,30.132809,30.201089,30.282247,30.376508,30.484119,30.605354,30.740510,30.889915,31.053934,31.232994,31.427604,31.638399,31.866178,32.111953,32.376976,32.662768
1070,29.983132,29.989251,30.007628,30.038319,30.081415,30.137044,30.205366,30.286576,30.380893,30.488567,30.609870,30.745100,30.894588,31.058703,31.237874,31.432620,31.643582,31.871570,32.117601,32.382932,32.669085
1071,29.987266,29.993390,30.011779,30.042490,30.085615,30.141280,30.209647,30.290906,30.385280,30.493016,30.614388,30.749693,30.899265,31.063475,31.242760,31.437643,31.648775,31.876972,32.123260,32.388900,32.675414
1072,29.991403,29.997531,30.015933,30.046665,30.089818,30.145520,30.213930,30.295239,30.389670,30.497468,30.618908,30.754289,30.903945,31.068252,31.247651,31.442673,31.653976,31.882385,32.128931,32.394880,32.681754
1073,29.995543,30.001675,30.020089,30.050842,30.094024,30.149761,30.218215,30.299575,30.394062,30.501922,30.623430,30.758887,30.908628,31.073033,31.252547,31.447710,31.659186,31.887808,32.134612,32.400871,32.688106
1074,29.999685,30.005821,30.024248,30.055022,30.098232,30.154006,30.222502,30.303912,30.398455,30.506379,30.627956,30.763489,30.913315,31.077818,31.257450,31.452754,31.664404,31.893240,32.140305,32.406874,32.694468
1075,30.003830,30.009971,30.028410,30.059204,30.102443,30.158253,30.226793,30.308252,30.402852,30.510837,30.632483,30.768093,30.918005,31.082608,31.262358,31.457806,31.669632,31.898683,32.146010,32.412889,32.700841
1076,30.007979,30.014123,30.032575,30.063389,30.106656,30.162502,30.231085,30.312595,30.407250,30.515298,30.637013,30.772699,30.922699,31.087403,31.267272,31.462865,31.674868,31.904136,32.151725,32.418914,32.707225
1077,30.012129,30.018278,30.036742,30.067577,30.110873,30.166754,30.235380,30.316939,30.411651,30.519762,30.641546,30.777309,30.927397,31.092202,31.272192,31.467931,31.680113,31.909600,32.157450,32.424950,32.713620
1078,30.016283,30.022436,30.040913,30.071768,30.115091,30.171009,30.239678,30.321287,30.416054,30.524227,30.646081,30.781922,30.932098,31.097006,31.277118,31.473005,31.685367,31.915072,32.163187,32.430998,32.720026
1079,30.020440,30.026597,30.045086,30.075961,30.119313,30.175266,30.243977,30.325636,30.420460,30.528695,30.650619,30.786538,30.936803,31.101815,31.282050,31.478086,31.690629,31.920555,32.168934,32.437056,32.726442
1080,30.024599,30.030760,30.049261,30.080157,30.123537,30.179526,30.248280,30.329988,30.424868,30.533166,30.655159,30.791157,30.941512,31.106628,31.286988,31.483174,31.695900,31.926048,32.174692,32.443126,32.732868
1081,30.028761,30.034926,30.053440,30.084356,30.127764,30.183788,30.252585,30.334342,30.429278,30.537639,30.659703,30.795780,30.946224,31.111446,31.291932,31.488269,31.701180,31.931550,32.180460,32.449200,32.739174
1082,30.032926,30.039095,30.057621,30.088557,30.131993,30.188052,30.256892,30.338699,30.433691,30.542115,30.664249,30.800405,30.950941,31.116269,31.296882,31.493372,31.706469,31.937063,32.186237,32.455264,32.745388
1083,30.037094,30.043267,30.061805,30.092761,30.136225,30.192320,30.261201,30.343058,30.438106,30.546593,30.668797,30.805034,30.955662,31.121098,31.301838,31.498483,31.711766,31.942584,32.192020,32.461307,32.751545
1084,30.041264,30.047441,30.065991,30.096967,30.140459,30.196589,30.265514,30.347419,30.442523,30.551073,30.673349,30.809666,30.960386,31.125931,31.306800,31.503600,31.717071,31.948114,32.197804,32.467327,32.757660
1085,30.045437,30.051618,30.070180,30.101177,30.144696,30.200862,30.269828,30.351783,30.446943,30.555557,30.677904,30.814302,30.965115,31.130769,31.311769,31.508726,31.722385,31.953651,32.203587,32.473325,32.763738
1086,30.049613,30.055798,30.074372,30.105389,30.148936,30.205136,30.274145,30.356149,30.451366,30.560043,30.682461,30.818941,30.969848,31.135612,31.316743,31.513858,31.727707,31.959194,32.209367,32.479302,32.769786
1087,30.053791,30.059981,30.078567,30.109603,30.153178,30.209414,30.278465,30.360518,30.455791,30.564531,30.687022,30.823583,30.974585,31.140461,31.321724,31.518998,31.733036,31.964741,32.215142,32.485259,32.775808
1088,30.057973,30.064166,30.082764,30.113820,30.157423,30.213693,30.282787,30.364889,30.460218,30.569022,30.691585,30.828229,30.979327,31.145314,31.326711,31.524144,31.738372,31.970293,32.220912,32.491197,32.781805
1089,30.062157,30.068354,30.086964,30.118040,30.161670,30.217976,30.287111,30.369263,30.464648,30.573516,30.696151,30.832879,30.984072,31.150173,31.331704,31.529298,31.743714,31.975846,32.226674,32.497118,32.787780
1090,30.066343,30.072545,30.091167,30.122263,30.165920,30.222260,30.291438,30.373639,30.469080,30.578013,30.700721,30.837532,30.988822,31.155037,31.336704,31.534459,31.749063,31.981402,32.232430,32.503023,32.793736
1091,30.070533,30.076738,30.095372,30.126488,30.170173,30.226548,30.295767,30.378017,30.473516,30.582512,30.705294,30.842188,30.993577,31.159906,31.341709,31.539625,31.754416,31.986958,32.238179,32.508912,32.799673
1092,30.074725,30.080934,30.099580,30.130716,30.174428,30.230838,30.300099,30.382399,30.477953,30.587014,30.709870,30.846849,30.998335,31.164780,31.346721,31.544799,31.759775,31.992514,32.243920,32.514786,32.805593
1093,30.078919,30.085133,30.103791,30.134946,30.178685,30.235130,30.304434,30.386782,30.482394,30.591520,30.714449,30.851513,31.003099,31.169660,31.351738,31.549977,31.765137,31.998070,32.249655,32.520647,32.811497
1094,30.083117,30.089334,30.108004,30.139179,30.182945,30.239425,30.308771,30.391168,30.486837,30.596027,30.719031,30.856181,31.007866,31.174545,31.356761,31.555162,31.770503,32.003625,32.255382,32.526494,32.817386
1095,30.087317,30.093538,30.112220,30.143414,30.187208,30.243722,30.313110,30.395557,30.491282,30.600538,30.723616,30.860853,31.012639,31.179435,31.361790,31.560352,31.775872,32.009179,32.261101,32.532329,32.823261
1096,30.091520,30.097745,30.116439,30.147652,30.191474,30.248022,30.317452,30.399948,30.495731,30.605052,30.728205,30.865528,31.017415,31.184331,31.366825,31.565547,31.781244,32.014732,32.266814,32.538152,32.829123
1097,30.095725,30.101955,30.120660,30.151893,30.195741,30.252325,30.321796,30.404342,30.500182,30.609569,30.732797,30.870208,31.022196,31.189231,31.371864,31.570746,31.786618,32.020283,32.272519,32.543964,32.834973
1098,30.099934,30.106167,30.124884,30.156137,30.200012,30.256630,30.326143,30.408739,30.504635,30.614088,30.737393,30.874891,31.026982,31.194136,31.376909,31.575950,31.791995,32.025831,32.278218,32.549765,32.840811
1099,30.104144,30.110381,30.129110,30.160383,30.204285,30.260937,30.330493,30.413138,30.509092,30.618611,30.741992,30.879578,31.031772,31.199047,31.381959,31.581158,31.797373,32.031378,32.283909,32.555556,32.846637
1100,30.108358,30.114599,30.133339,30.164631,30.208561,30.265247,30.334845,30.417540,30.513551,30.623137,30.746594,30.884270,31.036567,31.203962,31.387014,31.586370,31.802753,32.036922,32.289594,32.561336,32.852453
1101,30.112574,30.118819,30.137571,30.168882,30.212839,30.269560,30.339200,30.421944,30.518013,30.627666,30.751200,30.888965,31.041366,31.208883,31.392074,31.591585,31.808133,32.042463,32.295273,32.567107,32.858259
1102,30.116793,30.123041,30.141805,30.173136,30.217119,30.273875,30.343557,30.426351,30.522478,30.632198,30.755810,30.893664,31.046170,31.213808,31.397138,31.596804,31.813515,32.048002,32.300945,32.572869,32.864055
1103,30.121014,30.127267,30.146042,30.177392,30.221403,30.278193,30.347917,30.430761,30.526946,30.636733,30.760422,30.898367,31.050978,31.218737,31.402207,31.602026,31.818897,32.053539,32.306611,32.578622,32.869841
1104,30.125238,30.131495,30.150282,30.181651,30.225689,30.282514,30.352279,30.435173,30.531417,30.641271,30.765039,30.903074,31.055790,31.223672,31.407279,31.607251,31.824280,32.059072,32.312270,32.584367,32.875619
1105,30.129465,30.135725,30.154524,30.185913,30.229977,30.286837,30.356645,30.439588,30.535890,30.645812,30.769659,30.907785,31.060607,31.228610,31.412356,31.612479,31.829664,32.064603,32.317924,32.590103,32.881388
1106,30.133694,30.139958,30.158769,30.190177,30.234268,30.291162,30.361012,30.444006,30.540367,30.650357,30.774282,30.912500,31.065428,31.233554,31.417437,31.617709,31.835047,32.070131,32.323572,32.595832,32.887148
1107,30.137926,30.144194,30.163016,30.194443,30.238562,30.295490,30.365383,30.448427,30.544846,30.654905,30.778909,30.917219,31.070254,31.238501,31.422521,31.622941,31.840431,32.075656,32.329214,32.601553,32.892901
1108,30.142160,30.148432,30.167266,30.198713,30.242858,30.299821,30.369756,30.452850,30.549329,30.659456,30.783540,30.921942,31.075083,31.243453,31.427609,31.628176,31.845814,32.081179,32.334851,32.607266,32.898646
1109,30.146397,30.152673,30.171519,30.202984,30.247156,30.304154,30.374131,30.457276,30.553814,30.664010,30.788174,30.926669,31.079917,31.248408,31.432701,31.633412,31.851197,32.086698,32.340483,32.612972,32.904384
1110,30.150637,30.156917,30.175774,30.207259,30.251458,30.308490,30.378510,30.461705,30.558302,30.668567,30.792812,30.931400,31.084755,31.253368,31.437795,31.638651,31.856581,32.092215,32.346109,32.618672,32.910114
1111,30.154879,30.161163,30.180031,30.211536,30.255762,30.312829,30.382891,30.466137,30.562794,30.673128,30.797453,30.936135,31.089597,31.258332,31.442893,31.643891,31.861963,32.097729,32.351729,32.624365,32.915838
1112,30.159124,30.165412,30.184292,30.215815,30.260068,30.317170,30.387274,30.470571,30.567288,30.677692,30.802098,30.940873,31.094443,31.263299,31.447994,31.649133,31.867345,32.103239,32.357345,32.630051,32.921555
1113,30.163372,30.169663,30.188555,30.220098,30.264377,30.321514,30.391661,30.475009,30.571785,30.682260,30.806747,30.945616,31.099293,31.268270,31.453098,31.654376,31.872727,32.108747,32.362956,32.635731,32.927266
1114,30.167622,30.173917,30.192820,30.224382,30.268689,30.325860,30.396050,30.479449,30.576286,30.686830,30.811399,30.950362,31.104147,31.273245,31.458204,31.659621,31.878108,32.114253,32.368562,32.641405,32.932970
1115,30.171875,30.178174,30.197088,30.228670,30.273004,30.330209,30.400442,30.483892,30.580789,30.691404,30.816055,30.955112,31.109005,31.278223,31.463313,31.664867,31.883488,32.119755,32.374163,32.647073,32.938668
1116,30.176130,30.182433,30.201359,30.232960,30.277321,30.334561,30.404837,30.488338,30.585296,30.695982,30.820715,30.959866,31.113866,31.283204,31.468425,31.670114,31.888868,32.125254,32.379760,32.652736,32.944360
1117,30.180388,30.186695,30.205633,30.237253,30.281640,30.338916,30.409234,30.492787,30.589806,30.700563,30.825378,30.964624,31.118732,31.288189,31.473539,31.675362,31.894246,32.130751,32.385352,32.658393,32.950047
1118,30.184649,30.190959,30.209909,30.241548,30.285962,30.343273,30.413634,30.497239,30.594319,30.705147,30.830044,30.969385,31.123600,31.293177,31.478656,31.680611,31.899624,32.136245,32.390940,32.664044,32.955728
1119,30.188912,30.195226,30.214187,30.245846,30.290287,30.347633,30.418037,30.501694,30.598835,30.709734,30.834714,30.974150,31.128473,31.298169,31.483775,31.685860,31.905001,32.141736,32.396523,32.669690,32.961404
1120,30.193177,30.199496,30.218468,30.250146,30.294615,30.351995,30.422443,30.506152,30.603354,30.714325,30.839388,30.978919,31.133349,31.303163,31.488895,31.691111,31.910377,32.147225,32.402102,32.675331,32.967075
1121,30.197446,30.203768,30.222752,30.254449,30.298945,30.356361,30.426852,30.510613,30.607876,30.718919,30.844065,30.983692,31.138228,31.308160,31.494018,31.696362,31.915753,32.152711,32.407677,32.680967,32.972740
1122,30.201717,30.208043,30.227038,30.258755,30.303278,30.360729,30.431263,30.515076,30.612402,30.723517,30.848746,30.988467,31.143111,31.313160,31.499143,31.701614,31.921127,32.158194,32.413248,32.686598,32.978401
1123,30.205990,30.212320,30.231327,30.263063,30.307613,30.365099,30.435678,30.519543,30.616930,30.728117,30.853431,30.993247,31.147997,31.318163,31.504270,31.706867,31.926500,32.163675,32.418815,32.692224,32.984057
1124,30.210267,30.216600,30.235619,30.267374,30.311952,30.369473,30.440095,30.524013,30.621462,30.732722,30.858118,30.998030,31.152887,31.323169,31.509399,31.712120,31.931872,32.169153,32.424378,32.697846,32.989708
1125,30.214545,30.220883,30.239913,30.271688,30.316293,30.373849,30.444515,30.528485,30.625997,30.737329,30.862810,31.002816,31.157779,31.328177,31.514529,31.717374,31.937243,32.174628,32.429938,32.703463,32.995354
1126,30.218827,30.225168,30.244210,30.276004,30.320636,30.378228,30.448938,30.532961,30.630535,30.741940,30.867504,31.007606,31.162675,31.333188,31.519661,31.722627,31.942613,32.180101,32.435493,32.709076,33.000996
1127,30.223111,30.229456,30.248510,30.280323,30.324982,30.382610,30.453363,30.537440,30.635076,30.746554,30.872202,31.012399,31.167574,31.338202,31.524795,31.727882,31.947982,32.185572,32.441045,32.714684,33.006634
1128,30.227397,30.233747,30.252812,30.284645,30.329331,30.386994,30.457792,30.541921,30.639621,30.751172,30.876904,31.017196,31.172476,31.343218,31.529930,31.733136,31.953350,32.191040,32.446594,32.720289,33.012268
1129,30.231687,30.238040,30.257117,30.288969,30.333683,30.391382,30.462223,30.546406,30.644168,30.755793,30.881609,31.021995,31.177381,31.348236,31.535067,31.738391,31.958717,32.196505,32.452139,32.725889,33.017897
1130,30.235978,30.242335,30.261424,30.293296,30.338037,30.395772,30.466658,30.550894,30.648719,30.760417,30.886317,31.026798,31.182288,31.353257,31.540205,31.743646,31.964083,32.201968,32.457680,32.731485,33.023523
1131,30.240273,30.246634,30.265734,30.297625,30.342394,30.400165,30.471095,30.555385,30.653273,30.765044,30.891028,31.031605,31.187199,31.358280,31.545344,31.748902,31.969447,32.207429,32.463218,32.737077,33.029144
1132,30.244570,30.250935,30.270047,30.301957,30.346754,30.404560,30.475535,30.559879,30.657830,30.769675,30.895743,31.036414,31.192113,31.363305,31.550485,31.754157,31.974811,32.212888,32.468753,32.742666,33.034762
1133,30.248870,30.255238,30.274362,30.306292,30.351117,30.408959,30.479978,30.564375,30.662391,30.774309,30.900461,31.041227,31.197029,31.368332,31.555627,31.759413,31.980173,32.218344,32.474285,32.748251,33.040376
1134,30.253172,30.259545,30.278680,30.310630,30.355482,30.413360,30.484424,30.568875,30.666954,30.778946,30.905183,31.046042,31.201948,31.373361,31.560770,31.764668,31.985534,32.223798,32.479813,32.753832,33.045986
1135,30.257477,30.263854,30.283001,30.314970,30.359850,30.417764,30.488873,30.573378,30.671521,30.783586,30.909907,31.050861,31.206870,31.378393,31.565914,31.769924,31.990894,32.229250,32.485339,32.759409,33.051593
1136,30.261785,30.268165,30.287324,30.319313,30.364221,30.422171,30.493325,30.577884,30.676090,30.788230,30.914635,31.055683,31.211794,31.383426,31.571059,31.775180,31.996253,32.234699,32.490861,32.764983,33.057197
1137,30.266095,30.272479,30.291650,30.323659,30.368595,30.426581,30.497780,30.582393,30.680663,30.792877,30.919366,31.060507,31.216721,31.388461,31.576206,31.780435,32.001611,32.240146,32.496380,32.770554,33.062797
1138,30.270408,30.276796,30.295978,30.328007,30.372971,30.430994,30.502238,30.586906,30.685240,30.797527,30.924100,31.065335,31.221650,31.393498,31.581353,31.785691,32.006968,32.245592,32.501897,32.776121,33.068393
1139,30.274723,30.281116,30.300310,30.332359,30.377350,30.435409,30.506699,30.591421,30.689819,30.802180,30.928837,31.070165,31.226582,31.398537,31.586501,31.790947,32.012323,32.251035,32.507410,32.781685,33.073986
1140,30.279042,30.285438,30.304644,30.336712,30.381732,30.439828,30.511163,30.595939,30.694401,30.806837,30.933577,31.074999,31.231516,31.403578,31.591651,31.796202,32.017678,32.256476,32.512921,32.787246,33.079577
1141,30.283362,30.289763,30.308981,30.341069,30.386117,30.444249,30.515629,30.600460,30.698987,30.811496,30.938321,31.079835,31.236453,31.408621,31.596801,31.801458,32.023031,32.261915,32.518429,32.792805,33.085204
1142,30.287686,30.294090,30.313320,30.345428,30.390504,30.448673,30.520099,30.604985,30.703575,30.816159,30.943067,31.084674,31.241392,31.413665,31.601952,31.806713,32.028383,32.267352,32.523935,32.798368,33.090859
1143,30.292012,30.298420,30.317662,30.349790,30.394895,30.453100,30.524572,30.609512,30.708167,30.820825,30.947816,31.089515,31.246333,31.418711,31.607104,31.811968,32.033735,32.272787,32.529440,32.803938,33.096532
1144,30.296341,30.302753,30.322007,30.354155,30.399288,30.457530,30.529047,30.614043,30.712762,30.825493,30.952568,31.094360,31.251277,31.423758,31.612257,31.817223,32.039085,32.278220,32.534944,32.809515,33.102219
1145,30.300673,30.307089,30.326354,30.358523,30.403684,30.461963,30.533526,30.618576,30.717360,30.830165,30.957324,31.099207,31.256223,31.428807,31.617410,31.822478,32.044434,32.283653,32.540450,32.815098,33.107916
1146,30.305007,30.311427,30.330705,30.362893,30.408082,30.466399,30.538007,30.623113,30.721961,30.834840,30.962082,31.104056,31.261171,31.433858,31.622565,31.827733,32.049782,32.289084,32.545957,32.820689,33.113624
1147,30.309344,30.315768,30.335058,30.367266,30.412484,30.470837,30.542492,30.627652,30.726565,30.839518,30.966843,31.108909,31.266121,31.438910,31.627719,31.832988,32.055130,32.294515,32.551466,32.826286,33.119339
1148,30.313684,30.320112,30.339413,30.371642,30.416888,30.475279,30.546979,30.632195,30.731172,30.844199,30.971607,31.113763,31.271073,31.443964,31.632875,31.838243,32.060476,32.299946,32.556978,32.831889,33.125063
1149,30.318026,30.324458,30.343772,30.376021,30.421296,30.479723,30.551470,30.636740,30.735782,30.848883,30.976373,31.118621,31.276027,31.449019,31.638031,31.843497,32.065823,32.305377,32.562492,32.837498,33.130793
1150,30.322371,30.328807,30.348133,30.380402,30.425706,30.484171,30.555963,30.641289,30.740395,30.853570,30.981143,31.123481,31.280984,31.454075,31.643189,31.848752,32.071169,32.310809,32.568010,32.843112,33.136530
1151,30.326719,30.333159,30.352497,30.384787,30.430119,30.488621,30.560460,30.645841,30.745011,30.858260,30.985915,31.128343,31.285942,31.459133,31.648346,31.854006,32.076515,32.316242,32.573530,32.848732,33.142272
1152,30.331069,30.337513,30.356864,30.389174,30.434534,30.493074,30.564959,30.650395,30.749631,30.862953,30.990690,31.133208,31.290902,31.464192,31.653505,31.859261,32.081862,32.321676,32.579052,32.854356,33.148021
1153,30.335423,30.341871,30.361233,30.393564,30.438953,30.497530,30.569461,30.654953,30.754253,30.867649,30.995468,31.138075,31.295864,31.469252,31.658664,31.864516,32.087208,32.327110,32.584578,32.859985,33.153774
