time_s,radius_cm,oven_temperature_C,oven_temperature_K,oven_moisture_kg_kg,surface_temperature_C,surface_temperature_K,surface_moisture_kg_kg,surface_dry_bulk_density_kg_m3,water_mass_flux_kg_m2_s,latent_heat_J_kg,latent_heat_flux_W_m2,convective_heat_flux_W_m2,conductive_heat_flux_W_m2,surface_energy_residual_W_m2
95580,1.2029,49.99591667,323.1459167,0.04999041667,48.77148529,321.9214853,0.07210748983,714.9373373,1.264985712e-05,2385699.295,30.1787552,30.61078441,0.4320292799,-6.79117349e-08
95640,1.202866667,49.99591667,323.1459167,0.04999041667,48.77390772,321.9239077,0.07206348706,714.9629878,1.262514269e-05,2385693.578,30.11972183,30.55022355,0.4305016329,8.813451302e-08
95700,1.202833333,49.99591667,323.1459167,0.04999041667,48.77632211,321.9263221,0.07201961832,714.9885623,1.260050178e-05,2385687.88,30.06086437,30.48986394,0.4289995904,-2.35981048e-08
95760,1.2028,49.99591667,323.1459167,0.04999041667,48.77872873,321.9287287,0.07197587831,715.0140638,1.257593142e-05,2385682.2,30.00217574,30.42969837,0.427522759,-1.290996714e-07
95820,1.202766667,49.99591667,323.1459167,0.04999041667,48.78112781,321.9311278,0.07193226365,715.0394943,1.255142974e-05,2385676.538,29.94365144,30.3697215,0.4260701008,-4.811655785e-08
95880,1.202733333,49.99591667,323.1459167,0.04999041667,48.7835195,321.9335195,0.07188877193,715.0648552,1.252699539e-05,2385670.894,29.88528829,30.30992913,0.424640966,-1.22258502e-07
95940,1.2027,49.99591667,323.1459167,0.04999041667,48.78590395,321.935904,0.07184540139,715.0901475,1.25026274e-05,2385665.267,29.82708392,30.25031781,0.4232339306,-4.901707484e-08
96000,1.202666667,49.99591667,323.1459167,0.04999041667,48.78828128,321.9382813,0.07180215062,715.1153719,1.247832499e-05,2385659.656,29.76903651,30.19088459,0.4218480873,-8.532776263e-09
96060,1.202633333,49.99591667,323.1459167,0.04999041667,48.79065159,321.9406516,0.07175901852,715.1405292,1.245408756e-05,2385654.062,29.71114458,30.13162688,0.4204824,-9.69353664e-08
96120,1.2026,49.99591667,323.1459167,0.04999041667,48.79301497,321.943015,0.07171600412,715.1656198,1.242991458e-05,2385648.485,29.65340687,30.0725424,0.4191355748,-4.831289147e-08
96180,1.202566667,49.99591667,323.1459167,0.04999041667,48.79537151,321.9453715,0.07167310662,715.1906443,1.24058056e-05,2385642.923,29.59582233,30.01362903,0.4178067052,2.568764756e-09
96240,1.202533333,49.99591667,323.1459167,0.04999041667,48.79772127,321.9477213,0.07163032528,715.215603,1.238176023e-05,2385637.378,29.53839,29.95488481,0.4164947557,4.996719483e-08
96300,1.2025,49.99591667,323.1459167,0.04999041667,48.80006435,321.9500643,0.07158765945,715.2404963,1.235777812e-05,2385631.848,29.48110905,29.89630801,0.4151989494,1.130656102e-08
96360,1.202466667,49.99591667,323.1459167,0.04999041667,48.80240079,321.9524008,0.07154510854,715.2653245,1.233385894e-05,2385626.334,29.42397869,29.83789694,0.4139182513,-6.233769057e-09
96420,1.202433333,49.99591667,323.1459167,0.04999041667,48.80473067,321.9547307,0.07150267199,715.2900879,1.23100024e-05,2385620.836,29.36699822,29.77965002,0.4126518845,-8.632810733e-08
96480,1.2024,49.99591667,323.1459167,0.04999041667,48.80705403,321.957054,0.07146034927,715.3147869,1.228620821e-05,2385615.352,29.31016694,29.72156584,0.4113989435,-4.815395727e-08
96540,1.202366667,49.99591667,323.1459167,0.04999041667,48.80937095,321.9593709,0.07141813993,715.3394217,1.226247613e-05,2385609.885,29.25348428,29.66364299,0.4101587808,-7.022599036e-08
96600,1.202333333,49.99591667,323.1459167,0.04999041667,48.81168146,321.9616815,0.07137604346,715.3639925,1.223880589e-05,2385604.432,29.19694957,29.60588018,0.40893062,-9.736798035e-09
96660,1.2023,49.99591667,323.1459167,0.04999041667,48.81398562,321.9639856,0.0713340594,715.3884996,1.221519724e-05,2385598.994,29.14056225,29.54827619,0.4077139432,-1.285940243e-09
96720,1.202266667,49.99591667,323.1459167,0.04999041667,48.81628347,321.9662835,0.07129218735,715.4129433,1.219164997e-05,2385593.571,29.08432179,29.49082984,0.4065081032,-5.520147184e-08
96780,1.202233333,49.99591667,323.1459167,0.04999041667,48.81857506,321.9685751,0.07125042687,715.4373237,1.216816384e-05,2385588.163,29.02822763,29.43354006,0.405312453,-2.222765971e-08
96840,1.2022,49.99591667,323.1459167,0.04999041667,48.82086044,321.9708604,0.07120877755,715.4616411,1.214473864e-05,2385582.769,28.97227923,29.37640576,0.4041266039,-7.8381305e-08
96900,1.202166667,49.99591667,323.1459167,0.04999041667,48.82313963,321.9731396,0.07116723898,715.4858958,1.212137415e-05,2385577.39,28.9164761,29.31942598,0.4029497799,9.348867991e-08
96960,1.202133333,49.99591667,323.1459167,0.04999041667,48.82541268,321.9754127,0.07112581076,715.5100879,1.209807015e-05,2385572.026,28.86081772,29.26259974,0.4017821088,-8.509702809e-08
97020,1.2021,49.99591667,323.1459167,0.04999041667,48.82767962,321.9776796,0.07108449254,715.5342176,1.207482646e-05,2385566.676,28.80530363,29.20592612,0.4006225565,-6.244187389e-08
97080,1.202066667,49.99591667,323.1459167,0.04999041667,48.8299405,321.9799405,0.0710432839,715.5582852,1.205164286e-05,2385561.34,28.7499333,29.14940428,0.3994709928,-6.788393847e-09
97140,1.202033333,49.99591667,323.1459167,0.04999041667,48.83219533,321.9821953,0.07100218449,715.5822908,1.202851916e-05,2385556.019,28.69470629,29.09303336,0.3983271582,-8.550329866e-08
97200,1.202,49.99591667,323.1459167,0.04999041667,48.83444416,321.9844442,0.07096119392,715.6062347,1.200545516e-05,2385550.712,28.63962209,29.03681258,0.3971905353,-4.318169289e-08
97260,1.202,49.99591667,323.1459167,0.04999041667,48.83669148,321.9866915,0.07092001237,715.630292,1.198228215e-05,2385545.408,28.58427816,28.9806296,0.3963514536,-1.518079884e-08
97320,1.202,49.99591667,323.1459167,0.04999041667,48.83893649,321.9889365,0.07087884508,715.6543428,1.19591156e-05,2385540.11,28.52894995,28.92450439,0.3955544059,3.288728934e-08
97380,1.202,49.99591667,323.1459167,0.04999041667,48.84117803,321.991178,0.07083774819,715.6783543,1.193598713e-05,2385534.82,28.47371291,28.86846588,0.3947529601,9.029914594e-09
97440,1.202,49.99591667,323.1459167,0.04999041667,48.84341552,321.9934155,0.07079673903,715.7023164,1.191290649e-05,2385529.539,28.41859033,28.81252876,0.3939384805,-5.656589508e-08
97500,1.202,49.99591667,323.1459167,0.04999041667,48.8456486,321.9956486,0.07075582543,715.7262245,1.188987809e-05,2385524.269,28.36359275,28.75670175,0.3931090375,-3.254821124e-08
97560,1.202,49.99591667,323.1459167,0.04999041667,48.84787704,321.997877,0.07071501159,715.7500761,1.186690431e-05,2385519.01,28.30872583,28.70099063,0.3922647646,3.203257037e-08
97620,1.202,49.99591667,323.1459167,0.04999041667,48.85010069,322.0001007,0.07067429993,715.7738698,1.184398653e-05,2385513.762,28.25399288,28.64539934,0.3914064391,2.482811823e-08
97680,1.202,49.99591667,323.1459167,0.04999041667,48.85231944,322.0023194,0.07063369196,715.7976048,1.182112561e-05,2385508.526,28.19939592,28.58993078,0.3905348378,1.953704754e-08
97740,1.202,49.99591667,323.1459167,0.04999041667,48.85453318,322.0045332,0.0705931886,715.8212803,1.179832206e-05,2385503.302,28.14493624,28.53458714,0.3896508659,3.703947016e-08
97800,1.202,49.99591667,323.1459167,0.04999041667,48.85674186,322.0067419,0.07055279042,715.8448962,1.177557625e-05,2385498.089,28.09061464,28.47937021,0.3887555574,2.001873511e-08
97860,1.202,49.99591667,323.1459167,0.04999041667,48.85894541,322.0089454,0.07051249779,715.8684521,1.175288836e-05,2385492.889,28.03643161,28.42428137,0.3878498168,-5.457315666e-08
97920,1.202,49.99591667,323.1459167,0.04999041667,48.8611438,322.0111438,0.0704723109,715.891948,1.173025853e-05,2385487.701,27.98238745,28.36932178,0.3869344193,-8.782380334e-08
97980,1.202,49.99591667,323.1459167,0.04999041667,48.86333697,322.013337,0.07043222978,715.9153839,1.170768678e-05,2385482.525,27.92848223,28.31449245,0.3860102691,-5.405278714e-08
98040,1.202,49.99591667,323.1459167,0.04999041667,48.8655249,322.0155249,0.07039225441,715.9387596,1.168517313e-05,2385477.361,27.87471596,28.25979416,0.3850782698,-6.357021931e-08
98100,1.202,49.99591667,323.1459167,0.04999041667,48.86770756,322.0177076,0.07035238476,715.9620752,1.166271754e-05,2385472.21,27.82108859,28.20522765,0.3841390672,-8.231275217e-09
98160,1.202,49.99591667,323.1459167,0.04999041667,48.86988493,322.0198849,0.07031262065,715.9853309,1.164031995e-05,2385467.072,27.76759995,28.1507935,0.3831935647,-1.913398506e-08
98220,1.202,49.99591667,323.1459167,0.04999041667,48.87205698,322.022057,0.07027296194,716.0085266,1.161798028e-05,2385461.946,27.71424985,28.09649224,0.3822424074,-2.316529191e-08
98280,1.202,49.99591667,323.1459167,0.04999041667,48.8742237,322.0242237,0.07023340843,716.0316626,1.159569844e-05,2385456.832,27.66103806,28.04232427,0.3812862406,-3.341575194e-08
98340,1.202,49.99591667,323.1459167,0.04999041667,48.87638507,322.0263851,0.0701939599,716.0547388,1.15734743e-05,2385451.731,27.60796431,27.98828996,0.3803257093,-5.871319786e-08
98400,1.202,49.99591667,323.1459167,0.04999041667,48.87854108,322.0285411,0.07015461612,716.0777554,1.155130775e-05,2385446.643,27.55502829,27.93438959,0.3793613292,-2.594495285e-08
98460,1.202,49.99591667,323.1459167,0.04999041667,48.88069173,322.0306917,0.07011537687,716.1007126,1.152919867e-05,2385441.568,27.50222975,27.8806234,0.3783936164,2.614109818e-08
98520,1.202,49.99591667,323.1459167,0.04999041667,48.882837,322.032837,0.07007624184,716.1236105,1.150714691e-05,2385436.505,27.44956831,27.82699155,0.3774233442,-1.120691167e-07
98580,1.202,49.99591667,323.1459167,0.04999041667,48.8849769,322.0349769,0.07003721081,716.1464491,1.148515236e-05,2385431.455,27.39704369,27.77349417,0.3764505125,-2.926573117e-08
98640,1.202,49.99591667,323.1459167,0.04999041667,48.88711141,322.0371114,0.06999828348,716.1692288,1.146321484e-05,2385426.417,27.34465549,27.72013135,0.3754758948,-3.690547956e-08
98700,1.202,49.99591667,323.1459167,0.04999041667,48.88924054,322.0392405,0.06995945956,716.1919496,1.144133421e-05,2385421.392,27.29240338,27.66690315,0.3744998773,-1.064455439e-07
98760,1.202,49.99591667,323.1459167,0.04999041667,48.89136428,322.0413643,0.06992073877,716.2146117,1.141951033e-05,2385416.38,27.24028699,27.61380955,0.3735227177,-1.505030234e-07
98820,1.202,49.99591667,323.1459167,0.04999041667,48.89348265,322.0434826,0.06988212083,716.2372153,1.139774304e-05,2385411.381,27.18830596,27.56085053,0.3725445445,3.142839589e-08
98880,1.202,49.99591667,323.1459167,0.04999041667,48.89559563,322.0455956,0.06984360544,716.2597604,1.137603219e-05,2385406.394,27.13645992,27.50802602,0.3715660017,9.785738442e-08
98940,1.202,49.99591667,323.1459167,0.04999041667,48.89770323,322.0477032,0.0698051923,716.2822473,1.135437762e-05,2385401.42,27.0847485,27.45533595,0.3705874755,-2.1473614e-08
99000,1.202,49.99591667,323.1459167,0.04999041667,48.89980546,322.0498055,0.06976688113,716.3046761,1.133277918e-05,2385396.459,27.03317132,27.40278019,0.3696089654,-9.43014058e-08
99060,1.202,49.99591667,323.1459167,0.04999041667,48.90190232,322.0519023,0.06972867158,716.327047,1.131123669e-05,2385391.511,26.98172797,27.35035862,0.3686307285,-7.564807447e-08
99120,1.202,49.99591667,323.1459167,0.04999041667,48.90399382,322.0539938,0.0696905634,716.3493602,1.128975001e-05,2385386.575,26.9304181,27.29807107,0.3676528933,7.418593029e-08
99180,1.202,49.99591667,323.1459167,0.04999041667,48.90607997,322.05608,0.06965255629,716.3716158,1.126831898e-05,2385381.651,26.87924135,27.24591736,0.3666759745,4.010413335e-08
99240,1.202,49.99591667,323.1459167,0.04999041667,48.90816077,322.0581608,0.06961464989,716.3938139,1.124694343e-05,2385376.741,26.82819726,27.19389729,0.3657001004,-6.564124533e-08
99300,1.202,49.99591667,323.1459167,0.04999041667,48.91023624,322.0602362,0.06957684394,716.4159549,1.12256232e-05,2385371.842,26.77728549,27.14201067,0.3647252703,-9.30835391e-08
99360,1.202,49.99591667,323.1459167,0.04999041667,48.91230638,322.0623064,0.06953913815,716.4380387,1.120435814e-05,2385366.957,26.72650568,27.09025726,0.3637516123,-3.489888556e-08
99420,1.202,49.99591667,323.1459167,0.04999041667,48.91437119,322.0643712,0.06950153216,716.4600656,1.118314807e-05,2385362.084,26.67585739,27.0386368,0.3627793835,3.296215922e-08
99480,1.202,49.99591667,323.1459167,0.04999041667,48.9164307,322.0664307,0.06946402573,716.4820358,1.116199285e-05,2385357.224,26.62534028,26.98714906,0.3618088408,-5.957193494e-08
99540,1.202,49.99591667,323.1459167,0.04999041667,48.91848492,322.0684849,0.06942661851,716.5039493,1.11408923e-05,2385352.376,26.57495392,26.93579377,0.3608398546,-7.780961653e-09
99600,1.202,49.99591667,323.1459167,0.04999041667,48.92053384,322.0705338,0.06938931021,716.5258065,1.111984627e-05,2385347.54,26.52469795,26.88457061,0.3598726819,-1.668956884e-08
99660,1.202,49.99591667,323.1459167,0.04999041667,48.92257749,322.0725775,0.06935210051,716.5476074,1.109885459e-05,2385342.717,26.47457196,26.83347935,0.3589074506,-5.632069389e-08
99720,1.202,49.99591667,323.1459167,0.04999041667,48.92461588,322.0746159,0.06931498914,716.5693522,1.10779171e-05,2385337.907,26.42457559,26.78251971,0.3579441601,-4.017301336e-08
99780,1.202,49.99591667,323.1459167,0.04999041667,48.92664901,322.076649,0.06927797578,716.591041,1.105703365e-05,2385333.108,26.37470845,26.73169134,0.3569829383,-5.254868896e-08
99840,1.202,49.99591667,323.1459167,0.04999041667,48.92867691,322.0786769,0.06924106014,716.6126741,1.103620408e-05,2385328.322,26.32497016,26.68099394,0.3560237845,-4.359090866e-09
99900,1.202,49.99591667,323.1459167,0.04999041667,48.93069958,322.0806996,0.06920424189,716.6342517,1.101542821e-05,2385323.549,26.27536031,26.6304272,0.3550668266,6.37349693e-08
99960,1.202,49.99591667,323.1459167,0.04999041667,48.93271703,322.082717,0.06916752076,716.6557738,1.09947059e-05,2385318.788,26.22587855,26.5799908,0.3541121927,5.445230755e-08
100020,1.202,49.99591667,323.1459167,0.04999041667,48.93472929,322.0847293,0.06913089641,716.6772406,1.097403697e-05,2385314.039,26.17652444,26.52968441,0.3531600107,-4.099134543e-08
100080,1.202,49.99591667,323.1459167,0.04999041667,48.93673636,322.0867364,0.06909436859,716.6986523,1.095342128e-05,2385309.302,26.12729766,26.47950769,0.3522100223,1.309290809e-08
100140,1.202,49.99591667,323.1459167,0.04999041667,48.93873825,322.0887383,0.06905793697,716.7200091,1.093285866e-05,2385304.578,26.07819781,26.42946035,0.351262613,-7.75948763e-08
100200,1.202,49.99591667,323.1459167,0.04999041667,48.94073499,322.090735,0.06902160124,716.7413111,1.091234895e-05,2385299.865,26.02922447,26.37954199,0.3503173956,1.283294147e-07
100260,1.202,49.99591667,323.1459167,0.04999041667,48.94272657,322.0927266,0.06898536114,716.7625586,1.0891892e-05,2385295.165,25.98037733,26.32975231,0.3493750132,-2.862321224e-08
100320,1.202,49.99591667,323.1459167,0.04999041667,48.94471303,322.094713,0.06894921633,716.7837515,1.087148764e-05,2385290.477,25.93165594,26.28009095,0.3484349499,5.495872912e-08
100380,1.202,49.99591667,323.1459167,0.04999041667,48.94669436,322.0966944,0.06891316656,716.8048902,1.085113573e-05,2385285.801,25.88305998,26.23055756,0.3474975911,-6.145079112e-09
100440,1.202,49.99591667,323.1459167,0.04999041667,48.94867059,322.0986706,0.0688772115,716.8259748,1.083083609e-05,2385281.137,25.83458903,26.1811518,0.3465628073,-3.618923472e-08
100500,1.202,49.99591667,323.1459167,0.04999041667,48.95064173,322.1006417,0.06884135085,716.8470054,1.081058858e-05,2385276.486,25.78624272,26.13187331,0.3456305976,-6.236245298e-09
100560,1.202,49.99591667,323.1459167,0.04999041667,48.9526078,322.1026078,0.06880558436,716.8679822,1.079039304e-05,2385271.846,25.73802071,26.08272173,0.3447010901,-7.063829344e-08
100620,1.202,49.99591667,323.1459167,0.04999041667,48.9545688,322.1045688,0.06876991168,716.8889053,1.07702493e-05,2385267.218,25.68992257,26.03369672,0.343774155,-1.210582568e-08
100680,1.202,49.99591667,323.1459167,0.04999041667,48.95652475,322.1065248,0.06873433256,716.909775,1.075015722e-05,2385262.602,25.64194798,25.98479789,0.3428499204,-1.275756034e-08
100740,1.202,49.99591667,323.1459167,0.04999041667,48.95847567,322.1084757,0.06869884671,716.9305914,1.073011665e-05,2385257.997,25.59409655,25.93602492,0.3419283855,-1.59469451e-08
100800,1.202,49.99591667,323.1459167,0.04999041667,48.96042157,322.1104216,0.06866345381,716.9513546,1.071012742e-05,2385253.405,25.5463679,25.88737744,0.3410095493,-8.610737012e-09
100860,1.202,49.99591667,323.1459167,0.04999041667,48.96236246,322.1123625,0.06862815357,716.9720648,1.069018937e-05,2385248.825,25.49876163,25.83885509,0.3400934112,5.092059041e-08
100920,1.202,49.99591667,323.1459167,0.04999041667,48.96429837,322.1142984,0.06859294574,716.9927222,1.067030237e-05,2385244.256,25.45127743,25.7904575,0.3391800989,-2.413829492e-08
100980,1.202,49.99591667,323.1459167,0.04999041667,48.96622929,322.1162293,0.06855783001,717.0133269,1.065046625e-05,2385239.699,25.40391491,25.74218431,0.3382693544,4.401683995e-08
101040,1.202,49.99591667,323.1459167,0.04999041667,48.96815526,322.1181553,0.06852280608,717.0338791,1.063068086e-05,2385235.154,25.35667368,25.69403516,0.3373614342,4.368576612e-08
101100,1.202,49.99591667,323.1459167,0.04999041667,48.97007628,322.1200763,0.06848787367,717.0543789,1.061094603e-05,2385230.62,25.30955339,25.64600971,0.3364563374,-8.820542519e-09
101160,1.202,49.99591667,323.1459167,0.04999041667,48.97199236,322.1219924,0.06845303252,717.0748265,1.059126165e-05,2385226.098,25.2625537,25.59810758,0.3355538059,7.269056468e-08
101220,1.202,49.99591667,323.1459167,0.04999041667,48.97390353,322.1239035,0.06841828231,717.0952221,1.057162752e-05,2385221.588,25.21567418,25.5503284,0.3346543537,-1.355373165e-07
101280,1.202,49.99591667,323.1459167,0.04999041667,48.97580979,322.1258098,0.06838362277,717.1155657,1.055204352e-05,2385217.089,25.16891453,25.50267182,0.3337573365,-4.517686492e-08
101340,1.202,49.99591667,323.1459167,0.04999041667,48.97771117,322.1277112,0.06834905363,717.1358576,1.053250949e-05,2385212.602,25.12227437,25.45513748,0.3328630111,9.549758673e-08
101400,1.202,49.99591667,323.1459167,0.04999041667,48.97960767,322.1296077,0.0683145746,717.156098,1.051302528e-05,2385208.126,25.07575333,25.40772501,0.3319717624,-7.894658083e-08
101460,1.202,49.99591667,323.1459167,0.04999041667,48.9814993,322.1314993,0.06828018541,717.1762869,1.049359075e-05,2385203.662,25.02935107,25.36043406,0.3310829466,4.254241404e-08
101520,1.202,49.99591667,323.1459167,0.04999041667,48.9833861,322.1333861,0.06824588575,717.1964245,1.047420572e-05,2385199.209,24.9830672,25.31326426,0.3301970773,-1.916346548e-08
101580,1.202,49.99591667,323.1459167,0.04999041667,48.98526806,322.1352681,0.06821167535,717.216511,1.045487006e-05,2385194.767,24.93690137,25.26621525,0.3293140252,-1.4127885e-07
101640,1.202,49.99591667,323.1459167,0.04999041667,48.9871452,322.1371452,0.06817755395,717.2365465,1.043558363e-05,2385190.337,24.89085323,25.21928668,0.3284334037,4.443181822e-08
101700,1.202,49.99591667,323.1459167,0.04999041667,48.98901754,322.1390175,0.06814352127,717.2565312,1.041634627e-05,2385185.919,24.84492244,25.1724782,0.327555855,-9.845430426e-08
101760,1.202,49.99591667,323.1459167,0.04999041667,48.99088509,322.1408851,0.06810957702,717.2764653,1.039715783e-05,2385181.511,24.79910863,25.12578943,0.326680864,-7.207617969e-08
101820,1.202,49.99591667,323.1459167,0.04999041667,48.99274787,322.1427479,0.06807572094,717.2963488,1.037801818e-05,2385177.115,24.75341146,25.07922002,0.3258085585,4.319574032e-09
101880,1.202,49.99591667,323.1459167,0.04999041667,48.99460588,322.1446059,0.06804195274,717.316182,1.035892715e-05,2385172.73,24.70783055,25.03276962,0.3249390664,2.531102439e-09
101940,1.202,49.99591667,323.1459167,0.04999041667,48.99645915,322.1464592,0.06800827216,717.335965,1.03398846e-05,2385168.356,24.66236557,24.98643786,0.3240723868,-9.345242802e-08
102000,1.202,49.99591667,323.1459167,0.04999041667,48.99830769,322.1483077,0.06797467892,717.3556979,1.03208904e-05,2385163.994,24.61701616,24.94022439,0.3232081334,8.956168429e-08
102060,1.202,49.99591667,323.1459167,0.04999041667,49.00015151,322.1501515,0.06794117276,717.3753809,1.030194439e-05,2385159.642,24.571782,24.89412886,0.3223469482,-8.339736368e-08
102120,1.202,49.99591667,323.1459167,0.04999041667,49.00199063,322.1519906,0.06790775337,717.3950141,1.028304641e-05,2385155.302,24.52666267,24.84815092,0.3214881877,6.301319999e-08
102180,1.202,49.99591667,323.1459167,0.04999041667,49.00382506,322.1538251,0.06787442054,717.4145977,1.026419635e-05,2385150.973,24.48165792,24.80229021,0.3206323654,-7.781247291e-08
102240,1.202,49.99591667,323.1459167,0.04999041667,49.00565481,322.1556548,0.06784117395,717.4341319,1.024539405e-05,2385146.655,24.43676733,24.75654637,0.3197789663,6.872639702e-08
102300,1.202,49.99591667,323.1459167,0.04999041667,49.0074799,322.1574799,0.06780801334,717.4536168,1.022663934e-05,2385142.347,24.39199057,24.71091906,0.3189285039,-9.5485575e-09
102360,1.202,49.99591667,323.1459167,0.04999041667,49.00930035,322.1593003,0.06777493848,717.4730525,1.020793212e-05,2385138.051,24.34732733,24.66540794,0.3180805918,1.390419158e-08
102420,1.202,49.99591667,323.1459167,0.04999041667,49.01111616,322.1611162,0.06774194907,717.4924391,1.018927222e-05,2385133.766,24.30277723,24.62001264,0.3172354865,-7.822664116e-08
102480,1.202,49.99591667,323.1459167,0.04999041667,49.01292735,322.1629274,0.06770904484,717.511777,1.017065951e-05,2385129.491,24.25833994,24.5747328,0.3163929301,-6.272018993e-08
102540,1.202,49.99591667,323.1459167,0.04999041667,49.01473394,322.1647339,0.06767622555,717.531066,1.015209384e-05,2385125.228,24.21401513,24.52956812,0.3155530504,-5.930044722e-08
102600,1.202,49.99591667,323.1459167,0.04999041667,49.01653594,322.1665359,0.06764349091,717.5503065,1.013357507e-05,2385120.975,24.16980245,24.48451821,0.3147158467,-8.421283226e-08
102660,1.202,49.99591667,323.1459167,0.04999041667,49.01833336,322.1683334,0.06761084067,717.5694986,1.011510306e-05,2385116.733,24.12570156,24.43958273,0.3138811899,-1.56106772e-08
102720,1.202,49.99591667,323.1459167,0.04999041667,49.02012621,322.1701262,0.06757827459,717.5886424,1.009667767e-05,2385112.502,24.08171214,24.39476137,0.3130492078,2.061610971e-08
102780,1.202,49.99591667,323.1459167,0.04999041667,49.02191452,322.1719145,0.06754579237,717.607738,1.007829876e-05,2385108.282,24.03783384,24.35005375,0.312220028,-1.193600632e-07
102840,1.202,49.99591667,323.1459167,0.04999041667,49.02369828,322.1736983,0.06751339377,717.6267857,1.005996619e-05,2385104.072,23.99406632,24.30545955,0.311393136,8.862331313e-08
102900,1.202,49.99591667,323.1459167,0.04999041667,49.02547753,322.1754775,0.06748107851,717.6457855,1.004167981e-05,2385099.873,23.95040923,24.26097839,0.3105690451,1.055531023e-07
102960,1.202,49.99591667,323.1459167,0.04999041667,49.02725227,322.1772523,0.06744884637,717.6647375,1.00234395e-05,2385095.685,23.90686229,24.21660997,0.3097477545,-7.45347748e-08
103020,1.202,49.99591667,323.1459167,0.04999041667,49.02902251,322.1790225,0.06741669706,717.6836421,1.000524511e-05,2385091.507,23.86342513,24.17235392,0.3089287497,3.779810598e-08
103080,1.202,49.99591667,323.1459167,0.04999041667,49.03078827,322.1807883,0.06738463036,717.7024991,9.987096508e-06,2385087.34,23.82009744,24.12820993,0.3081124155,7.235675525e-08
103140,1.202,49.99591667,323.1459167,0.04999041667,49.03254956,322.1825496,0.06735264595,717.7213089,9.968993544e-06,2385083.183,23.77687885,24.08417764,0.3072988794,-9.663358469e-08
103200,1.202,49.99591667,323.1459167,0.04999041667,49.0343064,322.1843064,0.06732074363,717.7400716,9.950936092e-06,2385079.037,23.73376907,24.04025672,0.3064877557,-1.094079458e-07
103260,1.202,49.99591667,323.1459167,0.04999041667,49.03605879,322.1860588,0.06728892314,717.7587872,9.932924021e-06,2385074.901,23.69076778,23.99644684,0.3056790435,2.101209873e-08
103320,1.202,49.99591667,323.1459167,0.04999041667,49.03780676,322.1878068,0.0672571842,717.777456,9.914957179e-06,2385070.776,23.64787461,23.95274767,0.3048731277,-6.867236735e-08
103380,1.202,49.99591667,323.1459167,0.04999041667,49.03955031,322.1895503,0.06722552658,717.7960781,9.897035439e-06,2385066.661,23.60508927,23.90915886,0.3040696221,-3.459276954e-08
103440,1.202,49.99591667,323.1459167,0.04999041667,49.04128946,322.1912895,0.06719395,717.8146536,9.879158655e-06,2385062.557,23.5624114,23.86568009,0.3032686546,3.710018959e-08
103500,1.202,49.99591667,323.1459167,0.04999041667,49.04302423,322.1930242,0.06716245426,717.8331826,9.861326716e-06,2385058.463,23.51984074,23.82231101,0.302470353,-7.95209516e-08
103560,1.202,49.99591667,323.1459167,0.04999041667,49.04475461,322.1947546,0.06713103906,717.8516653,9.843539463e-06,2385054.379,23.4773769,23.77905132,0.3016743313,8.328859735e-08
103620,1.202,49.99591667,323.1459167,0.04999041667,49.04648064,322.1964806,0.06709970418,717.8701019,9.825796774e-06,2385050.306,23.4350196,23.73590065,0.3008809742,7.921492085e-08
103680,1.202,49.99591667,323.1459167,0.04999041667,49.04820232,322.1982023,0.06706844934,717.8884925,9.808098505e-06,2385046.243,23.39276848,23.69285872,0.3000902809,-4.865209036e-08
103740,1.202,49.99591667,323.1459167,0.04999041667,49.04991966,322.1999197,0.06703727433,717.9068371,9.790444534e-06,2385042.19,23.35062327,23.64992516,0.2993019942,-9.771922294e-08
103800,1.202,49.99591667,323.1459167,0.04999041667,49.05163268,322.2016327,0.06700617889,717.925136,9.772834727e-06,2385038.147,23.30858363,23.60709966,0.2985159849,5.139202841e-08
103860,1.202,49.99591667,323.1459167,0.04999041667,49.05334139,322.2033414,0.06697516278,717.9433893,9.755268955e-06,2385034.114,23.26664925,23.56438191,0.297732766,-1.085631212e-07
103920,1.202,49.99591667,323.1459167,0.04999041667,49.0550458,322.2050458,0.06694422574,717.9615971,9.737747074e-06,2385030.092,23.2248198,23.52177155,0.2969516949,6.15615896e-08
103980,1.202,49.99591667,323.1459167,0.04999041667,49.05674594,322.2067459,0.06691336753,717.9797595,9.720268952e-06,2385026.08,23.18309495,23.47926828,0.2961732846,4.169860901e-08
104040,1.202,49.99591667,323.1459167,0.04999041667,49.0584418,322.2084418,0.06688258791,717.9978768,9.702834467e-06,2385022.077,23.14147442,23.43687178,0.2953974061,-4.388185815e-08
104100,1.202,49.99591667,323.1459167,0.04999041667,49.0601334,322.2101334,0.06685188664,718.015949,9.68544349e-06,2385018.085,23.09995789,23.39458171,0.2946238019,2.259693943e-08
104160,1.202,49.99591667,323.1459167,0.04999041667,49.06182076,322.2118208,0.06682126347,718.0339762,9.668095882e-06,2385014.103,23.05854503,23.35239778,0.2938527282,2.503344021e-08
104220,1.202,49.99591667,323.1459167,0.04999041667,49.06350388,322.2135039,0.06679071818,718.0519586,9.650791527e-06,2385010.131,23.01723556,23.31031966,0.2930841845,-8.579263167e-08
104280,1.202,49.99591667,323.1459167,0.04999041667,49.06518279,322.2151828,0.0667602505,718.0698964,9.633530276e-06,2385006.169,22.97602913,23.268347,0.292317785,8.544973795e-08
