time_s,oven_temperature_C,oven_temperature_K,oven_moisture_kg_kg
5197,49.204267,322.354267,0.04714250
5198,49.202733,322.352733,0.04714500
5199,49.201200,322.351200,0.04714750
5200,49.199667,322.349667,0.04715000
5201,49.198133,322.348133,0.04715250
5202,49.196600,322.346600,0.04715500
5203,49.195067,322.345067,0.04715750
5204,49.193533,322.343533,0.04716000
5205,49.192000,322.342000,0.04716250
5206,49.190467,322.340467,0.04716500
5207,49.188933,322.338933,0.04716750
5208,49.187400,322.337400,0.04717000
5209,49.185867,322.335867,0.04717250
5210,49.184333,322.334333,0.04717500
5211,49.182800,322.332800,0.04717750
5212,49.181267,322.331267,0.04718000
5213,49.179733,322.329733,0.04718250
5214,49.178200,322.328200,0.04718500
5215,49.176667,322.326667,0.04718750
5216,49.175133,322.325133,0.04719000
5217,49.173600,322.323600,0.04719250
5218,49.172067,322.322067,0.04719500
5219,49.170533,322.320533,0.04719750
5220,49.169000,322.319000,0.04720000
5221,49.167117,322.317117,0.04719883
5222,49.165233,322.315233,0.04719767
5223,49.163350,322.313350,0.04719650
5224,49.161467,322.311467,0.04719533
5225,49.159583,322.309583,0.04719417
5226,49.157700,322.307700,0.04719300
5227,49.155817,322.305817,0.04719183
5228,49.153933,322.303933,0.04719067
5229,49.152050,322.302050,0.04718950
5230,49.150167,322.300167,0.04718833
5231,49.148283,322.298283,0.04718717
5232,49.146400,322.296400,0.04718600
5233,49.144517,322.294517,0.04718483
5234,49.142633,322.292633,0.04718367
5235,49.140750,322.290750,0.04718250
5236,49.138867,322.288867,0.04718133
5237,49.136983,322.286983,0.04718017
5238,49.135100,322.285100,0.04717900
5239,49.133217,322.283217,0.04717783
5240,49.131333,322.281333,0.04717667
5241,49.129450,322.279450,0.04717550
5242,49.127567,322.277567,0.04717433
5243,49.125683,322.275683,0.04717317
5244,49.123800,322.273800,0.04717200
5245,49.121917,322.271917,0.04717083
5246,49.120033,322.270033,0.04716967
5247,49.118150,322.268150,0.04716850
5248,49.116267,322.266267,0.04716733
5249,49.114383,322.264383,0.04716617
5250,49.112500,322.262500,0.04716500
5251,49.110617,322.260617,0.04716383
5252,49.108733,322.258733,0.04716267
5253,49.106850,322.256850,0.04716150
5254,49.104967,322.254967,0.04716033
5255,49.103083,322.253083,0.04715917
5256,49.101200,322.251200,0.04715800
5257,49.099317,322.249317,0.04715683
5258,49.097433,322.247433,0.04715567
5259,49.095550,322.245550,0.04715450
5260,49.093667,322.243667,0.04715333
5261,49.091783,322.241783,0.04715217
5262,49.089900,322.239900,0.04715100
5263,49.088017,322.238017,0.04714983
5264,49.086133,322.236133,0.04714867
5265,49.084250,322.234250,0.04714750
5266,49.082367,322.232367,0.04714633
5267,49.080483,322.230483,0.04714517
5268,49.078600,322.228600,0.04714400
5269,49.076717,322.226717,0.04714283
5270,49.074833,322.224833,0.04714167
5271,49.072950,322.222950,0.04714050
5272,49.071067,322.221067,0.04713933
5273,49.069183,322.219183,0.04713817
5274,49.067300,322.217300,0.04713700
5275,49.065417,322.215417,0.04713583
5276,49.063533,322.213533,0.04713467
5277,49.061650,322.211650,0.04713350
5278,49.059767,322.209767,0.04713233
5279,49.057883,322.207883,0.04713117
5280,49.056000,322.206000,0.04713000
5281,49.059350,322.209350,0.04713517
5282,49.062700,322.212700,0.04714033
5283,49.066050,322.216050,0.04714550
5284,49.069400,322.219400,0.04715067
5285,49.072750,322.222750,0.04715583
5286,49.076100,322.226100,0.04716100
5287,49.079450,322.229450,0.04716617
5288,49.082800,322.232800,0.04717133
5289,49.086150,322.236150,0.04717650
5290,49.089500,322.239500,0.04718167
5291,49.092850,322.242850,0.04718683
5292,49.096200,322.246200,0.04719200
5293,49.099550,322.249550,0.04719717
5294,49.102900,322.252900,0.04720233
5295,49.106250,322.256250,0.04720750
5296,49.109600,322.259600,0.04721267
5297,49.112950,322.262950,0.04721783
5298,49.116300,322.266300,0.04722300
5299,49.119650,322.269650,0.04722817
5300,49.123000,322.273000,0.04723333
5301,49.126350,322.276350,0.04723850
5302,49.129700,322.279700,0.04724367
5303,49.133050,322.283050,0.04724883
5304,49.136400,322.286400,0.04725400
5305,49.139750,322.289750,0.04725917
5306,49.143100,322.293100,0.04726433
5307,49.146450,322.296450,0.04726950
5308,49.149800,322.299800,0.04727467
5309,49.153150,322.303150,0.04727983
5310,49.156500,322.306500,0.04728500
5311,49.159850,322.309850,0.04729017
5312,49.163200,322.313200,0.04729533
5313,49.166550,322.316550,0.04730050
5314,49.169900,322.319900,0.04730567
5315,49.173250,322.323250,0.04731083
5316,49.176600,322.326600,0.04731600
5317,49.179950,322.329950,0.04732117
5318,49.183300,322.333300,0.04732633
5319,49.186650,322.336650,0.04733150
5320,49.190000,322.340000,0.04733667
5321,49.193350,322.343350,0.04734183
5322,49.196700,322.346700,0.04734700
5323,49.200050,322.350050,0.04735217
5324,49.203400,322.353400,0.04735733
5325,49.206750,322.356750,0.04736250
5326,49.210100,322.360100,0.04736767
5327,49.213450,322.363450,0.04737283
5328,49.216800,322.366800,0.04737800
5329,49.220150,322.370150,0.04738317
5330,49.223500,322.373500,0.04738833
5331,49.226850,322.376850,0.04739350
5332,49.230200,322.380200,0.04739867
5333,49.233550,322.383550,0.04740383
5334,49.236900,322.386900,0.04740900
5335,49.240250,322.390250,0.04741417
5336,49.243600,322.393600,0.04741933
5337,49.246950,322.396950,0.04742450
5338,49.250300,322.400300,0.04742967
5339,49.253650,322.403650,0.04743483
5340,49.257000,322.407000,0.04744000
5341,49.254650,322.404650,0.04743733
5342,49.252300,322.402300,0.04743467
5343,49.249950,322.399950,0.04743200
5344,49.247600,322.397600,0.04742933
5345,49.245250,322.395250,0.04742667
5346,49.242900,322.392900,0.04742400
5347,49.240550,322.390550,0.04742133
5348,49.238200,322.388200,0.04741867
5349,49.235850,322.385850,0.04741600
5350,49.233500,322.383500,0.04741333
5351,49.231150,322.381150,0.04741067
5352,49.228800,322.378800,0.04740800
5353,49.226450,322.376450,0.04740533
5354,49.224100,322.374100,0.04740267
5355,49.221750,322.371750,0.04740000
5356,49.219400,322.369400,0.04739733
5357,49.217050,322.367050,0.04739467
5358,49.214700,322.364700,0.04739200
5359,49.212350,322.362350,0.04738933
5360,49.210000,322.360000,0.04738667
5361,49.207650,322.357650,0.04738400
5362,49.205300,322.355300,0.04738133
5363,49.202950,322.352950,0.04737867
5364,49.200600,322.350600,0.04737600
5365,49.198250,322.348250,0.04737333
5366,49.195900,322.345900,0.04737067
5367,49.193550,322.343550,0.04736800
5368,49.191200,322.341200,0.04736533
5369,49.188850,322.338850,0.04736267
5370,49.186500,322.336500,0.04736000
5371,49.184150,322.334150,0.04735733
5372,49.181800,322.331800,0.04735467
5373,49.179450,322.329450,0.04735200
5374,49.177100,322.327100,0.04734933
5375,49.174750,322.324750,0.04734667
5376,49.172400,322.322400,0.04734400
5377,49.170050,322.320050,0.04734133
5378,49.167700,322.317700,0.04733867
5379,49.165350,322.315350,0.04733600
5380,49.163000,322.313000,0.04733333
5381,49.160650,322.310650,0.04733067
5382,49.158300,322.308300,0.04732800
5383,49.155950,322.305950,0.04732533
5384,49.153600,322.303600,0.04732267
5385,49.151250,322.301250,0.04732000
5386,49.148900,322.298900,0.04731733
5387,49.146550,322.296550,0.04731467
5388,49.144200,322.294200,0.04731200
5389,49.141850,322.291850,0.04730933
5390,49.139500,322.289500,0.04730667
5391,49.137150,322.287150,0.04730400
5392,49.134800,322.284800,0.04730133
5393,49.132450,322.282450,0.04729867
5394,49.130100,322.280100,0.04729600
5395,49.127750,322.277750,0.04729333
5396,49.125400,322.275400,0.04729067
5397,49.123050,322.273050,0.04728800
5398,49.120700,322.270700,0.04728533
5399,49.118350,322.268350,0.04728267
5400,49.116000,322.266000,0.04728000
5401,49.120983,322.270983,0.04728533
5402,49.125967,322.275967,0.04729067
5403,49.130950,322.280950,0.04729600
5404,49.135933,322.285933,0.04730133
5405,49.140917,322.290917,0.04730667
5406,49.145900,322.295900,0.04731200
5407,49.150883,322.300883,0.04731733
5408,49.155867,322.305867,0.04732267
5409,49.160850,322.310850,0.04732800
5410,49.165833,322.315833,0.04733333
5411,49.170817,322.320817,0.04733867
5412,49.175800,322.325800,0.04734400
5413,49.180783,322.330783,0.04734933
5414,49.185767,322.335767,0.04735467
5415,49.190750,322.340750,0.04736000
5416,49.195733,322.345733,0.04736533
5417,49.200717,322.350717,0.04737067
5418,49.205700,322.355700,0.04737600
5419,49.210683,322.360683,0.04738133
5420,49.215667,322.365667,0.04738667
5421,49.220650,322.370650,0.04739200
5422,49.225633,322.375633,0.04739733
5423,49.230617,322.380617,0.04740267
5424,49.235600,322.385600,0.04740800
5425,49.240583,322.390583,0.04741333
5426,49.245567,322.395567,0.04741867
5427,49.250550,322.400550,0.04742400
5428,49.255533,322.405533,0.04742933
5429,49.260517,322.410517,0.04743467
5430,49.265500,322.415500,0.04744000
5431,49.270483,322.420483,0.04744533
5432,49.275467,322.425467,0.04745067
5433,49.280450,322.430450,0.04745600
5434,49.285433,322.435433,0.04746133
5435,49.290417,322.440417,0.04746667
5436,49.295400,322.445400,0.04747200
5437,49.300383,322.450383,0.04747733
5438,49.305367,322.455367,0.04748267
5439,49.310350,322.460350,0.04748800
5440,49.315333,322.465333,0.04749333
5441,49.320317,322.470317,0.04749867
5442,49.325300,322.475300,0.04750400
5443,49.330283,322.480283,0.04750933
5444,49.335267,322.485267,0.04751467
5445,49.340250,322.490250,0.04752000
5446,49.345233,322.495233,0.04752533
5447,49.350217,322.500217,0.04753067
5448,49.355200,322.505200,0.04753600
5449,49.360183,322.510183,0.04754133
5450,49.365167,322.515167,0.04754667
5451,49.370150,322.520150,0.04755200
5452,49.375133,322.525133,0.04755733
5453,49.380117,322.530117,0.04756267
5454,49.385100,322.535100,0.04756800
5455,49.390083,322.540083,0.04757333
5456,49.395067,322.545067,0.04757867
5457,49.400050,322.550050,0.04758400
5458,49.405033,322.555033,0.04758933
5459,49.410017,322.560017,0.04759467
5460,49.415000,322.565000,0.04760000
5461,49.413433,322.563433,0.04760283
5462,49.411867,322.561867,0.04760567
5463,49.410300,322.560300,0.04760850
5464,49.408733,322.558733,0.04761133
5465,49.407167,322.557167,0.04761417
5466,49.405600,322.555600,0.04761700
5467,49.404033,322.554033,0.04761983
5468,49.402467,322.552467,0.04762267
5469,49.400900,322.550900,0.04762550
5470,49.399333,322.549333,0.04762833
5471,49.397767,322.547767,0.04763117
5472,49.396200,322.546200,0.04763400
5473,49.394633,322.544633,0.04763683
5474,49.393067,322.543067,0.04763967
5475,49.391500,322.541500,0.04764250
5476,49.389933,322.539933,0.04764533
5477,49.388367,322.538367,0.04764817
5478,49.386800,322.536800,0.04765100
5479,49.385233,322.535233,0.04765383
5480,49.383667,322.533667,0.04765667
5481,49.382100,322.532100,0.04765950
5482,49.380533,322.530533,0.04766233
5483,49.378967,322.528967,0.04766517
5484,49.377400,322.527400,0.04766800
5485,49.375833,322.525833,0.04767083
5486,49.374267,322.524267,0.04767367
5487,49.372700,322.522700,0.04767650
5488,49.371133,322.521133,0.04767933
5489,49.369567,322.519567,0.04768217
5490,49.368000,322.518000,0.04768500
5491,49.366433,322.516433,0.04768783
5492,49.364867,322.514867,0.04769067
5493,49.363300,322.513300,0.04769350
5494,49.361733,322.511733,0.04769633
5495,49.360167,322.510167,0.04769917
5496,49.358600,322.508600,0.04770200
5497,49.357033,322.507033,0.04770483
5498,49.355467,322.505467,0.04770767
5499,49.353900,322.503900,0.04771050
5500,49.352333,322.502333,0.04771333
5501,49.350767,322.500767,0.04771617
5502,49.349200,322.499200,0.04771900
5503,49.347633,322.497633,0.04772183
5504,49.346067,322.496067,0.04772467
5505,49.344500,322.494500,0.04772750
5506,49.342933,322.492933,0.04773033
5507,49.341367,322.491367,0.04773317
5508,49.339800,322.489800,0.04773600
5509,49.338233,322.488233,0.04773883
5510,49.336667,322.486667,0.04774167
5511,49.335100,322.485100,0.04774450
5512,49.333533,322.483533,0.04774733
5513,49.331967,322.481967,0.04775017
5514,49.330400,322.480400,0.04775300
5515,49.328833,322.478833,0.04775583
5516,49.327267,322.477267,0.04775867
5517,49.325700,322.475700,0.04776150
5518,49.324133,322.474133,0.04776433
5519,49.322567,322.472567,0.04776717
5520,49.321000,322.471000,0.04777000
5521,49.320933,322.470933,0.04776567
5522,49.320867,322.470867,0.04776133
5523,49.320800,322.470800,0.04775700
5524,49.320733,322.470733,0.04775267
5525,49.320667,322.470667,0.04774833
5526,49.320600,322.470600,0.04774400
5527,49.320533,322.470533,0.04773967
5528,49.320467,322.470467,0.04773533
5529,49.320400,322.470400,0.04773100
5530,49.320333,322.470333,0.04772667
5531,49.320267,322.470267,0.04772233
5532,49.320200,322.470200,0.04771800
5533,49.320133,322.470133,0.04771367
5534,49.320067,322.470067,0.04770933
5535,49.320000,322.470000,0.04770500
5536,49.319933,322.469933,0.04770067
5537,49.319867,322.469867,0.04769633
5538,49.319800,322.469800,0.04769200
5539,49.319733,322.469733,0.04768767
5540,49.319667,322.469667,0.04768333
5541,49.319600,322.469600,0.04767900
5542,49.319533,322.469533,0.04767467
5543,49.319467,322.469467,0.04767033
5544,49.319400,322.469400,0.04766600
5545,49.319333,322.469333,0.04766167
5546,49.319267,322.469267,0.04765733
5547,49.319200,322.469200,0.04765300
5548,49.319133,322.469133,0.04764867
5549,49.319067,322.469067,0.04764433
5550,49.319000,322.469000,0.04764000
5551,49.318933,322.468933,0.04763567
5552,49.318867,322.468867,0.04763133
5553,49.318800,322.468800,0.04762700
5554,49.318733,322.468733,0.04762267
5555,49.318667,322.468667,0.04761833
5556,49.318600,322.468600,0.04761400
5557,49.318533,322.468533,0.04760967
5558,49.318467,322.468467,0.04760533
5559,49.318400,322.468400,0.04760100
5560,49.318333,322.468333,0.04759667
5561,49.318267,322.468267,0.04759233
5562,49.318200,322.468200,0.04758800
5563,49.318133,322.468133,0.04758367
5564,49.318067,322.468067,0.04757933
5565,49.318000,322.468000,0.04757500
5566,49.317933,322.467933,0.04757067
5567,49.317867,322.467867,0.04756633
5568,49.317800,322.467800,0.04756200
5569,49.317733,322.467733,0.04755767
5570,49.317667,322.467667,0.04755333
5571,49.317600,322.467600,0.04754900
5572,49.317533,322.467533,0.04754467
5573,49.317467,322.467467,0.04754033
5574,49.317400,322.467400,0.04753600
5575,49.317333,322.467333,0.04753167
5576,49.317267,322.467267,0.04752733
5577,49.317200,322.467200,0.04752300
5578,49.317133,322.467133,0.04751867
5579,49.317067,322.467067,0.04751433
5580,49.317000,322.467000,0.04751000
5581,49.316783,322.466783,0.04751517
5582,49.316567,322.466567,0.04752033
5583,49.316350,322.466350,0.04752550
5584,49.316133,322.466133,0.04753067
5585,49.315917,322.465917,0.04753583
5586,49.315700,322.465700,0.04754100
5587,49.315483,322.465483,0.04754617
5588,49.315267,322.465267,0.04755133
5589,49.315050,322.465050,0.04755650
5590,49.314833,322.464833,0.04756167
5591,49.314617,322.464617,0.04756683
5592,49.314400,322.464400,0.04757200
5593,49.314183,322.464183,0.04757717
5594,49.313967,322.463967,0.04758233
5595,49.313750,322.463750,0.04758750
5596,49.313533,322.463533,0.04759267
5597,49.313317,322.463317,0.04759783
5598,49.313100,322.463100,0.04760300
5599,49.312883,322.462883,0.04760817
5600,49.312667,322.462667,0.04761333
5601,49.312450,322.462450,0.04761850
5602,49.312233,322.462233,0.04762367
5603,49.312017,322.462017,0.04762883
5604,49.311800,322.461800,0.04763400
5605,49.311583,322.461583,0.04763917
5606,49.311367,322.461367,0.04764433
5607,49.311150,322.461150,0.04764950
5608,49.310933,322.460933,0.04765467
5609,49.310717,322.460717,0.04765983
5610,49.310500,322.460500,0.04766500
5611,49.310283,322.460283,0.04767017
5612,49.310067,322.460067,0.04767533
5613,49.309850,322.459850,0.04768050
5614,49.309633,322.459633,0.04768567
5615,49.309417,322.459417,0.04769083
5616,49.309200,322.459200,0.04769600
5617,49.308983,322.458983,0.04770117
5618,49.308767,322.458767,0.04770633
5619,49.308550,322.458550,0.04771150
5620,49.308333,322.458333,0.04771667
5621,49.308117,322.458117,0.04772183
5622,49.307900,322.457900,0.04772700
5623,49.307683,322.457683,0.04773217
5624,49.307467,322.457467,0.04773733
5625,49.307250,322.457250,0.04774250
5626,49.307033,322.457033,0.04774767
5627,49.306817,322.456817,0.04775283
5628,49.306600,322.456600,0.04775800
5629,49.306383,322.456383,0.04776317
5630,49.306167,322.456167,0.04776833
5631,49.305950,322.455950,0.04777350
5632,49.305733,322.455733,0.04777867
5633,49.305517,322.455517,0.04778383
5634,49.305300,322.455300,0.04778900
5635,49.305083,322.455083,0.04779417
5636,49.304867,322.454867,0.04779933
5637,49.304650,322.454650,0.04780450
5638,49.304433,322.454433,0.04780967
5639,49.304217,322.454217,0.04781483
5640,49.304000,322.454000,0.04782000
5641,49.307133,322.457133,0.04781717
5642,49.310267,322.460267,0.04781433
5643,49.313400,322.463400,0.04781150
5644,49.316533,322.466533,0.04780867
5645,49.319667,322.469667,0.04780583
5646,49.322800,322.472800,0.04780300
5647,49.325933,322.475933,0.04780017
5648,49.329067,322.479067,0.04779733
5649,49.332200,322.482200,0.04779450
5650,49.335333,322.485333,0.04779167
5651,49.338467,322.488467,0.04778883
5652,49.341600,322.491600,0.04778600
5653,49.344733,322.494733,0.04778317
5654,49.347867,322.497867,0.04778033
5655,49.351000,322.501000,0.04777750
5656,49.354133,322.504133,0.04777467
5657,49.357267,322.507267,0.04777183
5658,49.360400,322.510400,0.04776900
5659,49.363533,322.513533,0.04776617
5660,49.366667,322.516667,0.04776333
5661,49.369800,322.519800,0.04776050
5662,49.372933,322.522933,0.04775767
5663,49.376067,322.526067,0.04775483
5664,49.379200,322.529200,0.04775200
5665,49.382333,322.532333,0.04774917
5666,49.385467,322.535467,0.04774633
5667,49.388600,322.538600,0.04774350
5668,49.391733,322.541733,0.04774067
5669,49.394867,322.544867,0.04773783
5670,49.398000,322.548000,0.04773500
5671,49.401133,322.551133,0.04773217
5672,49.404267,322.554267,0.04772933
5673,49.407400,322.557400,0.04772650
5674,49.410533,322.560533,0.04772367
5675,49.413667,322.563667,0.04772083
5676,49.416800,322.566800,0.04771800
5677,49.419933,322.569933,0.04771517
5678,49.423067,322.573067,0.04771233
5679,49.426200,322.576200,0.04770950
5680,49.429333,322.579333,0.04770667
5681,49.432467,322.582467,0.04770383
5682,49.435600,322.585600,0.04770100
5683,49.438733,322.588733,0.04769817
5684,49.441867,322.591867,0.04769533
5685,49.445000,322.595000,0.04769250
5686,49.448133,322.598133,0.04768967
5687,49.451267,322.601267,0.04768683
5688,49.454400,322.604400,0.04768400
5689,49.457533,322.607533,0.04768117
5690,49.460667,322.610667,0.04767833
5691,49.463800,322.613800,0.04767550
5692,49.466933,322.616933,0.04767267
5693,49.470067,322.620067,0.04766983
5694,49.473200,322.623200,0.04766700
5695,49.476333,322.626333,0.04766417
5696,49.479467,322.629467,0.04766133
5697,49.482600,322.632600,0.04765850
5698,49.485733,322.635733,0.04765567
5699,49.488867,322.638867,0.04765283
5700,49.492000,322.642000,0.04765000
5701,49.490200,322.640200,0.04765617
5702,49.488400,322.638400,0.04766233
5703,49.486600,322.636600,0.04766850
5704,49.484800,322.634800,0.04767467
5705,49.483000,322.633000,0.04768083
5706,49.481200,322.631200,0.04768700
5707,49.479400,322.629400,0.04769317
5708,49.477600,322.627600,0.04769933
5709,49.475800,322.625800,0.04770550
5710,49.474000,322.624000,0.04771167
5711,49.472200,322.622200,0.04771783
5712,49.470400,322.620400,0.04772400
5713,49.468600,322.618600,0.04773017
5714,49.466800,322.616800,0.04773633
5715,49.465000,322.615000,0.04774250
5716,49.463200,322.613200,0.04774867
5717,49.461400,322.611400,0.04775483
5718,49.459600,322.609600,0.04776100
5719,49.457800,322.607800,0.04776717
5720,49.456000,322.606000,0.04777333
5721,49.454200,322.604200,0.04777950
5722,49.452400,322.602400,0.04778567
5723,49.450600,322.600600,0.04779183
5724,49.448800,322.598800,0.04779800
5725,49.447000,322.597000,0.04780417
5726,49.445200,322.595200,0.04781033
5727,49.443400,322.593400,0.04781650
5728,49.441600,322.591600,0.04782267
5729,49.439800,322.589800,0.04782883
5730,49.438000,322.588000,0.04783500
5731,49.436200,322.586200,0.04784117
5732,49.434400,322.584400,0.04784733
5733,49.432600,322.582600,0.04785350
5734,49.430800,322.580800,0.04785967
5735,49.429000,322.579000,0.04786583
5736,49.427200,322.577200,0.04787200
5737,49.425400,322.575400,0.04787817
5738,49.423600,322.573600,0.04788433
5739,49.421800,322.571800,0.04789050
5740,49.420000,322.570000,0.04789667
5741,49.418200,322.568200,0.04790283
5742,49.416400,322.566400,0.04790900
5743,49.414600,322.564600,0.04791517
5744,49.412800,322.562800,0.04792133
5745,49.411000,322.561000,0.04792750
5746,49.409200,322.559200,0.04793367
5747,49.407400,322.557400,0.04793983
5748,49.405600,322.555600,0.04794600
5749,49.403800,322.553800,0.04795217
5750,49.402000,322.552000,0.04795833
5751,49.400200,322.550200,0.04796450
5752,49.398400,322.548400,0.04797067
5753,49.396600,322.546600,0.04797683
5754,49.394800,322.544800,0.04798300
5755,49.393000,322.543000,0.04798917
5756,49.391200,322.541200,0.04799533
5757,49.389400,322.539400,0.04800150
5758,49.387600,322.537600,0.04800767
5759,49.385800,322.535800,0.04801383
5760,49.384000,322.534000,0.04802000
5761,49.382133,322.532133,0.04801617
5762,49.380267,322.530267,0.04801233
5763,49.378400,322.528400,0.04800850
5764,49.376533,322.526533,0.04800467
5765,49.374667,322.524667,0.04800083
5766,49.372800,322.522800,0.04799700
5767,49.370933,322.520933,0.04799317
5768,49.369067,322.519067,0.04798933
5769,49.367200,322.517200,0.04798550
5770,49.365333,322.515333,0.04798167
5771,49.363467,322.513467,0.04797783
5772,49.361600,322.511600,0.04797400
5773,49.359733,322.509733,0.04797017
5774,49.357867,322.507867,0.04796633
5775,49.356000,322.506000,0.04796250
5776,49.354133,322.504133,0.04795867
5777,49.352267,322.502267,0.04795483
5778,49.350400,322.500400,0.04795100
5779,49.348533,322.498533,0.04794717
5780,49.346667,322.496667,0.04794333
5781,49.344800,322.494800,0.04793950
5782,49.342933,322.492933,0.04793567
5783,49.341067,322.491067,0.04793183
5784,49.339200,322.489200,0.04792800
5785,49.337333,322.487333,0.04792417
5786,49.335467,322.485467,0.04792033
5787,49.333600,322.483600,0.04791650
5788,49.331733,322.481733,0.04791267
5789,49.329867,322.479867,0.04790883
5790,49.328000,322.478000,0.04790500
5791,49.326133,322.476133,0.04790117
5792,49.324267,322.474267,0.04789733
5793,49.322400,322.472400,0.04789350
5794,49.320533,322.470533,0.04788967
5795,49.318667,322.468667,0.04788583
5796,49.316800,322.466800,0.04788200
5797,49.314933,322.464933,0.04787817
5798,49.313067,322.463067,0.04787433
5799,49.311200,322.461200,0.04787050
5800,49.309333,322.459333,0.04786667
5801,49.307467,322.457467,0.04786283
5802,49.305600,322.455600,0.04785900
5803,49.303733,322.453733,0.04785517
5804,49.301867,322.451867,0.04785133
5805,49.300000,322.450000,0.04784750
5806,49.298133,322.448133,0.04784367
5807,49.296267,322.446267,0.04783983
5808,49.294400,322.444400,0.04783600
5809,49.292533,322.442533,0.04783217
5810,49.290667,322.440667,0.04782833
5811,49.288800,322.438800,0.04782450
5812,49.286933,322.436933,0.04782067
5813,49.285067,322.435067,0.04781683
5814,49.283200,322.433200,0.04781300
5815,49.281333,322.431333,0.04780917
5816,49.279467,322.429467,0.04780533
5817,49.277600,322.427600,0.04780150
5818,49.275733,322.425733,0.04779767
5819,49.273867,322.423867,0.04779383
5820,49.272000,322.422000,0.04779000
5821,49.272633,322.422633,0.04779800
5822,49.273267,322.423267,0.04780600
5823,49.273900,322.423900,0.04781400
5824,49.274533,322.424533,0.04782200
5825,49.275167,322.425167,0.04783000
5826,49.275800,322.425800,0.04783800
5827,49.276433,322.426433,0.04784600
5828,49.277067,322.427067,0.04785400
5829,49.277700,322.427700,0.04786200
5830,49.278333,322.428333,0.04787000
5831,49.278967,322.428967,0.04787800
5832,49.279600,322.429600,0.04788600
5833,49.280233,322.430233,0.04789400
5834,49.280867,322.430867,0.04790200
5835,49.281500,322.431500,0.04791000
5836,49.282133,322.432133,0.04791800
5837,49.282767,322.432767,0.04792600
5838,49.283400,322.433400,0.04793400
5839,49.284033,322.434033,0.04794200
5840,49.284667,322.434667,0.04795000
5841,49.285300,322.435300,0.04795800
5842,49.285933,322.435933,0.04796600
5843,49.286567,322.436567,0.04797400
5844,49.287200,322.437200,0.04798200
5845,49.287833,322.437833,0.04799000
5846,49.288467,322.438467,0.04799800
5847,49.289100,322.439100,0.04800600
5848,49.289733,322.439733,0.04801400
5849,49.290367,322.440367,0.04802200
5850,49.291000,322.441000,0.04803000
5851,49.291633,322.441633,0.04803800
5852,49.292267,322.442267,0.04804600
5853,49.292900,322.442900,0.04805400
5854,49.293533,322.443533,0.04806200
5855,49.294167,322.444167,0.04807000
5856,49.294800,322.444800,0.04807800
5857,49.295433,322.445433,0.04808600
5858,49.296067,322.446067,0.04809400
5859,49.296700,322.446700,0.04810200
5860,49.297333,322.447333,0.04811000
5861,49.297967,322.447967,0.04811800
5862,49.298600,322.448600,0.04812600
5863,49.299233,322.449233,0.04813400
5864,49.299867,322.449867,0.04814200
5865,49.300500,322.450500,0.04815000
5866,49.301133,322.451133,0.04815800
5867,49.301767,322.451767,0.04816600
5868,49.302400,322.452400,0.04817400
5869,49.303033,322.453033,0.04818200
5870,49.303667,322.453667,0.04819000
5871,49.304300,322.454300,0.04819800
5872,49.304933,322.454933,0.04820600
5873,49.305567,322.455567,0.04821400
5874,49.306200,322.456200,0.04822200
5875,49.306833,322.456833,0.04823000
5876,49.307467,322.457467,0.04823800
5877,49.308100,322.458100,0.04824600
5878,49.308733,322.458733,0.04825400
5879,49.309367,322.459367,0.04826200
5880,49.310000,322.460000,0.04827000
5881,49.317317,322.467317,0.04826467
5882,49.324633,322.474633,0.04825933
5883,49.331950,322.481950,0.04825400
5884,49.339267,322.489267,0.04824867
5885,49.346583,322.496583,0.04824333
5886,49.353900,322.503900,0.04823800
5887,49.361217,322.511217,0.04823267
5888,49.368533,322.518533,0.04822733
5889,49.375850,322.525850,0.04822200
5890,49.383167,322.533167,0.04821667
5891,49.390483,322.540483,0.04821133
5892,49.397800,322.547800,0.04820600
5893,49.405117,322.555117,0.04820067
5894,49.412433,322.562433,0.04819533
5895,49.419750,322.569750,0.04819000
5896,49.427067,322.577067,0.04818467
5897,49.434383,322.584383,0.04817933
5898,49.441700,322.591700,0.04817400
5899,49.449017,322.599017,0.04816867
5900,49.456333,322.606333,0.04816333
5901,49.463650,322.613650,0.04815800
5902,49.470967,322.620967,0.04815267
5903,49.478283,322.628283,0.04814733
5904,49.485600,322.635600,0.04814200
5905,49.492917,322.642917,0.04813667
5906,49.500233,322.650233,0.04813133
5907,49.507550,322.657550,0.04812600
5908,49.514867,322.664867,0.04812067
5909,49.522183,322.672183,0.04811533
5910,49.529500,322.679500,0.04811000
5911,49.536817,322.686817,0.04810467
5912,49.544133,322.694133,0.04809933
5913,49.551450,322.701450,0.04809400
5914,49.558767,322.708767,0.04808867
5915,49.566083,322.716083,0.04808333
5916,49.573400,322.723400,0.04807800
5917,49.580717,322.730717,0.04807267
5918,49.588033,322.738033,0.04806733
5919,49.595350,322.745350,0.04806200
5920,49.602667,322.752667,0.04805667
5921,49.609983,322.759983,0.04805133
5922,49.617300,322.767300,0.04804600
5923,49.624617,322.774617,0.04804067
5924,49.631933,322.781933,0.04803533
5925,49.639250,322.789250,0.04803000
5926,49.646567,322.796567,0.04802467
5927,49.653883,322.803883,0.04801933
5928,49.661200,322.811200,0.04801400
5929,49.668517,322.818517,0.04800867
5930,49.675833,322.825833,0.04800333
5931,49.683150,322.833150,0.04799800
