time_s,radius_cm,r_0.0_cm,r_0.1_cm,r_0.2_cm,r_0.3_cm,r_0.4_cm,r_0.5_cm,r_0.6_cm,r_0.7_cm,r_0.8_cm,r_0.9_cm,r_1.0_cm,r_1.1_cm,r_1.2_cm,r_1.3_cm,r_1.4_cm,r_1.5_cm,r_1.6_cm,r_1.7_cm,r_1.8_cm,r_1.9_cm,r_2.0_cm,surface_temperature_K
239460,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
239520,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
239580,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
239640,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
239700,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
239760,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
239820,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
239880,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
239940,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
240000,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
240060,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
240120,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
240180,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
240240,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
240300,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
240360,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
240420,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
240480,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
240540,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
240600,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
240660,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
240720,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
240780,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
240840,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
240900,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
240960,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
241020,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
241080,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
241140,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
241200,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
241260,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
241320,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
241380,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
241440,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
241500,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
241560,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
241620,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
241680,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
241740,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
241800,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
241860,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
241920,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
241980,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
242040,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
242100,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
242160,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
242220,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
242280,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
242340,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
242400,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
242460,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
242520,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
242580,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
242640,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
242700,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
242760,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
242820,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
242880,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
242940,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
243000,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
243060,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
243120,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
243180,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
243240,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
243300,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
243360,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
243420,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
243480,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
243540,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
243600,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
243660,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
243720,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
243780,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
243840,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
243900,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
243960,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
244020,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
244080,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
244140,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
244200,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
244260,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
244320,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
244380,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
244440,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
244500,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
244560,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
244620,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
244680,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
244740,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
244800,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
244860,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
244920,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
244980,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
245040,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
245100,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
245160,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
245220,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
245280,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
245340,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
245400,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
245460,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
245520,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
245580,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
245640,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
245700,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
245760,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
245820,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
245880,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
245940,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
246000,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
246060,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
246120,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
246180,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
246240,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
246300,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
246360,2.000000,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459,323.1459
