time_s,oven_temperature_c,surface_temperature_c,heat_flux_into_herb_w_m2,oven_moisture_kg_kg,surface_moisture_kg_kg,moisture_ratio_flux_out_m_s,moisture_mass_flux_out_kg_m2_s
587,33.09973333,30.1030789,74.91636088,0.0241695,1.883101293,1.487145434e-06,0.001219459256
588,33.1076,30.10786192,74.99345207,0.024178,1.882624106,1.486756885e-06,0.001219140645
589,33.11546667,30.11264648,75.07050463,0.0241865,1.88214746,1.486368768e-06,0.00121882239
590,33.12333333,30.11743262,75.14751786,0.024195,1.881671355,1.485981084e-06,0.001218504489
591,33.1312,30.12222036,75.22449109,0.0242035,1.881195788,1.48559383e-06,0.001218186941
592,33.13906667,30.12700972,75.3014237,0.024212,1.880720758,1.485207007e-06,0.001217869745
593,33.14693333,30.13180073,75.37831507,0.0242205,1.880246264,1.484820611e-06,0.001217552901
594,33.1548,30.13659342,75.45516462,0.024229,1.879772305,1.484434644e-06,0.001217236408
595,33.16266667,30.1413878,75.53197179,0.0242375,1.879298878,1.484049102e-06,0.001216920264
596,33.17053333,30.14618389,75.60873605,0.024246,1.878825983,1.483663986e-06,0.001216604469
597,33.1784,30.15098172,75.68545688,0.0242545,1.878353618,1.483279294e-06,0.001216289021
598,33.18626667,30.15578131,75.76213381,0.024263,1.877881781,1.482895025e-06,0.001215973921
599,33.19413333,30.16058268,75.83876635,0.0242715,1.877410473,1.482511178e-06,0.001215659166
600,33.202,30.16538584,75.91535405,0.02428,1.87693969,1.482127752e-06,0.001215344757
601,33.21328333,30.1702652,76.07545343,0.02428616667,1.87646941,1.481746594e-06,0.001215032207
602,33.22456667,30.1752042,76.23406179,0.02429233333,1.875999636,1.481365842e-06,0.001214719991
603,33.23585,30.18018273,76.39168164,0.0242985,1.875530373,1.480985499e-06,0.001214408109
604,33.24713333,30.18519333,76.54850011,0.02430466667,1.875061622,1.480605565e-06,0.001214096563
605,33.25841667,30.19023166,76.70462522,0.02431083333,1.874593383,1.48022604e-06,0.001213785353
606,33.2697,30.19529481,76.86012978,0.024317,1.874125655,1.479846924e-06,0.001213474478
607,33.28098333,30.20038065,77.01506716,0.02432316667,1.873658437,1.479468216e-06,0.001213163937
608,33.29226667,30.20548752,77.16947865,0.02432933333,1.873191729,1.479089916e-06,0.001212853731
609,33.30355,30.2106141,77.32339741,0.0243355,1.872725529,1.478712023e-06,0.001212543859
610,33.31483333,30.2157593,77.47685081,0.02434166667,1.872259838,1.478334537e-06,0.00121223432
611,33.32611667,30.22092219,77.62986195,0.02434783333,1.871794652,1.477957455e-06,0.001211925113
612,33.3374,30.22610197,77.78245066,0.024354,1.871329973,1.477580778e-06,0.001211616238
613,33.34868333,30.23129797,77.93463417,0.02436016667,1.870865798,1.477204505e-06,0.001211307694
614,33.35996667,30.23650956,78.08642765,0.02436633333,1.870402126,1.476828635e-06,0.00121099948
615,33.37125,30.24173622,78.23784461,0.0243725,1.869938957,1.476453166e-06,0.001210691596
616,33.38253333,30.24697745,78.38889713,0.02437866667,1.869476289,1.476078098e-06,0.00121038404
617,33.39381667,30.25223282,78.53959613,0.02438483333,1.869014121,1.47570343e-06,0.001210076813
618,33.4051,30.25750194,78.68995153,0.024391,1.868552452,1.475329162e-06,0.001209769913
619,33.41638333,30.26278444,78.83997239,0.02439716667,1.868091281,1.474955291e-06,0.001209463339
620,33.42766667,30.26807999,78.98966704,0.02440333333,1.867630606,1.474581818e-06,0.001209157091
621,33.43895,30.27338827,79.13904314,0.0244095,1.867170427,1.474208741e-06,0.001208851168
622,33.45023333,30.27870902,79.28810781,0.02441566667,1.866710741,1.47383606e-06,0.001208545569
623,33.46151667,30.28404196,79.43686765,0.02442183333,1.86625155,1.473463773e-06,0.001208240294
624,33.4728,30.28938685,79.58532883,0.024428,1.86579285,1.47309188e-06,0.001207935341
625,33.48408333,30.29474345,79.7334971,0.02443416667,1.86533464,1.472720379e-06,0.001207630711
626,33.49536667,30.30011155,79.88137788,0.02444033333,1.864876921,1.47234927e-06,0.001207326401
627,33.50665,30.30549095,80.02897625,0.0244465,1.86441969,1.471978552e-06,0.001207022412
628,33.51793333,30.31088145,80.17629699,0.02445266667,1.863962946,1.471608223e-06,0.001206718743
629,33.52921667,30.31628288,80.32334463,0.02445883333,1.863506688,1.471238284e-06,0.001206415393
630,33.5405,30.32169506,80.47012347,0.024465,1.863050916,1.470868733e-06,0.001206112361
631,33.55178333,30.32711783,80.61663755,0.02447116667,1.862595627,1.470499568e-06,0.001205809646
632,33.56306667,30.33255104,80.76289075,0.02447733333,1.862140821,1.47013079e-06,0.001205507248
633,33.57435,30.33799453,80.90888673,0.0244835,1.861686497,1.469762398e-06,0.001205205166
634,33.58563333,30.34344817,81.05462901,0.02448966667,1.861232653,1.469394389e-06,0.001204903399
635,33.59691667,30.34891183,81.20012091,0.02449583333,1.860779288,1.469026764e-06,0.001204601947
636,33.6082,30.35438537,81.34536564,0.024502,1.860326402,1.468659522e-06,0.001204300808
637,33.61948333,30.35986868,81.49036626,0.02450816667,1.859873993,1.468292661e-06,0.001203999982
638,33.63076667,30.36536164,81.63512569,0.02451433333,1.859422059,1.467926181e-06,0.001203699468
639,33.64205,30.37086413,81.77964675,0.0245205,1.858970601,1.46756008e-06,0.001203399266
640,33.65333333,30.37637605,81.92393215,0.02452666667,1.858519616,1.467194359e-06,0.001203099374
641,33.66461667,30.38189729,82.06798447,0.02453283333,1.858069103,1.466829016e-06,0.001202799793
642,33.6759,30.38742775,82.21180622,0.024539,1.857619062,1.46646405e-06,0.001202500521
643,33.68718333,30.39296734,82.35539981,0.02454516667,1.857169491,1.46609946e-06,0.001202201557
644,33.69846667,30.39851596,82.49876755,0.02455133333,1.85672039,1.465735245e-06,0.001201902901
645,33.70975,30.40407353,82.6419117,0.0245575,1.856271756,1.465371405e-06,0.001201604552
646,33.72103333,30.40963996,82.78483442,0.02456366667,1.85582359,1.465007939e-06,0.00120130651
647,33.73231667,30.41521516,82.92753779,0.02456983333,1.855375889,1.464644845e-06,0.001201008773
648,33.7436,30.42079905,83.07002385,0.024576,1.854928654,1.464282123e-06,0.001200711341
649,33.75488333,30.42639155,83.21229456,0.02458216667,1.854481881,1.463919772e-06,0.001200414213
650,33.76616667,30.43199259,83.35435181,0.02458833333,1.854035572,1.463557791e-06,0.001200117389
651,33.77745,30.4376021,83.49619744,0.0245945,1.853589724,1.463196179e-06,0.001199820867
652,33.78873333,30.44322,83.63783326,0.02460066667,1.853144337,1.462834936e-06,0.001199524648
653,33.80001667,30.44884623,83.77926098,0.02460683333,1.852699409,1.46247406e-06,0.001199228729
654,33.8113,30.45448071,83.92048229,0.024613,1.852254939,1.462113551e-06,0.001198933112
655,33.82258333,30.46012338,84.06149883,0.02461916667,1.851810926,1.461753408e-06,0.001198637794
656,33.83386667,30.46577418,84.2023122,0.02462533333,1.85136737,1.461393629e-06,0.001198342776
657,33.84515,30.47143304,84.34292393,0.0246315,1.850924269,1.461034215e-06,0.001198048056
658,33.85643333,30.47709991,84.48333555,0.02463766667,1.850481621,1.460675164e-06,0.001197753634
659,33.86771667,30.48277473,84.62354851,0.02464383333,1.850039427,1.460316475e-06,0.001197459509
660,33.879,30.48845743,84.76356425,0.02465,1.849597685,1.459958148e-06,0.001197165681
661,33.88548333,30.49404346,84.78599683,0.02465683333,1.8491564,1.459599653e-06,0.001196871716
662,33.89196667,30.49955605,84.81026547,0.02466366667,1.848715569,1.459241522e-06,0.001196578048
663,33.89845,30.5050234,84.83566497,0.0246705,1.848275191,1.458883753e-06,0.001196284677
664,33.90493333,30.51045601,84.86193317,0.02467733333,1.847835263,1.458526343e-06,0.001195991602
665,33.91141667,30.5158599,84.88891906,0.02468416667,1.847395784,1.458169294e-06,0.001195698821
666,33.9179,30.52123916,84.91652112,0.024691,1.846956752,1.457812602e-06,0.001195406333
667,33.92438333,30.52659673,84.94466506,0.02469783333,1.846518167,1.457456267e-06,0.001195114139
668,33.93086667,30.53193492,84.97329362,0.02470466667,1.846080027,1.457100289e-06,0.001194822237
669,33.93735,30.53725556,85.00236091,0.0247115,1.845642332,1.456744665e-06,0.001194530626
670,33.94383333,30.54256017,85.03182917,0.02471833333,1.845205079,1.456389397e-06,0.001194239305
671,33.95031667,30.54785,85.06166665,0.02472516667,1.844768269,1.456034482e-06,0.001193948275
672,33.9568,30.55312615,85.0918462,0.024732,1.844331899,1.455679919e-06,0.001193657534
673,33.96328333,30.55838956,85.12234425,0.02473883333,1.84389597,1.455325709e-06,0.001193367081
674,33.96976667,30.56364106,85.15314017,0.02474566667,1.843460479,1.45497185e-06,0.001193076917
675,33.97625,30.56888137,85.18421565,0.0247525,1.843025425,1.45461834e-06,0.001192787039
676,33.98273333,30.57411116,85.21555437,0.02475933333,1.842590809,1.45426518e-06,0.001192497448
677,33.98921667,30.579331,85.24714164,0.02476616667,1.842156628,1.453912369e-06,0.001192208143
678,33.9957,30.58454143,85.27896415,0.024773,1.841722882,1.453559906e-06,0.001191919123
679,34.00218333,30.58974294,85.31100981,0.02477983333,1.841289569,1.453207789e-06,0.001191630387
680,34.00866667,30.59493596,85.34326756,0.02478666667,1.84085669,1.452856018e-06,0.001191341935
681,34.01515,30.60012091,85.37572723,0.0247935,1.840424241,1.452504593e-06,0.001191053766
682,34.02163333,30.60529816,85.40837944,0.02480033333,1.839992224,1.452153512e-06,0.00119076588
683,34.02811667,30.61046805,85.44121553,0.02480716667,1.839560636,1.451802775e-06,0.001190478276
684,34.0346,30.6156309,85.47422743,0.024814,1.839129476,1.451452381e-06,0.001190190952
685,34.04108333,30.62078703,85.50740765,0.02482083333,1.838698745,1.451102329e-06,0.00118990391
686,34.04756667,30.6259367,85.54074917,0.02482766667,1.83826844,1.450752618e-06,0.001189617147
687,34.05405,30.63108018,85.57424545,0.0248345,1.83783856,1.450403248e-06,0.001189330664
688,34.06053333,30.63621772,85.60789032,0.02484133333,1.837409106,1.450054218e-06,0.001189044459
689,34.06701667,30.64134955,85.641678,0.02484816667,1.836980075,1.449705527e-06,0.001188758532
690,34.0735,30.64647588,85.67560303,0.024855,1.836551467,1.449357174e-06,0.001188472882
691,34.07998333,30.65159692,85.70966026,0.02486183333,1.836123281,1.449009158e-06,0.00118818751
692,34.08646667,30.65671287,85.74384483,0.02486866667,1.835695516,1.448661479e-06,0.001187902413
693,34.09295,30.66182392,85.77815212,0.0248755,1.835268171,1.448314137e-06,0.001187617592
694,34.09943333,30.66693022,85.81257776,0.02488233333,1.834841245,1.447967129e-06,0.001187333046
695,34.10591667,30.67203196,85.84711759,0.02488916667,1.834414737,1.447620456e-06,0.001187048774
696,34.1124,30.67712929,85.88176765,0.024896,1.833988646,1.447274116e-06,0.001186764776
697,34.11888333,30.68222237,85.91652418,0.02490283333,1.833562971,1.44692811e-06,0.00118648105
698,34.12536667,30.68731132,85.95138358,0.02490966667,1.833137711,1.446582436e-06,0.001186197597
699,34.13185,30.6923963,85.98634243,0.0249165,1.832712866,1.446237093e-06,0.001185914416
700,34.13833333,30.69747744,86.02139744,0.02492333333,1.832288435,1.445892081e-06,0.001185631506
701,34.14481667,30.70255485,86.05654547,0.02493016667,1.831864415,1.445547399e-06,0.001185348867
702,34.1513,30.70762866,86.09178352,0.024937,1.831440808,1.445203046e-06,0.001185066498
703,34.15778333,30.71269898,86.12710871,0.02494383333,1.831017611,1.444859022e-06,0.001184784398
704,34.16426667,30.71776594,86.16251827,0.02495066667,1.830594824,1.444515326e-06,0.001184502567
705,34.17075,30.72282962,86.19800955,0.0249575,1.830172445,1.444171956e-06,0.001184221004
706,34.17723333,30.72789013,86.23357999,0.02496433333,1.829750475,1.443828913e-06,0.001183939709
707,34.18371667,30.73294758,86.26922714,0.02497116667,1.829328912,1.443486196e-06,0.001183658681
708,34.1902,30.73800205,86.30494863,0.024978,1.828907754,1.443143804e-06,0.001183377919
709,34.19668333,30.74305365,86.3407422,0.02498483333,1.828487003,1.442801735e-06,0.001183097423
710,34.20316667,30.74810244,86.37660563,0.02499166667,1.828066655,1.442459991e-06,0.001182817192
711,34.20965,30.75314853,86.41253682,0.0249985,1.827646711,1.442118569e-06,0.001182537227
712,34.21613333,30.75819198,86.44853373,0.02500533333,1.82722717,1.441777469e-06,0.001182257525
713,34.22261667,30.76323289,86.48459437,0.02501216667,1.82680803,1.441436691e-06,0.001181978086
714,34.2291,30.76827133,86.52071685,0.025019,1.826389291,1.441096233e-06,0.001181698911
715,34.23558333,30.77330736,86.55689931,0.02502583333,1.825970953,1.440756095e-06,0.001181419998
716,34.24206667,30.77834107,86.59313997,0.02503266667,1.825553013,1.440416277e-06,0.001181141347
717,34.24855,30.78337252,86.62943711,0.0250395,1.825135472,1.440076777e-06,0.001180862957
718,34.25503333,30.78840177,86.66578904,0.02504633333,1.824718328,1.439737595e-06,0.001180584828
719,34.26151667,30.7934289,86.70219416,0.02505316667,1.82430158,1.439398731e-06,0.001180306959
720,34.268,30.79845396,86.73865089,0.02506,1.823885228,1.439060183e-06,0.00118002935
721,34.27696667,30.80353109,86.83588935,0.02506766667,1.823469279,1.43872129e-06,0.001179751458
722,34.28593333,30.8086483,86.93212589,0.02507533333,1.82305373,1.438382718e-06,0.001179473828
723,34.2949,30.81379102,87.02772462,0.025083,1.822638578,1.438044463e-06,0.001179196459
724,34.30386667,30.81895385,87.12282044,0.02509066667,1.822223822,1.437706524e-06,0.00117891935
725,34.31283333,30.8241337,87.21749078,0.02509833333,1.82180946,1.437368901e-06,0.001178642499
726,34.3218,30.8293285,87.31178749,0.025106,1.821395491,1.437031593e-06,0.001178365906
727,34.33076667,30.83453673,87.40574834,0.02511366667,1.820981914,1.436694598e-06,0.00117808957
728,34.33973333,30.83975724,87.49940233,0.02512133333,1.820568728,1.436357915e-06,0.001177813491
729,34.3487,30.8449891,87.59277259,0.025129,1.820155932,1.436021545e-06,0.001177537667
730,34.35766667,30.85023154,87.68587804,0.02513666667,1.819743525,1.435685486e-06,0.001177262099
731,34.36663333,30.85548395,87.77873456,0.02514433333,1.819331506,1.435349738e-06,0.001176986785
732,34.3756,30.86074578,87.87135562,0.025152,1.818919874,1.435014299e-06,0.001176711726
733,34.38456667,30.86601655,87.96375288,0.02515966667,1.818508629,1.43467917e-06,0.001176436919
734,34.39353333,30.87129587,88.05593649,0.02516733333,1.81809777,1.434344349e-06,0.001176162366
735,34.4025,30.87658338,88.14791542,0.025175,1.817687295,1.434009836e-06,0.001175888065
736,34.41146667,30.88187876,88.23969761,0.02518266667,1.817277203,1.433675629e-06,0.001175614016
737,34.42043333,30.88718173,88.33129019,0.02519033333,1.816867495,1.433341729e-06,0.001175340218
738,34.4294,30.89249202,88.42269957,0.025198,1.816458169,1.433008135e-06,0.001175066671
739,34.43836667,30.8978094,88.51393157,0.02520566667,1.816049224,1.432674845e-06,0.001174793373
740,34.44733333,30.90313367,88.60499147,0.02521333333,1.815640659,1.43234186e-06,0.001174520326
741,34.4563,30.90846464,88.69588411,0.025221,1.815232474,1.432009179e-06,0.001174247527
742,34.46526667,30.91380211,88.78661393,0.02522866667,1.814824667,1.4316768e-06,0.001173974976
743,34.47423333,30.91914593,88.87718501,0.02523633333,1.814417239,1.431344724e-06,0.001173702674
744,34.4832,30.92449595,88.96760113,0.025244,1.814010187,1.43101295e-06,0.001173430619
745,34.49216667,30.92985203,89.05786579,0.02525166667,1.813603512,1.430681476e-06,0.001173158811
746,34.50113333,30.93521404,89.14798227,0.02525933333,1.813197213,1.430350303e-06,0.001172887249
747,34.5101,30.94058186,89.23795358,0.025267,1.812791288,1.43001943e-06,0.001172615933
748,34.51906667,30.94595536,89.32778257,0.02527466667,1.812385737,1.429688856e-06,0.001172344862
749,34.52803333,30.95133446,89.4174719,0.02528233333,1.811980559,1.42935858e-06,0.001172074036
750,34.537,30.95671904,89.50702407,0.02529,1.811575753,1.429028602e-06,0.001171803454
751,34.54596667,30.96210901,89.59644141,0.02529766667,1.811171319,1.428698922e-06,0.001171533116
752,34.55493333,30.96750429,89.68572613,0.02530533333,1.810767255,1.428369538e-06,0.001171263021
753,34.5639,30.97290479,89.77488033,0.025313,1.810363562,1.428040449e-06,0.001170993169
754,34.57286667,30.97831043,89.86390597,0.02532066667,1.809960237,1.427711657e-06,0.001170723558
755,34.58183333,30.98372114,89.95280492,0.02532833333,1.809557281,1.427383159e-06,0.00117045419
756,34.5908,30.98913684,90.04157895,0.025336,1.809154693,1.427054955e-06,0.001170185063
757,34.59976667,30.99455748,90.13022974,0.02534366667,1.808752472,1.426727044e-06,0.001169916176
758,34.60873333,30.99998298,90.21875888,0.02535133333,1.808350616,1.426399426e-06,0.00116964753
759,34.6177,31.00541328,90.3071679,0.025359,1.807949126,1.426072101e-06,0.001169379123
760,34.62666667,31.01084834,90.39545824,0.02536666667,1.807548001,1.425745067e-06,0.001169110955
761,34.63563333,31.01628808,90.48363128,0.02537433333,1.807147239,1.425418325e-06,0.001168843026
762,34.6446,31.02173247,90.57168835,0.025382,1.80674684,1.425091872e-06,0.001168575335
763,34.65356667,31.02718144,90.6596307,0.02538966667,1.806346804,1.42476571e-06,0.001168307882
764,34.66253333,31.03263495,90.74745955,0.02539733333,1.805947129,1.424439837e-06,0.001168040666
765,34.6715,31.03809296,90.83517605,0.025405,1.805547815,1.424114252e-06,0.001167773687
766,34.68046667,31.04355541,90.92278131,0.02541266667,1.805148862,1.423788956e-06,0.001167506944
767,34.68943333,31.04902228,91.01027639,0.02542033333,1.804750267,1.423463947e-06,0.001167240437
768,34.6984,31.05449351,91.09766232,0.025428,1.804352031,1.423139225e-06,0.001166974164
769,34.70736667,31.05996906,91.18494008,0.02543566667,1.803954153,1.422814789e-06,0.001166708127
770,34.71633333,31.06544891,91.27211061,0.02544333333,1.803556632,1.422490639e-06,0.001166442324
771,34.7253,31.07093301,91.35917483,0.025451,1.803159468,1.422166774e-06,0.001166176755
772,34.73426667,31.07642132,91.44613362,0.02545866667,1.802762659,1.421843194e-06,0.001165911419
773,34.74323333,31.08191382,91.53298781,0.02546633333,1.802366205,1.421519898e-06,0.001165646316
774,34.7522,31.08741047,91.61973823,0.025474,1.801970106,1.421196885e-06,0.001165381445
775,34.76116667,31.09291124,91.70638567,0.02548166667,1.80157436,1.420874154e-06,0.001165116807
776,34.77013333,31.0984161,91.79293088,0.02548933333,1.801178966,1.420551706e-06,0.001164852399
777,34.7791,31.10392502,91.8793746,0.025497,1.800783925,1.42022954e-06,0.001164588223
778,34.78806667,31.10943796,91.96571754,0.02550466667,1.800389236,1.419907655e-06,0.001164324277
779,34.79703333,31.11495492,92.0519604,0.02551233333,1.799994896,1.419586051e-06,0.001164060561
780,34.806,31.12047585,92.13810384,0.02552,1.799600907,1.419264726e-06,0.001163797075
781,34.8116,31.12592743,92.14181434,0.02553,1.79920729,1.418941832e-06,0.001163532302
782,34.8172,31.13132596,92.14685088,0.02554,1.798814038,1.418619231e-06,0.001163267769
783,34.8228,31.13669126,92.15271853,0.02555,1.798421145,1.418296916e-06,0.001163003471
784,34.8284,31.14203068,92.15923308,0.02556,1.798028609,1.417974887e-06,0.001162739407
785,34.834,31.14734847,92.16628831,0.02557,1.797636427,1.417653141e-06,0.001162475576
786,34.8396,31.15264749,92.1738127,0.02558,1.797244597,1.417331678e-06,0.001162211976
787,34.8452,31.15792985,92.18175386,0.02559,1.796853119,1.417010495e-06,0.001161948606
788,34.8508,31.16319715,92.19007129,0.0256,1.796461992,1.416689593e-06,0.001161685466
789,34.8564,31.1684507,92.19873254,0.02561,1.796071213,1.41636897e-06,0.001161422556
790,34.862,31.17369157,92.20771081,0.02562,1.795680783,1.416048626e-06,0.001161159873
791,34.8676,31.17892066,92.21698355,0.02563,1.7952907,1.41572856e-06,0.001160897419
792,34.8732,31.18413874,92.22653143,0.02564,1.794900963,1.41540877e-06,0.001160635191
793,34.8788,31.18934649,92.23633764,0.02565,1.794511571,1.415089257e-06,0.001160373191
794,34.8844,31.1945445,92.24638742,0.02566,1.794122524,1.41477002e-06,0.001160111416
795,34.89,31.19973329,92.25666767,0.02567,1.793733821,1.414451057e-06,0.001159849867
796,34.8956,31.20491333,92.26716666,0.02568,1.793345461,1.414132369e-06,0.001159588542
797,34.9012,31.21008505,92.27787382,0.02569,1.792957443,1.413813954e-06,0.001159327443
798,34.9068,31.21524882,92.28877956,0.0257,1.792569766,1.413495813e-06,0.001159066567
799,34.9124,31.220405,92.29987512,0.02571,1.79218243,1.413177944e-06,0.001158805914
800,34.918,31.2255539,92.3111525,0.02572,1.791795434,1.412860347e-06,0.001158545485
801,34.9236,31.23069583,92.32260431,0.02573,1.791408777,1.412543021e-06,0.001158285278
802,34.9292,31.23583105,92.33422372,0.02574,1.791022458,1.412225966e-06,0.001158025292
803,34.9348,31.24095982,92.3460044,0.02575,1.790636476,1.411909181e-06,0.001157765529
804,34.9404,31.24608238,92.35794045,0.02576,1.790250832,1.411592666e-06,0.001157505986
805,34.946,31.25119895,92.37002637,0.02577,1.789865524,1.411276419e-06,0.001157246664
806,34.9516,31.25630972,92.38225701,0.02578,1.789480551,1.410960441e-06,0.001156987561
807,34.9572,31.2614149,92.39462753,0.02579,1.789095913,1.41064473e-06,0.001156728679
808,34.9628,31.26651467,92.40713337,0.0258,1.788711609,1.410329287e-06,0.001156470015
809,34.9684,31.27160919,92.41977025,0.02581,1.788327638,1.41001411e-06,0.00115621157
810,34.974,31.27669864,92.43253412,0.02582,1.787944,1.4096992e-06,0.001155953344
811,34.9796,31.28178315,92.44542114,0.02583,1.787560693,1.409384555e-06,0.001155695335
812,34.9852,31.28686289,92.45842766,0.02584,1.787177718,1.409070175e-06,0.001155437543
813,34.9908,31.29193799,92.47155024,0.02585,1.786795074,1.408756059e-06,0.001155179969
814,34.9964,31.29700858,92.48478558,0.02586,1.78641276,1.408442208e-06,0.00115492261
815,35.002,31.30207478,92.49813056,0.02587,1.786030775,1.40812862e-06,0.001154665468
816,35.0076,31.30713671,92.51158219,0.02588,1.785649118,1.407815294e-06,0.001154408541
817,35.0132,31.3121945,92.52513762,0.02589,1.785267789,1.407502231e-06,0.00115415183
818,35.0188,31.31724824,92.53879411,0.0259,1.784886788,1.40718943e-06,0.001153895333
819,35.0244,31.32229804,92.55254906,0.02591,1.784506113,1.40687689e-06,0.00115363905
820,35.03,31.327344,92.56639997,0.02592,1.784125764,1.406564611e-06,0.001153382981
821,35.0356,31.33238622,92.58034443,0.02593,1.783745741,1.406252593e-06,0.001153127126
822,35.0412,31.33742479,92.59438013,0.02594,1.783366042,1.405940833e-06,0.001152871483
823,35.0468,31.34245981,92.60850486,0.02595,1.782986667,1.405629334e-06,0.001152616054
824,35.0524,31.34749134,92.62271648,0.02596,1.782607615,1.405318092e-06,0.001152360836
825,35.058,31.35251948,92.63701294,0.02597,1.782228887,1.405007109e-06,0.00115210583
826,35.0636,31.35754431,92.65139226,0.02598,1.78185048,1.404696384e-06,0.001151851035
827,35.0692,31.3625659,92.66585253,0.02599,1.781472395,1.404385916e-06,0.001151596451
828,35.0748,31.36758432,92.6803919,0.026,1.781094631,1.404075705e-06,0.001151342078
829,35.0804,31.37259966,92.6950086,0.02601,1.780717187,1.403765749e-06,0.001151087914
830,35.086,31.37761196,92.7097009,0.02602,1.780340062,1.40345605e-06,0.001150833961
831,35.0916,31.38262131,92.72446714,0.02603,1.779963257,1.403146605e-06,0.001150580216
832,35.0972,31.38762777,92.73930571,0.02604,1.779586769,1.402837416e-06,0.001150326681
833,35.1028,31.3926314,92.75421504,0.02605,1.7792106,1.40252848e-06,0.001150073354
834,35.1084,31.39763225,92.76919363,0.02606,1.778834748,1.402219798e-06,0.001149820235
835,35.114,31.4026304,92.78424001,0.02607,1.778459212,1.40191137e-06,0.001149567323
836,35.1196,31.40762589,92.79935275,0.02608,1.778083992,1.401603194e-06,0.001149314619
837,35.1252,31.41261878,92.81453048,0.02609,1.777709088,1.40129527e-06,0.001149062121
838,35.1308,31.41760913,92.82977186,0.0261,1.777334498,1.400987598e-06,0.001148809831
839,35.1364,31.42259698,92.84507558,0.02611,1.776960222,1.400680178e-06,0.001148557746
840,35.142,31.42758238,92.86044039,0.02612,1.77658626,1.400373008e-06,0.001148305866
841,35.14836667,31.43258209,92.8946144,0.026128,1.776212591,1.400067673e-06,0.001148055492
842,35.15473333,31.43759242,92.92852275,0.026136,1.77583922,1.399762576e-06,0.001147805313
843,35.1611,31.44260892,92.96227711,0.026144,1.775466151,1.399457721e-06,0.001147555331
844,35.16746667,31.44762993,92.99591843,0.026152,1.775093386,1.399153109e-06,0.001147305549
845,35.17383333,31.45265454,93.02946992,0.02616,1.774720924,1.398848739e-06,0.001147055966
846,35.1802,31.45768212,93.06294693,0.026168,1.774348767,1.398544613e-06,0.001146806583
847,35.18656667,31.46271225,93.09636046,0.026176,1.773976913,1.39824073e-06,0.001146557399
848,35.19293333,31.46774458,93.12971882,0.026184,1.773605363,1.39793709e-06,0.001146308414
849,35.1993,31.47277886,93.16302852,0.026192,1.773234116,1.397633693e-06,0.001146059628
850,35.20566667,31.47781487,93.19629482,0.0262,1.772863173,1.397330538e-06,0.001145811041
851,35.21203333,31.48285245,93.22952199,0.026208,1.772492532,1.397027626e-06,0.001145562653
852,35.2184,31.48789145,93.26271363,0.026216,1.772122195,1.396724956e-06,0.001145314464
853,35.22476667,31.49293176,93.29587275,0.026224,1.771752159,1.396422527e-06,0.001145066472
854,35.23113333,31.49797326,93.32900194,0.026232,1.771382425,1.39612034e-06,0.001144818679
855,35.2375,31.50301586,93.36210342,0.02624,1.771012992,1.395818394e-06,0.001144571083
856,35.24386667,31.5080595,93.3951791,0.026248,1.77064386,1.395516688e-06,0.001144323684
857,35.25023333,31.51310411,93.42823067,0.026256,1.770275028,1.395215223e-06,0.001144076483
858,35.2566,31.51814962,93.46125958,0.026264,1.769906497,1.394913997e-06,0.001143829478
859,35.26296667,31.52319598,93.49426714,0.026272,1.769538264,1.394613012e-06,0.00114358267
860,35.26933333,31.52824315,93.52725447,0.02628,1.769170331,1.394312265e-06,0.001143336057
861,35.2757,31.5332911,93.56022259,0.026288,1.768802697,1.394011757e-06,0.001143089641
862,35.28206667,31.53833977,93.5931724,0.026296,1.76843536,1.393711488e-06,0.00114284342
863,35.28843333,31.54338915,93.62610469,0.026304,1.768068321,1.393411456e-06,0.001142597394
864,35.2948,31.54843919,93.65902018,0.026312,1.767701578,1.393111663e-06,0.001142351563
865,35.30116667,31.55348989,93.69191949,0.02632,1.767335133,1.392812106e-06,0.001142105927
866,35.30753333,31.55854121,93.7248032,0.026328,1.766968983,1.392512787e-06,0.001141860485
867,35.3139,31.56359313,93.75767182,0.026336,1.766603129,1.392213704e-06,0.001141615237
868,35.32026667,31.56864564,93.79052579,0.026344,1.766237571,1.391914856e-06,0.001141370182
869,35.32663333,31.57369871,93.82336553,0.026352,1.765872306,1.391616245e-06,0.001141125321
870,35.333,31.57875234,93.85619139,0.02636,1.765507336,1.391317869e-06,0.001140880653
871,35.33936667,31.58380652,93.88900369,0.026368,1.76514266,1.391019728e-06,0.001140636177
872,35.34573333,31.58886122,93.92180274,0.026376,1.764778276,1.390721821e-06,0.001140391893
873,35.3521,31.59391645,93.95458878,0.026384,1.764414185,1.390424148e-06,0.001140147802
874,35.35846667,31.59897218,93.98736205,0.026392,1.764050386,1.390126709e-06,0.001139903902
875,35.36483333,31.60402842,94.02012274,0.0264,1.763686879,1.389829503e-06,0.001139660193
876,35.3712,31.60908516,94.05287104,0.026408,1.763323663,1.389532531e-06,0.001139416675
877,35.37756667,31.61414238,94.0856071,0.026416,1.762960738,1.38923579e-06,0.001139173348
878,35.38393333,31.61920009,94.11833107,0.026424,1.762598102,1.388939282e-06,0.001138930211
879,35.3903,31.62425828,94.15104306,0.026432,1.762235757,1.388643005e-06,0.001138687264
