time_s,oven_temperature_C,oven_moisture_kg_kg,surface_temperature_C,surface_moisture_kg_kg,water_mass_flux_kg_m2_s,latent_heat_J_kg,latent_heat_flux_W_m2,convective_heat_flux_W_m2,conductive_heat_flux_W_m2,surface_energy_residual_W_m2
98880,49.99591667,0.04999041667,49.66862174,0.06538036946,3.386309839e-06,2383582.053,8.071547357,8.18237316,0.1108258012,1.483494216e-09
98940,49.99591667,0.04999041667,49.66914247,0.06535610312,3.380970422e-06,2383580.824,8.058816264,8.169354957,0.1105386911,1.275150652e-09
99000,49.99591667,0.04999041667,49.6696619,0.06533189663,3.375644178e-06,2383579.598,8.046116592,8.156369162,0.1102525735,-3.126007897e-09
99060,49.99591667,0.04999041667,49.67018004,0.06530774982,3.370331062e-06,2383578.375,8.033448236,8.143415668,0.1099674311,9.617888708e-10
99120,49.99591667,0.04999041667,49.67069689,0.06528366247,3.365031032e-06,2383577.155,8.020811096,8.13049437,0.1096832722,2.132003019e-09
99180,49.99591667,0.04999041667,49.67121246,0.06525963441,3.359744046e-06,2383575.939,8.008205067,8.117605159,0.1094000924,7.752909426e-11
99240,49.99591667,0.04999041667,49.67172675,0.06523566542,3.354470059e-06,2383574.725,7.995630048,8.10474793,0.1091178831,-1.33638256e-09
99300,49.99591667,0.04999041667,49.67223976,0.06521175533,3.34920903e-06,2383573.514,7.983085937,8.091922576,0.1088366397,-1.507101999e-09
99360,49.99591667,0.04999041667,49.67275151,0.06518790393,3.343960916e-06,2383572.306,7.970572634,8.079128992,0.1085563579,5.108455881e-10
99420,49.99591667,0.04999041667,49.67326198,0.06516411104,3.338725675e-06,2383571.102,7.958090036,8.066367074,0.1082770374,6.054463597e-10
99480,49.99591667,0.04999041667,49.6737712,0.06514037646,3.333503265e-06,2383569.9,7.945638045,8.053636718,0.1079986738,3.24522631e-11
99540,49.99591667,0.04999041667,49.67427915,0.0651167,3.328293644e-06,2383568.701,7.933216558,8.040937818,0.1077212627,-3.264226223e-09
99600,49.99591667,0.04999041667,49.67478586,0.06509308147,3.32309677e-06,2383567.505,7.920825478,8.028270271,0.1074447912,1.091811086e-09
99660,49.99591667,0.04999041667,49.67529131,0.06506952069,3.317912602e-06,2383566.313,7.908464705,8.015633974,0.1071692675,1.002391947e-09
99720,49.99591667,0.04999041667,49.67579551,0.06504601746,3.312741097e-06,2383565.123,7.89613414,8.003028824,0.1068946873,-2.82225443e-09
99780,49.99591667,0.04999041667,49.67629848,0.06502257161,3.307582216e-06,2383563.936,7.883833684,7.990454719,0.1066210333,1.699283381e-09
99840,49.99591667,0.04999041667,49.6768002,0.06499918293,3.302435916e-06,2383562.752,7.87156324,7.977911557,0.1063483181,-4.598028625e-10
99900,49.99591667,0.04999041667,49.6773007,0.06497585125,3.297302158e-06,2383561.57,7.859322709,7.965399237,0.1060765289,-1.32608502e-09
99960,49.99591667,0.04999041667,49.67779996,0.06495257638,3.292180899e-06,2383560.392,7.847111995,7.952917656,0.1058056611,-7.45828288e-10
100020,49.99591667,0.04999041667,49.678298,0.06492935813,3.287072101e-06,2383559.217,7.834931001,7.940466714,0.1055357146,-1.794144389e-09
100080,49.99591667,0.04999041667,49.67879481,0.06490619633,3.281975721e-06,2383558.044,7.822779631,7.928046312,0.1052666808,9.029124115e-10
100140,49.99591667,0.04999041667,49.67929041,0.06488309078,3.27689172e-06,2383556.875,7.810657787,7.91565635,0.1049985637,-1.367497227e-09
100200,49.99591667,0.04999041667,49.6797848,0.06486004132,3.271820058e-06,2383555.708,7.798565375,7.903296726,0.1047313504,6.772555849e-10
100260,49.99591667,0.04999041667,49.68027797,0.06483704775,3.266760695e-06,2383554.544,7.7865023,7.890967344,0.1044650449,-9.421681213e-10
100320,49.99591667,0.04999041667,49.68076994,0.06481410989,3.261713592e-06,2383553.383,7.774468465,7.878668103,0.1041996387,-1.214400136e-09
100380,49.99591667,0.04999041667,49.68126071,0.06479122757,3.256678707e-06,2383552.225,7.762463778,7.866398906,0.1039351273,9.232596909e-10
100440,49.99591667,0.04999041667,49.68175028,0.0647684006,3.251656003e-06,2383551.069,7.750488143,7.854159655,0.1036715147,-2.737057692e-09
100500,49.99591667,0.04999041667,49.68223866,0.06474562881,3.246645439e-06,2383549.917,7.738541466,7.841950251,0.1034087881,-3.226754863e-09
100560,49.99591667,0.04999041667,49.68272584,0.06472291202,3.241646977e-06,2383548.767,7.726623656,7.829770599,0.1031469473,-4.167948653e-09
100620,49.99591667,0.04999041667,49.68321184,0.06470025005,3.236660578e-06,2383547.62,7.714734617,7.817620601,0.1028859837,3.659241798e-10
100680,49.99591667,0.04999041667,49.68369666,0.06467764272,3.231686202e-06,2383546.476,7.702874258,7.805500161,0.1026259055,-2.968207014e-09
100740,49.99591667,0.04999041667,49.6841803,0.06465508987,3.226723811e-06,2383545.334,7.691042487,7.793409183,0.1023666999,-3.656358771e-09
100800,49.99591667,0.04999041667,49.68466276,0.06463259131,3.221773367e-06,2383544.196,7.67923921,7.78134757,0.1021083582,1.404842465e-09
100860,49.99591667,0.04999041667,49.68514406,0.06461014686,3.216834832e-06,2383543.06,7.667464338,7.76931523,0.101850893,-1.424831808e-09
100920,49.99591667,0.04999041667,49.68562418,0.06458775637,3.211908166e-06,2383541.927,7.655717779,7.757312066,0.1015942872,2.345972305e-10
100980,49.99591667,0.04999041667,49.68610315,0.06456541965,3.206993332e-06,2383540.797,7.643999441,7.745337983,0.1013385405,2.184456172e-09
101040,49.99591667,0.04999041667,49.68658095,0.06454313653,3.202090292e-06,2383539.669,7.632309234,7.733392889,0.1010836529,1.65134928e-09
101100,49.99591667,0.04999041667,49.6870576,0.06452090683,3.197199008e-06,2383538.544,7.620647069,7.721476689,0.10082962,-2.740296878e-11
101160,49.99591667,0.04999041667,49.6875331,0.0644987304,3.192319443e-06,2383537.422,7.609012855,7.709589289,0.1005764373,-2.965050427e-09
101220,49.99591667,0.04999041667,49.68800744,0.06447660705,3.187451559e-06,2383536.302,7.597406503,7.697730598,0.1003240962,-9.453753336e-10
101280,49.99591667,0.04999041667,49.68848065,0.06445453662,3.182595319e-06,2383535.186,7.585827924,7.685900523,0.1000725965,2.229468166e-09
101340,49.99591667,0.04999041667,49.68895271,0.06443251895,3.177750685e-06,2383534.072,7.574277029,7.67409897,0.09982194236,-1.504622205e-09
101400,49.99591667,0.04999041667,49.68942363,0.06441055385,3.172917621e-06,2383532.96,7.56275373,7.66232585,0.09957212087,-1.733870825e-09
101460,49.99591667,0.04999041667,49.68989342,0.06438864116,3.16809609e-06,2383531.852,7.551257939,7.650581068,0.09932313189,-3.13868842e-09
101520,49.99591667,0.04999041667,49.69036209,0.06436678073,3.163286055e-06,2383530.745,7.539789569,7.638864537,0.09907496678,1.15779919e-09
101580,49.99591667,0.04999041667,49.69082962,0.06434497237,3.158487479e-06,2383529.642,7.528348531,7.627176163,0.09882763386,-1.583258857e-09
101640,49.99591667,0.04999041667,49.69129603,0.06432321593,3.153700326e-06,2383528.541,7.516934739,7.615515857,0.09858112027,-2.194152415e-09
101700,49.99591667,0.04999041667,49.69176133,0.06430151123,3.14892456e-06,2383527.443,7.505548106,7.603883529,0.09833542585,-2.815637501e-09
101760,49.99591667,0.04999041667,49.6922255,0.06427985813,3.144160145e-06,2383526.348,7.494188547,7.592279089,0.09809054199,5.752465171e-10
101820,49.99591667,0.04999041667,49.69268857,0.06425825644,3.139407044e-06,2383525.255,7.482855974,7.580702448,0.09784647277,1.38650158e-09
101880,49.99591667,0.04999041667,49.69315053,0.06423670601,3.134665221e-06,2383524.165,7.471550303,7.569153517,0.0976032138,5.032347872e-10
101940,49.99591667,0.04999041667,49.69361138,0.06421520668,3.129934642e-06,2383523.077,7.460271448,7.557632208,0.09736076071,-1.04771658e-09
102000,49.99591667,0.04999041667,49.69407113,0.06419375829,3.125215269e-06,2383521.992,7.449019324,7.546138431,0.09711910487,1.532756144e-09
102060,49.99591667,0.04999041667,49.69452978,0.06417236066,3.120507069e-06,2383520.91,7.437793847,7.5346721,0.09687825461,-1.709794084e-09
102120,49.99591667,0.04999041667,49.69498734,0.06415101365,3.115810005e-06,2383519.83,7.426594933,7.523233127,0.09663819707,-2.945228061e-09
102180,49.99591667,0.04999041667,49.69544381,0.06412971709,3.111124042e-06,2383518.753,7.415422497,7.511821424,0.09639892787,-4.204787629e-10
102240,49.99591667,0.04999041667,49.69589919,0.06410847083,3.106449146e-06,2383517.678,7.404276455,7.500436905,0.09616045111,-1.381291526e-09
102300,49.99591667,0.04999041667,49.69635349,0.0640872747,3.101785281e-06,2383516.606,7.393156725,7.489079482,0.09592275818,-1.187523857e-09
102360,49.99591667,0.04999041667,49.6968067,0.06406612855,3.097132413e-06,2383515.536,7.382063224,7.477749072,0.09568584893,-1.261855509e-09
102420,49.99591667,0.04999041667,49.69725884,0.06404503222,3.092490507e-06,2383514.469,7.370995869,7.466445586,0.09544971899,-2.039691083e-09
102480,49.99591667,0.04999041667,49.69770991,0.06402398555,3.087859528e-06,2383513.405,7.359954577,7.45516894,0.09521436398,-1.293482654e-09
102540,49.99591667,0.04999041667,49.6981599,0.06400298839,3.083239443e-06,2383512.343,7.348939267,7.443919049,0.09497978377,-1.763341473e-09
102600,49.99591667,0.04999041667,49.69860883,0.06398204059,3.078630219e-06,2383511.283,7.337949864,7.432695829,0.0947459655,-1.278444017e-09
102660,49.99591667,0.04999041667,49.6990567,0.06396114198,3.074031819e-06,2383510.226,7.326986276,7.421499194,0.09451291752,6.368523486e-10
102720,49.99591667,0.04999041667,49.6995035,0.0639402924,3.069444207e-06,2383509.172,7.31604842,7.410329059,0.09428063969,-8.208553837e-10
102780,49.99591667,0.04999041667,49.69994925,0.06391949172,3.064867353e-06,2383508.12,7.305136221,7.399185341,0.09404911916,4.529070452e-10
102840,49.99591667,0.04999041667,49.70039395,0.06389873976,3.060301222e-06,2383507.07,7.294249599,7.388067957,0.09381836005,-2.857514225e-09
102900,49.99591667,0.04999041667,49.70083759,0.06387803639,3.055745781e-06,2383506.023,7.283388474,7.376976822,0.09358834951,-1.108194425e-09
102960,49.99591667,0.04999041667,49.70128019,0.06385738146,3.051200996e-06,2383504.979,7.272552765,7.365911857,0.09335909164,-1.591571319e-10
103020,49.99591667,0.04999041667,49.70172175,0.0638367748,3.046666835e-06,2383503.937,7.261742394,7.354872976,0.09313058208,4.492708428e-10
103080,49.99591667,0.04999041667,49.70216226,0.06381621627,3.042143263e-06,2383502.897,7.25095728,7.343860099,0.09290282069,-2.233159435e-09
103140,49.99591667,0.04999041667,49.70260174,0.06379570571,3.037630248e-06,2383501.86,7.240197346,7.332873142,0.09267579889,-3.238016077e-09
103200,49.99591667,0.04999041667,49.70304019,0.06377524299,3.033127757e-06,2383500.825,7.229462512,7.321912026,0.09244951229,1.511888392e-09
103260,49.99591667,0.04999041667,49.7034776,0.06375482795,3.028635757e-06,2383499.793,7.2187527,7.310976667,0.09222396503,1.879902456e-09
103320,49.99591667,0.04999041667,49.70391399,0.06373446043,3.024154216e-06,2383498.763,7.208067833,7.300066986,0.09199915272,3.490860934e-10
103380,49.99591667,0.04999041667,49.70434935,0.0637141403,3.0196831e-06,2383497.736,7.197407832,7.289182902,0.09177507101,-6.196625435e-10
103440,49.99591667,0.04999041667,49.70478369,0.06369386741,3.015222378e-06,2383496.71,7.18677262,7.278324335,0.09155171977,-4.951035137e-09
103500,49.99591667,0.04999041667,49.70521702,0.0636736416,3.010772017e-06,2383495.688,7.17616212,7.267491204,0.09132908618,-2.573415259e-09
103560,49.99591667,0.04999041667,49.70564933,0.06365346272,3.006331981e-06,2383494.668,7.165576245,7.256683428,0.09110718281,-4.949258781e-10
103620,49.99591667,0.04999041667,49.70608063,0.06363333065,3.001902246e-06,2383493.65,7.155014941,7.245900931,0.09088599261,-3.075791177e-09
103680,49.99591667,0.04999041667,49.70651092,0.06361324524,2.997482777e-06,2383492.634,7.144478121,7.235143632,0.09066551122,4.15964152e-10
103740,49.99591667,0.04999041667,49.70694021,0.06359320634,2.993073541e-06,2383491.621,7.133965706,7.224411455,0.09044574699,2.035417168e-09
103800,49.99591667,0.04999041667,49.70736849,0.0635732138,2.988674506e-06,2383490.61,7.123477623,7.213704319,0.09022669555,-4.862066305e-11
103860,49.99591667,0.04999041667,49.70779578,0.06355326748,2.984285641e-06,2383489.602,7.113013796,7.203022146,0.09000834833,1.910329672e-09
103920,49.99591667,0.04999041667,49.70822207,0.06353336724,2.979906915e-06,2383488.596,7.102574149,7.192364858,0.08979071367,-4.366258466e-09
103980,49.99591667,0.04999041667,49.70864737,0.06351351293,2.975538296e-06,2383487.592,7.092158608,7.181732378,0.08957377029,-6.177218737e-10
104040,49.99591667,0.04999041667,49.70907168,0.06349370441,2.971179753e-06,2383486.591,7.0817671,7.171124629,0.08935753076,-1.207602018e-09
104100,49.99591667,0.04999041667,49.70949501,0.06347394155,2.966831255e-06,2383485.592,7.071399549,7.160541534,0.08914198651,-1.061380317e-09
104160,49.99591667,0.04999041667,49.70991735,0.06345422419,2.96249277e-06,2383484.595,7.061055881,7.149983015,0.08892713742,-3.578150221e-09
104220,49.99591667,0.04999041667,49.71033871,0.06343455221,2.958164269e-06,2383483.601,7.050736024,7.139448997,0.0887129749,-1.838469821e-09
104280,49.99591667,0.04999041667,49.71075909,0.06341492546,2.953845721e-06,2383482.609,7.040439904,7.128939404,0.08849949884,1.164923269e-09
104340,49.99591667,0.04999041667,49.7111785,0.0633953438,2.949537094e-06,2383481.619,7.030167447,7.11845416,0.08828670913,3.599213372e-09
104400,49.99591667,0.04999041667,49.71159694,0.0633758071,2.945238359e-06,2383480.631,7.019918582,7.10799319,0.08807460989,-2.430677881e-09
104460,49.99591667,0.04999041667,49.71201441,0.06335631521,2.940949484e-06,2383479.646,7.009693236,7.097556417,0.08786317984,1.825506857e-09
104520,49.99591667,0.04999041667,49.71243092,0.063336868,2.936670441e-06,2383478.663,6.999491336,7.087143768,0.08765243157,8.890985725e-10
104580,49.99591667,0.04999041667,49.71284646,0.06331746533,2.932401198e-06,2383477.682,6.98931281,7.076755167,0.08744236073,-3.53360452e-09
104640,49.99591667,0.04999041667,49.71326104,0.06329810707,2.928141725e-06,2383476.704,6.979157588,7.066390542,0.08723295451,-1.918314396e-10
104700,49.99591667,0.04999041667,49.71367467,0.06327879307,2.923891993e-06,2383475.728,6.969025597,7.056049816,0.08702422128,-2.20634444e-09
104760,49.99591667,0.04999041667,49.71408735,0.06325952321,2.919651972e-06,2383474.754,6.958916766,7.045732917,0.08681615668,-5.750655063e-09
104820,49.99591667,0.04999041667,49.71449908,0.06324029735,2.915421633e-06,2383473.782,6.948831026,7.035439772,0.08660874791,-1.591282661e-09
104880,49.99591667,0.04999041667,49.71490985,0.06322111535,2.911200945e-06,2383472.813,6.938768304,7.025170306,0.08640200334,-1.010127093e-09
104940,49.99591667,0.04999041667,49.71531969,0.06320197708,2.906989879e-06,2383471.846,6.928728531,7.014924448,0.08619591861,-1.856600207e-09
105000,49.99591667,0.04999041667,49.71572858,0.06318288241,2.902788406e-06,2383470.881,6.918711637,7.004702124,0.0859904894,-2.433912627e-09
105060,49.99591667,0.04999041667,49.71613654,0.0631638312,2.898596496e-06,2383469.918,6.908717552,6.994503263,0.08578571136,-1.352962187e-10
105120,49.99591667,0.04999041667,49.71654356,0.06314482332,2.894414121e-06,2383468.957,6.898746206,6.984327791,0.08558158439,9.011547064e-10
105180,49.99591667,0.04999041667,49.71694964,0.06312585865,2.890241251e-06,2383467.999,6.888797531,6.974175639,0.08537811262,-4.796364195e-09
105240,49.99591667,0.04999041667,49.7173548,0.06310693704,2.886077858e-06,2383467.043,6.878871457,6.964046732,0.08517527479,6.77434997e-10
105300,49.99591667,0.04999041667,49.71775903,0.06308805837,2.881923912e-06,2383466.089,6.868967915,6.953941001,0.08497308348,2.428306445e-09
105360,49.99591667,0.04999041667,49.71816233,0.06306922251,2.877779386e-06,2383465.137,6.859086838,6.943858375,0.08477153436,2.311288938e-09
105420,49.99591667,0.04999041667,49.71856472,0.06305042932,2.87364425e-06,2383464.187,6.849228156,6.933798782,0.08457062733,-1.710383835e-09
105480,49.99591667,0.04999041667,49.71896618,0.06303167869,2.869518476e-06,2383463.24,6.839391803,6.923762153,0.0843703496,2.635136553e-11
105540,49.99591667,0.04999041667,49.71936673,0.06301297047,2.865402035e-06,2383462.295,6.82957771,6.913748417,0.08417070953,-2.711348479e-09
105600,49.99591667,0.04999041667,49.71976637,0.06299430454,2.8612949e-06,2383461.351,6.81978581,6.903757504,0.08397169432,4.975309054e-11
105660,49.99591667,0.04999041667,49.72016509,0.06297568077,2.857197042e-06,2383460.41,6.810016035,6.893789346,0.08377331234,-1.663101656e-09
105720,49.99591667,0.04999041667,49.72056291,0.06295709904,2.853108433e-06,2383459.472,6.800268319,6.883843871,0.08357555502,-3.54680374e-09
105780,49.99591667,0.04999041667,49.72095983,0.06293855924,2.849029049e-06,2383458.535,6.790542604,6.873921013,0.08337840958,-5.791260804e-10
105840,49.99591667,0.04999041667,49.72135584,0.0629200612,2.844958856e-06,2383457.6,6.780838808,6.864020702,0.08318189284,9.76569936e-10
105900,49.99591667,0.04999041667,49.72175095,0.06290160481,2.840897827e-06,2383456.668,6.771156868,6.854142867,0.08298600048,-1.225297197e-09
105960,49.99591667,0.04999041667,49.72214517,0.06288318995,2.836845935e-06,2383455.737,6.761496721,6.84428744,0.08279071547,4.08424139e-09
106020,49.99591667,0.04999041667,49.72253849,0.0628648165,2.832803155e-06,2383454.809,6.751858303,6.834454356,0.08259605464,-1.47533985e-09
106080,49.99591667,0.04999041667,49.72293092,0.06284648433,2.828769457e-06,2383453.883,6.742241547,6.824643544,0.08240200098,-4.274895993e-09
106140,49.99591667,0.04999041667,49.72332247,0.06282819331,2.824744816e-06,2383452.959,6.732646389,6.814854938,0.08220854592,3.06597947e-09
106200,49.99591667,0.04999041667,49.72371313,0.06280994333,2.820729202e-06,2383452.037,6.723072764,6.805088471,0.0820157063,1.404271366e-09
106260,49.99591667,0.04999041667,49.7241029,0.06279173426,2.816722591e-06,2383451.117,6.713520606,6.795344076,0.08182347357,-3.436761986e-09
106320,49.99591667,0.04999041667,49.7244918,0.06277356597,2.812724953e-06,2383450.199,6.703989851,6.785621685,0.0816318307,3.255610892e-09
106380,49.99591667,0.04999041667,49.72487982,0.06275543835,2.808736264e-06,2383449.284,6.694480435,6.775921233,0.08144079876,-1.34223388e-09
106440,49.99591667,0.04999041667,49.72526696,0.06273735127,2.804756494e-06,2383448.37,6.684992295,6.766242653,0.08125035651,1.518260184e-09
106500,49.99591667,0.04999041667,49.72565323,0.06271930461,2.800785619e-06,2383447.458,6.675525365,6.756585877,0.08106051231,-5.776623624e-11
106560,49.99591667,0.04999041667,49.72603863,0.06270129825,2.796823611e-06,2383446.549,6.666079583,6.746950843,0.08087125762,2.144536104e-09
106620,49.99591667,0.04999041667,49.72642317,0.06268333206,2.792870444e-06,2383445.641,6.656654886,6.737337482,0.08068259657,-3.417675032e-10
106680,49.99591667,0.04999041667,49.72680684,0.06266540594,2.788926091e-06,2383444.736,6.64725121,6.727745731,0.08049452062,4.888942584e-10
106740,49.99591667,0.04999041667,49.72718965,0.06264751976,2.784990526e-06,2383443.832,6.637868493,6.718175524,0.08030702968,1.746395917e-09
106800,49.99591667,0.04999041667,49.72757159,0.0626296734,2.781063723e-06,2383442.931,6.628506671,6.708626797,0.08012012788,-2.366075336e-09
106860,49.99591667,0.04999041667,49.72795269,0.06261186674,2.777145656e-06,2383442.032,6.619165684,6.699099483,0.07993379823,1.337412847e-09
106920,49.99591667,0.04999041667,49.72833293,0.06259409966,2.773236298e-06,2383441.134,6.609845467,6.68959352,0.07974805332,-9.394591771e-10
106980,49.99591667,0.04999041667,49.72871231,0.06257637204,2.769335624e-06,2383440.239,6.600545961,6.680108843,0.07956288461,-2.511967523e-09
107040,49.99591667,0.04999041667,49.72909085,0.06255868378,2.765443608e-06,2383439.346,6.591267102,6.670645389,0.07937828779,-1.47708068e-09
107100,49.99591667,0.04999041667,49.72946854,0.06254103475,2.761560224e-06,2383438.454,6.582008831,6.661203093,0.07919426276,-3.723554798e-10
107160,49.99591667,0.04999041667,49.72984539,0.06252342483,2.757685446e-06,2383437.565,6.572771084,6.651781892,0.07901080945,-1.57847424e-09
107220,49.99591667,0.04999041667,49.7302214,0.0625058539,2.753819249e-06,2383436.678,6.563553802,6.642381723,0.0788279193,2.101253394e-09
107280,49.99591667,0.04999041667,49.73059657,0.06248832187,2.749961608e-06,2383435.792,6.554356924,6.633002525,0.0786456007,4.236708762e-10
107340,49.99591667,0.04999041667,49.7309709,0.06247082859,2.746112497e-06,2383434.909,6.545180388,6.623644232,0.07846384088,2.571367119e-09
107400,49.99591667,0.04999041667,49.7313444,0.06245337397,2.742271891e-06,2383434.027,6.536024136,6.614306783,0.0782826482,-1.046012166e-09
107460,49.99591667,0.04999041667,49.73171706,0.06243595789,2.738439764e-06,2383433.148,6.526888106,6.604990116,0.07810200991,-1.532294291e-10
107520,49.99591667,0.04999041667,49.7320889,0.06241858023,2.734616092e-06,2383432.27,6.51777224,6.595694169,0.07792193014,-6.129221575e-10
107580,49.99591667,0.04999041667,49.73245991,0.06240124089,2.730800849e-06,2383431.395,6.508676476,6.58641888,0.07774240036,3.49627971e-09
107640,49.99591667,0.04999041667,49.7328301,0.06238393974,2.726994011e-06,2383430.521,6.499600757,6.577164188,0.07756343317,-1.889075563e-09
107700,49.99591667,0.04999041667,49.73319947,0.06236667667,2.723195553e-06,2383429.649,6.490545022,6.56793003,0.07738500735,1.183874332e-09
107760,49.99591667,0.04999041667,49.73356801,0.06234945158,2.71940545e-06,2383428.779,6.481509213,6.558716347,0.07720713551,-1.307737918e-09
107820,49.99591667,0.04999041667,49.73393574,0.06233226434,2.715623678e-06,2383427.912,6.472493271,6.549523077,0.07702980488,1.470359834e-09
107880,49.99591667,0.04999041667,49.73430266,0.06231511485,2.711850211e-06,2383427.046,6.463497137,6.54035016,0.07685302384,-6.756746274e-10
107940,49.99591667,0.04999041667,49.73466877,0.06229800301,2.708085026e-06,2383426.182,6.454520753,6.531197536,0.07667678386,-1.089789592e-09
108000,49.99591667,0.04999041667,49.73503406,0.06228092868,2.704328098e-06,2383425.32,6.445564061,6.522065142,0.07650108484,-3.51647067e-09
108060,49.99591667,0.04999041667,49.73539855,0.06226389178,2.700579403e-06,2383424.459,6.436627003,6.512952921,0.07632591828,-1.644906433e-10
108120,49.99591667,0.04999041667,49.73576223,0.06224689218,2.696838916e-06,2383423.601,6.427709521,6.503860813,0.07615129253,-1.273309458e-09
108180,49.99591667,0.04999041667,49.73612512,0.06222992978,2.693106614e-06,2383422.745,6.418811559,6.494788757,0.07597719907,-5.215063936e-10
108240,49.99591667,0.04999041667,49.7364872,0.06221300446,2.689382473e-06,2383421.89,6.409933057,6.485736695,0.07580364206,-4.596578229e-09
108300,49.99591667,0.04999041667,49.73684848,0.06219611613,2.685666468e-06,2383421.038,6.401073961,6.476704567,0.07563060449,2.115155162e-09
108360,49.99591667,0.04999041667,49.73720897,0.06217926466,2.681958577e-06,2383420.187,6.392234211,6.467692316,0.07545810745,-3.326319664e-09
108420,49.99591667,0.04999041667,49.73756867,0.06216244996,2.678258774e-06,2383419.338,6.383413753,6.45869988,0.07528612548,1.640365177e-09
108480,49.99591667,0.04999041667,49.73792758,0.06214567191,2.674567036e-06,2383418.491,6.374612529,6.449727204,0.07511467543,-1.075157741e-09
108540,49.99591667,0.04999041667,49.7382857,0.06212893042,2.670883341e-06,2383417.646,6.365830484,6.440774227,0.0749437403,2.563462331e-09
108600,49.99591667,0.04999041667,49.73864303,0.06211222536,2.667207663e-06,2383416.802,6.357067561,6.431840892,0.07477333271,-1.389849125e-09
108660,49.99591667,0.04999041667,49.73899958,0.06209555664,2.663539981e-06,2383415.961,6.348323704,6.422927142,0.07460343991,-1.328361421e-09
108720,49.99591667,0.04999041667,49.73935535,0.06207892414,2.65988027e-06,2383415.121,6.339598858,6.414032919,0.07443406181,-8.677591978e-11
108780,49.99591667,0.04999041667,49.73971034,0.06206232777,2.656228508e-06,2383414.284,6.330892967,6.405158166,0.07426519836,5.482938548e-10
108840,49.99591667,0.04999041667,49.74006455,0.06204576742,2.652584671e-06,2383413.448,6.322205976,6.396302825,0.07409684947,-8.526193085e-10
108900,49.99591667,0.04999041667,49.74041799,0.06202924298,2.648948736e-06,2383412.614,6.31353783,6.38746684,0.07392901085,-1.501816449e-09
108960,49.99591667,0.04999041667,49.74077066,0.06201275436,2.64532068e-06,2383411.781,6.304888475,6.378650153,0.0737616782,-1.988409437e-10
109020,49.99591667,0.04999041667,49.74112256,0.06199630143,2.641700481e-06,2383410.951,6.296257855,6.369852706,0.07359485145,-2.027000789e-11
109080,49.99591667,0.04999041667,49.74147369,0.06197988411,2.638088115e-06,2383410.122,6.287645916,6.361074447,0.07342853054,7.445413175e-10
109140,49.99591667,0.04999041667,49.74182405,0.06196350228,2.63448356e-06,2383409.295,6.279052604,6.352315317,0.07326271115,1.748280631e-09
109200,49.99591667,0.04999041667,49.74217366,0.06194715585,2.630886792e-06,2383408.47,6.270477865,6.343575261,0.07309739746,-1.751296885e-09
109260,49.99591667,0.04999041667,49.7425225,0.06193084471,2.627297791e-06,2383407.647,6.261921645,6.334854222,0.07293257672,5.332250197e-10
109320,49.99591667,0.04999041667,49.74287058,0.06191456877,2.623716532e-06,2383406.825,6.25338389,6.326152146,0.0727682573,-1.455850551e-09
109380,49.99591667,0.04999041667,49.74321791,0.06189832791,2.620142994e-06,2383406.006,6.244864547,6.317468978,0.07260443491,-4.729773906e-09
109440,49.99591667,0.04999041667,49.74356448,0.06188212203,2.616577154e-06,2383405.188,6.236363563,6.30880466,0.07244109682,1.980415831e-10
109500,49.99591667,0.04999041667,49.7439103,0.06186595105,2.61301899e-06,2383404.372,6.227880885,6.30015914,0.07227825562,9.031353443e-11
109560,49.99591667,0.04999041667,49.74425537,0.06184981484,2.60946848e-06,2383403.557,6.219416458,6.291532363,0.07211590703,-2.745812466e-09
109620,49.99591667,0.04999041667,49.7445997,0.06183371333,2.605925602e-06,2383402.745,6.210970232,6.282924273,0.07195403831,2.613439243e-09
109680,49.99591667,0.04999041667,49.74494327,0.06181764639,2.602390334e-06,2383401.934,6.202542154,6.274334817,0.07179266205,1.067344435e-09
109740,49.99591667,0.04999041667,49.74528611,0.06180161394,2.598862653e-06,2383401.125,6.19413217,6.265763939,0.07163176553,3.55703289e-09
109800,49.99591667,0.04999041667,49.7456282,0.06178561588,2.595342538e-06,2383400.317,6.18574023,6.257211587,0.07147136135,-3.889877753e-09
109860,49.99591667,0.04999041667,49.74596956,0.06176965211,2.591829968e-06,2383399.512,6.17736628,6.248677707,0.07131142833,-1.286145412e-09
109920,49.99591667,0.04999041667,49.74631018,0.06175372252,2.58832492e-06,2383398.708,6.16901027,6.240162245,0.07115197484,6.635474392e-10
109980,49.99591667,0.04999041667,49.74665006,0.06173782702,2.584827373e-06,2383397.906,6.160672147,6.231665148,0.07099300082,1.137143713e-10
110040,49.99591667,0.04999041667,49.74698921,0.06172196551,2.581337305e-06,2383397.105,6.152351861,6.223186362,0.07083450199,-9.013954028e-10
110100,49.99591667,0.04999041667,49.74732763,0.0617061379,2.577854695e-06,2383396.307,6.14404936,6.214725835,0.07067647405,1.10257492e-09
110160,49.99591667,0.04999041667,49.74766533,0.06169034408,2.574379522e-06,2383395.51,6.135764593,6.206283514,0.07051892539,-4.104341755e-09
110220,49.99591667,0.04999041667,49.74800229,0.06167458397,2.570911764e-06,2383394.715,6.127497509,6.197859346,0.07036183906,-1.924454374e-09
110280,49.99591667,0.04999041667,49.74833854,0.06165885745,2.567451399e-06,2383393.921,6.119248057,6.189453278,0.07020522343,-2.771352037e-09
